"Postal code area","Households, total, 2017 (TE)","Average size of households, 2017 (TE)","Occupancy rate, 2017 (TE)","Young single persons, 2017 (TE)","Young couples without children, 2017 (TE)","Households with children, 2017 (TE)","Households with small children, 2017 (TE)","Households with children under school age, 2017 (TE)","Households with school-age children, 2017 (TE)","Households with teenagers, 2017 (TE)","Adult households, 2017 (TE)","Pensioner households, 2017 (TE)","Households living in owner-occupied dwellings, 2017 (TE)","Households living in rented dwellings, 2017 (TE)","Households living in other dwellings, 2017 (TE)"
"82310 Oravisalo-Varpasalo   (Rääkkylä )",135,1.9,58.3,0,0,13,2,4,5,5,41,84,120,11,4
"82335 Rasivaara   (Rääkkylä )",317,1.9,49.2,10,2,54,7,22,19,24,122,147,291,22,4
"82350 Tikkala   (Tohmajärvi )",152,2.3,48.4,1,5,39,7,17,12,21,57,56,144,4,4
"82360 Onkamo   (Tohmajärvi )",189,2.2,44.3,5,8,42,17,23,20,16,79,70,170,13,6
"82380 Tolosenmäki   (Kitee )",210,2.2,49.9,1,1,37,9,14,15,26,78,98,203,4,3
"82395 Haarajärvi   (Kitee )",64,2.4,42.1,1,0,15,2,6,10,8,26,23,59,4,1
"82430 Puhos-Leinovaara   (Kitee )",415,2.1,47.2,8,4,65,11,27,26,32,163,192,357,46,12
"82460 Hummovaara   (Kitee )",48,2.2,45.0,0,0,13,2,6,3,6,17,18,42,5,1
"82490 Heinoniemi   (Kitee )",68,1.8,50.8,0,0,7,3,3,2,4,15,47,65,0,3
"82500 Kitee Keskus   (Kitee )",3164,1.8,43.9,211,51,494,119,226,217,215,1296,1391,2173,930,61
"82510 Kiteenlahti   (Kitee )",116,2.2,52.5,4,1,28,7,16,15,11,53,35,112,2,2
"82580 Juurikka   (Kitee )",167,2.1,52.9,5,1,27,4,11,6,15,59,82,154,7,6
"82590 Närsäkkälä   (Kitee )",62,2.0,53.3,1,1,5,1,2,2,2,23,34,56,2,4
"82600 Tohmajärvi Keskus   (Tohmajärvi )",1446,1.9,45.3,64,20,221,50,98,111,98,562,669,1065,349,32
"82655 Värtsilä Keskus   (Tohmajärvi )",158,2.0,49.7,3,2,25,3,9,16,12,55,81,128,25,5
"82660 Uusi-Värtsilä   (Tohmajärvi )",102,2.0,42.6,1,1,15,3,6,8,7,51,38,83,12,7
"82670 Kaurila   (Tohmajärvi )",59,1.9,48.2,3,1,10,3,3,6,2,24,25,55,1,3
"82675 Niirala-Jänisjoki   (Tohmajärvi )",56,2.0,45.4,0,0,10,1,4,6,6,21,26,37,16,3
"82685 Littilä   (Tohmajärvi )",84,2.2,48.7,2,1,17,7,9,6,5,40,27,81,2,1
"82710 Kovero   (Joensuu )",220,1.9,47.9,7,2,24,4,9,6,13,99,98,199,16,5
"82730 Tuupovaara Keskus-Pirttiaho   (Joensuu )",437,1.6,46.7,20,3,46,12,22,20,19,169,222,262,163,12
"82750 Öllölä   (Joensuu )",63,1.7,48.9,1,0,3,0,2,1,1,30,30,55,5,3
"82760 Hoilola   (Joensuu )",49,1.7,53.4,0,1,1,0,1,1,0,18,31,45,2,2
"82770 Kaustajärvi   (Tohmajärvi )",16,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82815 Marjovaara   (Joensuu )",71,1.9,51.3,2,1,4,0,1,2,3,38,29,68,1,2
"82820 Maukkula   (Ilomantsi )",112,2.1,48.1,2,3,16,7,8,3,7,40,57,107,2,3
"82830 Haukivaara   (Ilomantsi )",49,2.1,38.8,2,0,10,4,6,4,3,19,20,48,0,1
"82840 Pirttiaho   (Joensuu )",20,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82850 Kinnasniemi   (Joensuu )",40,1.7,49.6,5,0,3,1,2,1,1,22,15,39,1,0
"82865 Kokinvaara-Mannervaara   (Joensuu )",19,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82870 Luutalahti   (Joensuu )",18,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82880 Mannervaara   (Joensuu )",14,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82900 Ilomantsi Keskus   (Ilomantsi )",2036,1.8,44.4,76,24,257,60,113,111,118,792,995,1424,557,55
"82915 Sonkaja   (Ilomantsi )",96,2.1,48.1,1,2,14,6,9,10,4,36,47,92,1,3
"82960 Lehtovaara-Kuikkalampi   (Ilomantsi )",62,2.0,43.6,0,2,8,1,1,4,7,26,28,56,4,2
"82967 Hattu   (Ilomantsi )",45,1.6,54.2,0,0,2,0,0,1,1,19,24,39,4,2
"82980 Möhkö   (Ilomantsi )",41,1.8,44.6,0,0,2,0,0,1,1,15,25,37,1,3
"83100 Liperi Keskus   (Liperi )",1256,1.9,45.4,61,15,202,51,95,109,75,528,536,916,302,38
"83130 Salokylä   (Liperi )",157,2.5,43.8,4,3,48,15,28,17,21,67,43,149,5,3
"83140 Puromäki   (Liperi )",49,2.6,38.7,0,3,13,3,6,8,7,18,18,46,1,2
"83150 Roukalahti   (Liperi )",98,2.2,46.8,1,1,19,3,9,9,9,38,44,89,6,3
"83160 Tutjunniemi   (Liperi )",72,2.0,48.6,1,2,8,3,7,3,1,34,31,66,5,1
"83320 Risti-Juojärvi   (Liperi )",37,2.0,50.5,3,1,7,2,3,2,4,20,10,35,1,1
"83330 Kaatamo   (Liperi )",107,2.2,41.4,3,3,22,5,10,13,14,42,45,92,10,5
"83340 Kaarnalampi   (Liperi )",42,2.0,46.0,0,0,9,2,5,4,4,14,19,39,1,2
"83400 Viinijärvi   (Liperi )",727,1.9,43.4,36,20,114,28,51,51,48,329,289,570,131,26
"83430 Käsämä   (Liperi )",229,2.4,48.3,3,1,72,18,38,36,30,87,72,223,4,2
"83450 Vaivio   (Liperi )",142,2.4,46.7,6,9,42,16,31,15,10,72,32,135,6,1
"83460 Harinjärvi   (Liperi )",123,2.6,46.9,0,5,36,7,21,17,11,49,41,119,2,2
"83480 Ahonkylä   (Liperi )",84,2.1,45.4,4,3,17,2,8,10,5,36,33,75,8,1
"83500 Outokumpu Keskus   (Outokumpu )",3189,1.9,43.4,300,68,530,128,253,256,210,1387,1283,2141,987,61
"83550 Kokonvaara   (Outokumpu )",75,2.2,48.7,2,2,17,5,12,7,4,29,31,70,1,4
"83630 Kuusjärvi   (Outokumpu )",195,2.1,43.8,2,5,41,13,23,16,12,81,74,182,12,1
"83660 Varislahti   (Outokumpu )",128,2.2,49.3,1,0,23,5,16,13,8,55,50,125,2,1
"83700 Polvijärvi Keskus   (Polvijärvi )",1318,1.8,43.5,75,30,188,49,86,90,82,517,618,932,360,26
"83720 Kuorevaara   (Polvijärvi )",123,2.1,48.2,6,0,25,1,5,11,15,58,41,109,11,3
"83750 Sotkuma   (Polvijärvi )",205,2.5,43.6,5,6,62,17,31,30,24,80,65,194,10,1
"83760 Sola   (Polvijärvi )",38,2.3,37.6,2,0,9,3,4,6,4,15,15,31,6,1
"83780 Horsmanaho   (Polvijärvi )",100,2.2,41.3,1,0,20,7,13,7,6,40,40,89,5,6
"83825 Kinahmo   (Polvijärvi )",139,1.9,45.2,5,2,21,3,6,12,10,55,65,127,7,5
"83830 Hukkala   (Polvijärvi )",63,1.9,47.0,3,0,10,2,6,4,3,26,27,58,3,2
"83835 Ruvaslahti   (Polvijärvi )",101,2.2,44.5,3,0,18,3,6,8,13,36,47,91,6,4
"83840 Saarivaara   (Polvijärvi )",26,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"83855 Martonvaara-Sammakkovaara   (Polvijärvi )",74,1.9,49.2,2,1,10,3,4,2,5,24,41,66,7,1
"83870 Polvela-Timovaara   (Juuka )",109,2.0,42.6,1,0,14,4,5,8,7,48,48,99,8,2
"83880 Kajoo   (Juuka )",79,2.2,44.7,0,0,10,2,3,6,5,32,39,72,5,2
"83900 Juuka Keskus   (Juuka )",1884,1.8,45.3,89,24,261,53,98,135,123,765,864,1392,461,31
"83910 Paalasmaa   (Juuka )",42,1.8,54.1,0,0,3,1,2,2,1,13,26,39,3,0
"83915 Vihtasuo   (Juuka )",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"83940 Nunnanlahti   (Juuka )",182,1.9,50.9,2,1,27,4,8,16,10,62,97,165,10,7
"83950 Ahmovaara   (Juuka )",237,1.9,50.9,7,0,25,4,12,15,11,96,119,213,19,5
"83960 Koli   (Lieksa )",129,1.8,50.0,4,2,15,3,6,7,6,61,54,103,21,5
"83985 Tuopanjoki   (Juuka )",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"84100 Ylivieska Keskus   (Ylivieska )",6215,2.2,40.4,760,317,1529,484,859,734,577,2886,1817,4257,1872,86
"84460 Tuomiperä   (Ylivieska )",82,2.4,42.6,6,2,18,6,11,8,10,37,27,81,1,0
"84540 Vähäkangas   (Ylivieska )",207,2.8,42.0,7,6,71,28,48,40,27,73,63,202,1,4
"84650 Kantokylä   (Ylivieska )",94,2.4,41.5,2,1,19,10,14,12,6,37,39,93,1,0
"84770 Isokoski   (Ylivieska )",43,2.1,49.3,2,1,9,0,4,5,5,18,16,42,0,1
"84880 Raudaskylä   (Ylivieska )",267,2.4,43.5,17,6,82,17,33,43,43,109,78,241,20,6
"85100 Kalajoki Keskus   (Kalajoki )",3083,2.2,44.4,220,97,750,169,375,366,317,1229,1119,2429,587,67
"85120 Metsä   (Kalajoki )",94,3.0,37.8,1,2,26,7,15,14,17,27,41,84,3,7
"85140 Tynkä   (Kalajoki )",314,2.7,41.3,7,11,106,21,44,59,53,99,113,294,13,7
"85150 Typpö   (Kalajoki )",117,2.5,44.3,4,0,23,6,15,14,11,32,64,111,3,3
"85160 Rautio   (Kalajoki )",245,2.6,40.6,14,4,68,28,45,41,20,83,95,216,24,5
"85180 Rahja   (Kalajoki )",188,2.5,43.6,4,4,47,13,28,24,19,68,75,179,6,3
"85200 Alavieska Keskus   (Alavieska )",908,2.3,42.7,69,16,226,48,108,122,102,338,350,668,216,24
"85210 Kähtävä   (Alavieska )",97,2.4,47.5,2,2,23,8,14,7,7,47,27,94,2,1
"85230 Talus   (Alavieska )",110,2.4,43.6,7,3,24,9,11,11,13,43,43,105,5,0
"85310 Sievi Asemanseutu   (Sievi )",202,2.6,39.6,3,4,45,19,27,27,22,80,77,167,30,5
"85320 Markkula   (Sievi )",127,2.1,47.3,8,4,25,9,11,11,9,60,42,112,13,2
"85340 Jyrinki   (Sievi )",200,3.7,34.1,4,4,83,32,55,56,45,66,52,199,1,0
"85410 Sievi Keskus   (Sievi )",801,2.5,37.5,54,20,243,76,129,137,107,302,257,513,278,10
"85430 Koivisto   (Sievi )",225,2.6,44.3,7,6,63,18,34,34,33,79,83,217,4,4
"85450 Joenkylä   (Sievi )",81,3.2,37.4,1,1,27,5,14,22,19,25,29,72,5,4
"85470 Kiiskilampi   (Sievi )",183,2.9,38.7,4,3,48,16,25,32,27,61,75,176,6,1
"85500 Nivala Keskus   (Nivala )",3180,2.3,40.6,275,95,869,257,460,433,379,1234,1091,2331,782,67
"85540 Mönkö   (Nivala )",182,3.1,37.9,7,5,66,25,42,33,31,64,57,172,3,7
"85560 Ainastalo   (Nivala )",187,2.5,42.1,16,7,47,10,23,24,28,71,69,160,21,6
"85580 Karvoskylä   (Nivala )",291,2.3,44.3,8,6,66,25,40,32,22,101,125,277,8,6
"85620 Sarja   (Nivala )",107,2.4,48.5,2,0,24,5,14,14,10,44,41,103,2,2
"85630 Sarjanahde   (Nivala )",174,3.4,34.7,1,2,67,23,40,52,36,45,62,167,3,4
"85640 Maliskylä   (Nivala )",213,2.4,46.7,7,9,54,15,23,19,29,74,90,198,9,6
"85660 Ruuskankylä   (Nivala )",62,2.8,38.8,1,2,17,5,9,8,9,22,24,59,0,3
"85710 Parkkila   (Haapajärvi )",147,2.6,40.9,2,6,44,14,25,25,16,54,51,141,2,4
"85730 Tulppo   (Haapajärvi )",55,2.2,47.0,3,1,9,0,3,6,6,26,21,49,3,3
"85800 Haapajärvi Keskus   (Haapajärvi )",2574,2.1,41.5,211,64,549,135,266,282,260,1117,918,1770,738,66
"85820 Oksava   (Haapajärvi )",352,2.4,44.0,6,5,91,28,45,46,42,131,132,328,14,10
"85840 Kuona   (Haapajärvi )",106,3.0,36.2,4,6,30,12,15,21,20,51,26,98,4,4
"85900 Reisjärvi Keskus   (Reisjärvi )",872,2.2,43.2,7,23,182,51,88,88,95,299,397,618,238,16
"85930 Kangaskylä-Tolpankangas   (Reisjärvi )",89,2.6,43.0,1,1,22,3,5,10,13,36,33,86,3,0
"85940 Räisälänmäki   (Reisjärvi )",87,2.7,42.4,0,3,19,4,8,13,11,44,24,84,2,1
"85980 Köyhänperä   (Reisjärvi )",129,2.7,41.5,0,4,38,11,20,16,19,50,43,124,1,4
"86100 Pyhäjoki Keskus   (Pyhäjoki )",861,2.1,44.3,57,27,178,39,88,98,81,318,370,649,196,16
"86110 Parhalahti   (Pyhäjoki )",152,2.4,43.4,8,2,42,7,14,20,20,52,60,140,10,2
"86160 Pirttikoski   (Pyhäjoki )",141,2.2,52.9,3,3,26,7,14,9,9,49,69,133,4,4
"86170 Yppäri   (Pyhäjoki )",219,2.7,42.4,6,1,65,20,37,34,35,67,88,197,13,9
"86210 Petäjäskoski   (Oulainen )",62,3.2,38.5,2,1,27,5,13,13,17,19,18,60,1,1
"86220 Merijärvi Keskus   (Merijärvi )",304,2.7,35.7,13,1,90,35,52,45,38,100,117,227,69,8
"86230 Ylipää   (Merijärvi )",62,2.2,46.2,0,2,7,1,2,5,4,22,33,58,3,1
"86240 Pyhänkoski   (Merijärvi )",86,2.4,46.4,3,0,16,9,9,6,9,34,36,79,6,1
"86300 Oulainen Keskus   (Oulainen )",3114,2.1,43.0,238,90,673,171,317,349,302,1288,1165,2364,710,40
"86350 Kilpua   (Oulainen )",55,2.2,43.4,2,0,8,1,2,4,5,23,24,50,3,2
"86360 Ilveskorpi   (Raahe )",97,2.2,49.1,8,2,18,8,11,6,5,46,34,83,9,5
"86400 Vihanti Keskus   (Raahe )",798,2.1,43.6,36,12,129,38,72,68,60,305,368,632,157,9
"86440 Lampinsaari   (Raahe )",129,2.0,49.4,3,0,19,6,11,10,7,52,59,113,9,7
"86460 Alpua   (Raahe )",169,2.3,45.5,7,4,36,10,20,19,20,61,72,157,9,3
"86470 Lumimetsä   (Raahe )",74,2.5,45.6,3,0,17,4,7,9,8,29,28,73,1,0
"86480 Karhukangas   (Haapavesi )",20,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"86510 Matkaniva   (Oulainen )",125,2.5,45.1,0,2,32,9,16,18,15,43,52,120,3,2
"86530 Annonen   (Haapavesi )",79,2.1,48.2,3,2,18,6,11,5,9,35,28,76,1,2
"86550 Mieluskylä   (Haapavesi )",135,2.8,39.9,5,2,42,12,21,22,21,46,49,129,3,3
"86600 Haapavesi Keskus   (Haapavesi )",2327,2.3,41.7,195,66,557,167,296,272,248,974,804,1700,583,44
"86650 Kytökylä-Joutenniva   (Haapavesi )",191,2.5,40.1,10,2,57,20,35,26,23,69,71,172,11,8
"86680 Vatjusjärvi   (Haapavesi )",189,2.4,43.0,3,0,47,6,20,27,26,67,75,179,5,5
"86690 Karsikas   (Haapavesi )",82,2.0,49.6,3,0,11,2,4,7,6,32,40,78,0,4
"86710 Kärsämäki Keskus   (Kärsämäki )",1135,2.2,40.5,67,21,241,62,118,121,123,433,474,860,243,32
"86790 Venetpalo   (Kärsämäki )",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"86800 Pyhäsalmi   (Pyhäjärvi )",2068,1.9,43.2,116,39,346,92,187,169,138,757,976,1485,525,58
"86810 Pellikkaperä   (Pyhäjärvi )",73,2.5,43.1,2,2,18,8,12,12,7,25,31,69,2,2
"86850 Hiidenniemi   (Pyhäjärvi )",104,2.3,40.0,3,1,19,5,8,9,11,36,49,96,3,5
"86870 Vesikoski   (Pyhäjärvi )",122,2.1,47.0,3,4,15,5,9,7,6,43,64,107,9,6
"86900 Pyhäkumpu   (Pyhäjärvi )",229,2.1,43.2,11,5,43,10,17,21,19,95,94,184,38,7
"86980 Väliaho   (Pyhäjärvi )",30,2.0,48.3,0,0,3,0,0,2,3,12,16,28,1,1
"87100 Kajaani Keskus   (Kajaani )",3992,1.4,39.2,989,227,284,68,118,99,102,2235,1479,1847,2072,73
"87150 Purola   (Kajaani )",1088,2.1,40.4,128,39,269,56,130,124,103,522,303,811,255,22
"87200 Teppana   (Kajaani )",2125,1.9,41.8,208,104,387,94,192,164,145,1022,723,1461,654,10
"87250 Kättö-Kätönlahti   (Kajaani )",1909,2.3,40.8,137,58,546,138,293,283,195,800,570,1436,462,11
"87300 Palokangas   (Kajaani )",663,1.6,37.1,133,36,97,25,44,47,36,383,183,299,358,6
"87400 Petäisenniska   (Kajaani )",889,1.9,41.9,103,52,173,59,97,73,56,411,306,661,216,12
"87500 Lehtikangas   (Kajaani )",2778,2.1,40.0,256,124,698,151,322,342,278,1262,824,2079,674,25
"87700 Lohtaja-Kettu   (Kajaani )",2063,2.0,38.0,370,86,453,133,241,220,146,1233,384,1072,984,7
"87800 Vuoreslahti   (Kajaani )",388,2.4,46.5,6,12,106,31,58,51,36,167,118,366,9,13
"87830 Nakertaja   (Kajaani )",632,2.4,38.8,48,19,203,46,102,114,81,293,137,479,145,8
"87850 Paltaniemi   (Kajaani )",180,2.7,43.4,1,5,61,8,25,34,37,57,63,166,13,1
"87900 Karankalahti   (Kajaani )",197,2.3,46.5,2,5,52,20,31,22,18,88,57,190,3,4
"87910 Linnantaus   (Kajaani )",190,2.6,42.0,5,0,68,18,31,32,32,79,43,177,10,3
"87930 Salmijärvi   (Kajaani )",103,2.3,46.8,3,4,23,2,7,9,14,44,37,92,9,2
"87950 Kuluntalahti   (Kajaani )",320,3.0,40.6,4,13,138,28,62,83,59,111,77,316,1,3
"87970 Jormua   (Kajaani )",183,2.6,43.6,4,3,61,19,31,25,28,64,59,179,2,2
"88120 Tuhkakylä   (Sotkamo )",41,2.0,53.9,0,1,4,0,1,2,4,13,24,39,0,2
"88200 Otanmäki-Kytökoski   (Kajaani )",533,1.8,43.5,31,9,66,20,34,28,29,251,218,391,133,9
"88270 Vuolijoki Keskus   (Kajaani )",433,2.0,46.3,18,1,69,15,25,33,34,176,191,337,88,8
"88300 Paltamo Keskus   (Paltamo )",1176,1.9,45.3,44,13,191,29,71,87,85,452,535,797,350,29
"88310 Melalahti   (Paltamo )",103,2.1,44.6,5,2,18,2,10,10,4,43,42,95,3,5
"88340 Manamansalo   (Vaala )",51,1.7,47.7,0,0,1,0,0,0,1,23,27,47,2,2
"88350 Kivesjärvi   (Paltamo )",50,2.2,41.8,0,1,9,3,5,4,5,17,24,46,1,3
"88380 Mieslahti   (Paltamo )",103,2.2,42.9,3,0,17,4,10,10,10,42,46,95,3,5
"88400 Ristijärvi Keskus-Hiisijärvi   (Ristijärvi )",617,1.9,47.9,9,7,85,22,38,35,37,228,316,463,138,16
"88440 Jokikylä   (Ristijärvi )",38,1.7,56.8,0,3,3,0,0,1,2,23,12,32,6,0
"88460 Hiisijärvi   (Ristijärvi )",19,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"88470 Kontiomäki   (Paltamo )",263,2.1,41.5,19,6,46,16,27,24,20,125,93,183,78,2
"88490 Pohjavaara   (Sotkamo )",104,2.3,51.4,1,4,22,3,9,14,9,36,48,101,1,2
"88530 Paakki   (Sotkamo )",46,2.2,47.9,2,1,10,0,2,6,6,20,16,44,2,0
"88600 Sotkamo Keskus   (Sotkamo )",3199,2.0,44.5,197,56,597,147,291,286,245,1294,1323,2349,769,81
"88610 Vuokatti   (Sotkamo )",1156,2.3,41.8,98,42,312,80,157,148,118,548,298,827,309,20
"88615 Vuokatin Urheiluopisto   (Sotkamo )",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"88620 Korholanmäki   (Sotkamo )",189,2.6,46.9,3,4,52,18,29,28,22,72,68,179,5,5
"88640 Ontojoki   (Sotkamo )",39,1.9,53.8,1,0,7,2,4,1,3,19,13,35,1,3
"88670 Juurikkalahti-Maanselkä   (Sotkamo )",72,2.6,43.3,3,1,16,5,7,8,11,26,31,69,1,2
"88690 Maanselkä   (Sotkamo )",27,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"88730 Ylä-Vieksi   (Kuhmo )",67,1.9,50.1,0,0,8,2,4,3,1,23,36,56,7,4
"88740 Härmänkylä-Iivantiira   (Kuhmo )",40,2.0,46.1,1,0,4,1,2,3,2,16,20,34,5,1
"88760 Iivantiira   (Kuhmo )",74,2.0,51.5,1,0,6,1,2,3,4,39,29,65,9,0
"88820 Katerma   (Kuhmo )",4,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"88900 Kuhmo Keskus   (Kuhmo )",4060,1.9,45.9,156,54,613,118,250,305,276,1592,1873,2988,967,105
"88930 Lentiira-Kuumu   (Kuhmo )",157,1.8,56.8,3,0,12,1,3,8,5,65,82,135,20,2
"88940 Kuumu   (Kuhmo )",12,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89110 Törmänmäki   (Puolanka )",29,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89140 Kotila-Törmänmäki   (Puolanka )",34,2.6,38.1,0,1,9,2,4,2,7,15,11,26,3,5
"89200 Puolanka Keskus   (Puolanka )",1181,1.8,44.8,35,6,147,27,54,75,73,449,591,838,310,33
"89210 Puokiovaara   (Puolanka )",28,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89320 Joukokylä   (Puolanka )",60,1.9,47.5,2,0,7,0,3,2,4,27,26,53,4,3
"89330 Suolijärvi   (Puolanka )",33,2.0,51.4,0,0,2,1,1,1,1,13,18,29,2,2
"89400 Hyrynsalmi Keskus   (Hyrynsalmi )",1074,1.9,47.8,36,5,130,32,57,59,61,400,548,811,227,36
"89430 Hoikka   (Hyrynsalmi )",19,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89440 Sakara   (Suomussalmi )",36,2.6,38.9,1,0,10,5,5,4,5,11,16,35,1,0
"89540 Moisiovaara   (Hyrynsalmi )",93,2.0,55.2,0,0,11,1,2,4,8,24,60,88,0,5
"89560 Karhuvaara   (Hyrynsalmi )",37,1.9,50.4,0,0,3,1,1,3,2,12,23,35,0,2
"89600 Ämmänsaari   (Suomussalmi )",2707,1.9,44.6,98,35,398,82,168,173,191,1103,1213,1863,770,74
"89610 Jumaliskylä   (Suomussalmi )",27,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89640 Pesiökylä   (Suomussalmi )",51,2.2,42.3,1,0,13,1,5,5,7,24,15,45,4,2
"89660 Takalo   (Suomussalmi )",57,1.8,54.2,2,0,6,2,2,3,3,24,27,46,7,4
"89670 Näljänkä   (Suomussalmi )",109,1.9,46.8,3,1,12,3,4,1,8,36,63,104,3,2
"89680 Vaaranniva   (Suomussalmi )",52,1.8,53.5,2,0,2,1,1,1,1,17,33,46,5,1
"89730 Ahjola   (Suomussalmi )",15,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89740 Kianta   (Suomussalmi )",27,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89760 Piispajärvi-Peranka-Kaikkoinen   (Suomus",48,2.0,46.1,1,0,6,1,1,3,4,13,29,39,7,2
"89770 Peranka   (Suomussalmi )",25,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89780 Kaikkonen   (Suomussalmi )",32,1.8,55.0,0,0,2,0,1,1,1,15,15,29,0,3
"89800 Suomussalmi Keskus   (Suomussalmi )",677,2.1,44.9,12,2,125,19,47,62,72,260,294,548,115,14
"89830 Ala-Vuokki   (Suomussalmi )",28,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89840 Ylä-Vuokki   (Suomussalmi )",34,1.7,56.4,1,0,0,0,0,0,0,11,23,33,0,1
"89920 Ruhtinansalmi   (Suomussalmi )",178,1.9,52.4,2,0,15,3,5,8,7,49,116,160,14,4
"90100 Oulu Keskus   (Oulu )",5646,1.5,39.0,1588,541,347,96,176,103,110,3786,1519,1798,3729,119
"90120 Heinäpää   (Oulu )",4638,1.4,36.3,1346,481,347,103,181,110,114,3256,1037,1603,2946,89
"90130 Raksila   (Oulu )",3885,1.6,37.2,1011,382,393,119,219,140,99,2550,945,1649,2169,67
"90140 Karjasilta   (Oulu )",1791,1.7,37.6,364,106,249,41,98,125,105,950,597,1030,719,42
"90150 Höyhtyä   (Oulu )",3197,1.8,37.8,578,179,599,145,283,262,185,1792,815,1889,1247,61
"90220 Kontinkangas   (Oulu )",478,1.4,35.8,228,24,33,8,11,12,13,393,52,0,477,1
"90230 Värttö-Maikkula   (Oulu )",3805,1.9,41.7,629,276,707,164,322,315,269,2120,993,2203,1538,64
"90240 Iinatti   (Oulu )",2977,2.1,41.6,302,133,716,196,357,311,265,1604,666,1972,973,32
"90250 Kaukovainio   (Oulu )",4181,1.6,36.6,1079,319,587,170,310,206,202,2733,866,1439,2643,99
"90310 Madekoski   (Oulu )",1033,2.7,41.8,31,25,394,85,178,210,189,426,218,847,168,18
"90400 Äimärautio   (Oulu )",4907,2.4,34.6,1003,410,1795,476,1007,988,588,2632,485,2649,2206,52
"90410 Kaakkuri   (Oulu )",1786,2.4,40.4,127,100,573,143,287,248,228,902,313,1266,499,21
"90440 Kempele Keskus   (Kempele )",4090,2.3,39.9,341,154,1133,311,560,554,448,1740,1219,2912,1097,81
"90450 Honkanen   (Kempele )",2826,2.8,38.1,111,85,1242,309,632,672,485,1064,526,2438,357,31
"90460 Oulunsalo Keskus   (Oulu )",3298,2.7,37.8,167,107,1265,340,632,662,552,1320,729,2512,717,69
"90470 Varjakka   (Oulu )",398,3.1,37.4,2,7,150,51,84,89,73,134,115,374,18,6
"90480 Hailuoto   (Hailuoto )",487,2.0,48.0,10,2,69,21,37,33,22,173,250,406,59,22
"90500 Tuira   (Oulu )",5630,1.5,37.9,1385,374,492,158,278,148,124,3516,1628,2020,3512,98
"90510 Hietasaari   (Oulu )",990,1.7,38.8,222,76,153,60,92,52,46,670,167,497,480,13
"90520 Taskila-Toppila   (Oulu )",3208,1.7,36.4,823,237,511,177,283,205,161,2265,436,990,2177,41
"90530 Välivainio   (Oulu )",3638,1.6,37.4,966,421,333,98,175,132,93,2591,720,1226,2357,55
"90540 Kuivasjärvi   (Oulu )",4073,2.9,36.3,246,253,2080,569,1171,1100,711,1525,477,3357,677,39
"90550 Pyykösjärvi-Puolivälikangas   (Oulu )",2343,1.9,40.2,332,124,420,139,231,182,144,1176,749,1223,1091,29
"90560 Koskela-Oulu   (Oulu )",1639,1.8,41.2,258,91,267,66,135,115,93,933,445,955,654,30
"90570 Kaijonharju-Linnanmaa   (Oulu )",4303,1.7,34.3,1454,504,610,233,377,222,140,3320,378,1021,3247,35
"90580 Rajakylä   (Oulu )",2233,1.9,43.5,330,61,447,111,208,179,189,1263,527,1218,988,27
"90590 Teknologiakylä   (Oulu )",166,1.1,28.0,137,17,4,2,2,0,0,162,0,0,157,9
"90620 Rusko-Heikinharju   (Oulu )",232,2.3,40.8,11,6,58,20,32,32,15,102,74,183,35,14
"90630 Korvensuora   (Oulu )",3013,2.5,37.7,235,149,1198,326,620,575,431,1386,438,2338,653,22
"90650 Haapalehto   (Oulu )",4798,2.1,41.9,436,211,1214,291,590,541,487,2300,1298,3271,1436,91
"90660 Sanginsuu   (Oulu )",270,2.3,51.5,4,9,59,10,25,35,27,116,97,248,16,6
"90670 Hiukkavaara   (Oulu )",876,2.7,35.1,47,111,412,235,343,126,51,408,56,716,106,54
"90800 Pateniemi   (Oulu )",3350,2.3,42.2,111,95,981,205,434,465,427,1465,911,2644,657,49
"90810 Kiviniemi   (Oulu )",1129,2.5,44.1,37,20,413,63,150,216,192,439,283,988,128,13
"90820 Kello   (Oulu )",1213,2.7,41.5,39,22,455,103,226,259,217,434,333,1064,127,22
