"Postal code area","Households, total, 2013 (TE)","Average size of households, 2013 (TE)","Occupancy rate, 2013 (TE)","Young single persons, 2013 (TE)","Young couples without children, 2013 (TE)","Households with children, 2013 (TE)","Households with small children, 2013 (TE)","Households with children under school age, 2013 (TE)","Households with school-age children, 2013 (TE)","Households with teenagers, 2013 (TE)","Adult households, 2013 (TE)","Pensioner households, 2013 (TE)","Households living in owner-occupied dwellings, 2013 (TE)","Households living in rented dwellings, 2013 (TE)","Households living in other dwellings, 2013 (TE)"
"31310 Mustiala  (Tammela)",44,2.2,48.1,4,2,6,1,3,1,4,24,14,30,14,0
"31340 Porras  (Tammela)",250,2.4,45.5,6,3,66,10,28,36,33,90,98,237,7,6
"31350 Vistinkoski  (Tammela)",111,2.1,44.6,2,1,21,5,11,10,7,41,50,102,5,4
"31370 Eerikkilän Urheiluopisto  (Tammela)",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"31380 Letku-Torro  (Tammela)",141,2.5,44.3,4,1,36,13,22,19,10,63,46,134,5,2
"31400 Somero Keskus  (Somero)",3181,1.9,45.0,197,75,599,155,268,285,244,1261,1332,2452,643,86
"31410 Ylöpirtti  (Somero)",174,2.2,49.5,4,2,44,10,18,15,20,74,59,170,2,2
"31450 Häntälä  (Somero)",153,2.3,49.6,4,2,36,4,16,17,20,72,48,146,1,6
"31460 Hirsjärvi  (Somero)",117,2.2,51.4,5,2,23,4,9,9,12,49,49,112,4,1
"31470 Somerniemi  (Somero)",321,2.1,47.7,11,1,65,11,21,36,33,117,143,292,22,7
"31490 Terttilä  (Somero)",112,2.4,47.1,0,1,27,4,12,16,16,47,39,110,2,0
"31500 Koski Tl  (Koski Tl)",1194,2.0,48.8,44,30,230,58,109,108,104,442,527,990,163,41
"31520 Pitkäjärvi  (Somero)",222,2.3,49.3,6,2,57,11,25,32,27,94,74,206,6,10
"31530 Pyöli  (Somero)",157,2.3,46.0,4,3,31,5,14,18,13,64,65,152,3,2
"31600 Jokioinen Keskus  (Jokioinen)",1776,2.2,42.4,86,40,450,115,203,215,205,737,598,1372,368,36
"31610 Vaulammi  (Jokioinen)",203,2.4,45.1,6,4,53,10,17,24,31,85,65,191,8,4
"31620 Latovainio  (Jokioinen)",181,2.3,44.9,12,4,48,13,20,22,22,80,54,169,9,3
"31630 Minkiö  (Jokioinen)",246,2.4,46.7,10,4,71,18,31,38,37,107,70,225,15,6
"31640 Humppila Keskus  (Humppila)",1052,2.1,45.0,41,22,236,56,113,118,107,449,373,867,157,28
"31650 Venäjänkangas  (Humppila)",88,2.4,49.4,2,1,26,8,15,10,8,43,21,79,8,1
"31700 Urjala Asemanseutu-Hanhisuo  (Urjala)",680,2.2,44.8,18,7,159,45,71,62,81,275,249,576,83,21
"31720 Urjalankylä-Kehro  (Urjala)",190,2.1,46.0,4,4,35,9,17,17,15,71,86,178,7,5
"31730 Honkola  (Urjala)",67,2.0,56.1,4,1,12,4,5,6,4,35,21,56,9,2
"31750 Kehro  (Urjala)",34,1.7,51.8,0,1,3,1,1,1,2,10,21,32,2,0
"31760 Urjala Keskus  (Urjala)",1048,1.8,45.8,79,20,170,36,83,79,67,427,454,663,355,30
"31810 Oriniemi  (Punkalaidun)",183,2.3,51.7,5,1,40,9,18,20,17,68,80,171,4,8
"31830 Halkivaha  (Urjala)",133,2.4,43.2,2,2,30,1,16,19,13,45,60,129,3,1
"31850 Koskioinen  (Punkalaidun)",65,2.4,46.3,1,0,17,3,5,12,8,26,24,62,1,2
"31860 Tursa  (Urjala)",148,2.2,47.8,2,2,28,5,13,8,16,59,63,141,4,3
"31900 Punkalaidun Keskus  (Punkalaidun)",1021,1.9,47.2,47,21,145,29,64,72,75,401,479,735,253,33
"31930 Vanttila  (Punkalaidun)",50,2.4,52.0,1,0,15,4,5,6,8,18,18,49,1,0
"31950 Sadonmaa  (Punkalaidun)",73,2.5,45.5,0,1,15,4,8,5,9,25,35,67,3,3
"31960 Orisuo  (Loimaa)",36,2.2,52.9,2,0,7,0,1,6,2,13,18,35,0,1
"31970 Kanteenmaa  (Punkalaidun)",74,2.3,50.2,2,0,17,2,7,10,8,30,30,63,7,4
"32100 Ypäjä Keskus  (Ypäjä)",1004,2.0,45.5,65,24,197,46,80,96,82,459,348,795,180,29
"32140 Ypäjä Asemanseutu  (Ypäjä)",136,2.4,43.3,1,1,35,6,15,22,20,59,43,129,3,4
"32200 Loimaa Keskus  (Loimaa)",4337,1.9,43.9,404,139,797,217,385,338,325,1959,1597,3118,1057,162
"32210 Loimaa kk  (Loimaa)",1210,2.0,45.4,83,21,228,65,117,110,84,517,469,910,253,47
"32250 Kojonkulma  (Loimaa)",128,2.5,46.3,2,3,40,8,18,23,21,39,50,119,4,5
"32260 Kojonperä  (Loimaa)",75,2.2,54.6,5,1,12,1,2,7,6,30,35,70,1,4
"32270 Metsämaa-Murto  (Loimaa)",248,2.0,48.7,6,6,43,13,24,22,23,103,103,223,14,11
"32280 Metsäkorpi  (Loimaa)",77,2.1,46.4,1,0,13,6,8,5,4,36,28,70,3,4
"32300 Mellilä  (Loimaa)",641,2.1,46.6,25,11,121,32,47,56,57,286,238,532,86,23
"32410 Niinijoki  (Loimaa)",250,2.5,48.1,4,4,73,13,26,37,38,97,83,234,6,10
"32430 Ylhäinen  (Loimaa)",45,2.0,60.8,0,0,7,2,3,3,1,21,18,43,1,1
"32440 Alastaro Keskus  (Loimaa)",893,2.0,47.1,44,22,181,42,83,77,72,369,350,691,175,27
"32450 Tammiainen  (Loimaa)",119,2.3,46.4,4,2,27,7,12,16,15,45,49,116,1,2
"32500 Oripää Keskus  (Oripää)",562,2.2,43.3,19,16,139,31,70,68,52,188,237,443,94,25
"32520 Latva  (Oripää)",62,2.6,46.2,2,3,16,5,7,11,9,32,16,57,3,2
"32560 Virttaa  (Loimaa)",205,2.2,46.5,5,4,48,10,16,28,24,95,64,181,17,7
"32610 Vampula Keskus  (Huittinen)",502,2.1,48.4,18,12,107,28,45,52,46,189,209,418,70,14
"32620 Rutava  (Huittinen)",186,2.2,45.5,3,2,36,8,14,19,19,70,80,177,4,5
"32700 Huittinen Keskus  (Huittinen)",4028,1.9,46.3,393,123,782,197,382,323,300,1820,1440,2934,980,114
"32710 Sampu  (Huittinen)",262,2.4,49.1,10,5,75,15,31,38,33,112,76,248,11,3
"32730 Keikyä  (Sastamala)",354,2.2,47.2,11,8,71,12,31,32,35,148,139,327,13,14
"32740 Äetsä Keskus  (Sastamala)",968,1.9,46.2,55,28,163,41,68,73,62,445,366,722,213,33
"32760 Suttila  (Huittinen)",87,2.3,46.3,3,2,19,5,9,6,10,42,27,83,2,2
"32770 Huhtamo  (Huittinen)",102,2.3,46.2,2,7,18,9,11,7,6,50,35,98,3,1
"32800 Kokemäki Keskus  (Kokemäki)",2124,1.9,48.0,153,46,385,77,171,169,165,909,841,1628,425,71
"32810 Peipohja  (Kokemäki)",895,2.1,46.6,57,34,196,45,87,90,82,398,304,748,128,19
"32830 Riste  (Kokemäki)",235,2.1,48.9,8,3,50,7,18,23,25,95,92,217,15,3
"32860 Korkeaoja  (Kokemäki)",72,2.4,46.8,0,4,20,5,8,10,9,30,23,69,2,1
"32910 Kauvatsa Asemanseutu  (Kokemäki)",141,2.2,47.1,3,0,33,12,19,14,10,53,56,132,4,5
"32920 Kauvatsa  (Kokemäki)",301,2.0,48.2,14,3,52,12,21,25,28,105,150,263,30,8
"33100 Tampere Keskus  (Tampere)",10223,1.6,36.5,2575,1200,932,310,527,300,259,7026,2283,4631,5343,249
"33180 Lapinniemi-Käpylä  (Tampere)",965,1.8,37.8,125,106,148,46,83,52,44,581,239,505,443,17
"33200 Tampere Keskus Läntinen  (Tampere)",4203,1.5,39.1,1048,412,291,82,140,119,76,2774,1146,1943,2141,119
"33210 Itä-Amuri-Tammerkoski  (Tampere)",3804,1.5,39.0,844,320,277,77,148,83,82,2343,1186,1581,2125,98
"33230 Länsi-Amuri  (Tampere)",3497,1.6,39.3,585,259,403,108,214,174,110,1921,1174,2150,1253,94
"33240 Tahmela  (Tampere)",830,2.0,41.1,115,35,192,41,79,80,80,455,187,583,227,20
"33250 Pispala  (Tampere)",1220,1.9,35.7,249,78,262,58,120,108,94,777,186,651,513,56
"33270 Epilä  (Tampere)",3854,1.9,36.9,483,279,870,284,484,325,294,2090,904,2062,1736,56
"33300 Rahola  (Tampere)",2295,2.1,38.5,254,129,555,148,261,249,210,1149,598,1515,741,39
"33310 Tesoma  (Tampere)",3974,1.9,35.6,399,149,882,278,477,327,317,1837,1265,2050,1843,81
"33330 Myllypuro-Kalkku  (Tampere)",1696,2.0,34.4,245,109,445,159,260,185,132,944,311,828,844,24
"33340 Haukiluoma-Ikuri  (Tampere)",2208,2.3,38.8,114,84,638,187,326,244,240,999,574,1732,435,41
"33380 Pitkäniemi  (Nokia)",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"33400 Luoteis-Tampere  (Tampere)",3302,2.3,38.4,227,181,992,243,458,416,410,1482,839,2142,1089,71
"33410 Lentävänniemi  (Tampere)",2422,1.8,39.3,291,103,397,123,203,133,136,1254,775,1777,598,47
"33420 Lamminpää  (Tampere)",923,2.3,39.8,71,20,245,58,103,93,117,423,264,678,222,23
"33430 Vuorentausta  (Ylöjärvi)",1266,2.3,38.0,70,62,370,101,180,156,151,550,355,1182,65,19
"33450 Siivikkala  (Ylöjärvi)",1076,2.6,42.3,28,43,388,86,190,174,146,457,235,1013,48,15
"33470 Ylöjärvi Keskus  (Ylöjärvi)",2878,2.0,39.0,207,113,697,207,346,282,257,1283,910,1813,995,70
"33480 Manninmäki-Haavisto  (Ylöjärvi)",2811,2.5,37.5,170,107,1092,326,557,519,419,1121,611,2192,581,38
"33500 Osmonmäki-Petsamo  (Tampere)",6845,1.6,35.8,1542,631,645,208,340,241,199,4200,2008,3226,3431,188
"33520 Keskussairaala-alue-Kauppi  (Tampere)",553,1.8,34.8,125,32,96,29,49,40,27,348,111,245,297,11
"33530 Kissanmaa  (Tampere)",2657,1.7,37.3,503,165,337,107,166,116,126,1623,703,1375,1223,59
"33540 Kaleva  (Tampere)",5504,1.5,34.4,1541,612,539,175,313,157,146,3719,1251,2200,3212,92
"33560 Takahuhti  (Tampere)",5088,1.9,37.8,597,312,1081,291,540,441,420,2483,1543,2977,2032,79
"33580 Atala-Linnainmaa  (Tampere)",6774,2.2,37.0,635,424,1932,592,1029,793,676,3412,1442,4037,2652,85
"33610 Olkahinen-Tasanne  (Tampere)",1608,2.4,38.3,70,70,557,155,252,237,226,725,331,1435,163,10
"33680 Aitolahti  (Tampere)",688,2.5,47.1,11,17,195,41,92,99,81,252,246,638,29,21
"33700 Messukylä  (Tampere)",809,2.2,37.4,127,72,200,52,98,81,81,453,161,542,251,16
"33710 Kaukajärvi  (Tampere)",8704,2.0,36.0,1055,697,2128,668,1135,832,729,4612,1979,4527,4039,138
"33720 Hervanta  (Tampere)",13567,1.7,34.1,3324,1252,2088,765,1253,747,601,8859,2642,4704,8582,281
"33730 Leinola-Vehmainen  (Tampere)",758,2.4,40.4,29,32,226,58,107,97,92,331,202,681,61,16
"33800 Nekala  (Tampere)",2958,1.7,32.6,758,189,501,165,277,192,150,1907,559,1341,1541,76
"33820 Koivistonkylä  (Tampere)",4269,2.1,37.9,459,269,1109,288,531,453,461,2216,958,2710,1501,58
"33840 Peltolammi  (Tampere)",1947,1.8,36.6,340,157,315,103,164,100,113,1151,486,1160,752,35
"33850 Multisilta  (Tampere)",1357,1.8,36.5,181,84,280,110,176,86,87,752,329,737,605,15
"33870 Vuores  (Tampere)",476,2.0,39.0,102,56,119,47,77,51,23,306,51,191,278,7
"33880 Höytämö  (Lempäälä)",1672,2.3,40.1,120,57,515,133,244,224,200,751,413,1241,384,47
"33900 Härmälä-Rantaperkiö  (Tampere)",5661,1.8,34.9,1003,576,961,315,536,315,304,3592,1119,2202,3300,159
"33920 Toivio  (Pirkkala)",427,2.9,36.3,10,9,201,71,119,90,61,143,85,395,29,3
"33950 Killo  (Pirkkala)",2371,2.2,39.8,196,119,645,206,350,280,201,1164,571,1683,626,62
"33960 Suuppa  (Pirkkala)",4387,2.4,37.4,251,221,1475,413,752,663,554,1813,1114,3301,1017,69
"33980 Pirkkala kk  (Pirkkala)",503,2.7,45.0,9,9,184,53,92,91,71,182,138,470,22,11
"34110 Lakiala  (Ylöjärvi)",412,3.3,39.2,4,12,202,54,118,120,88,144,67,397,11,4
"34130 Ylinen  (Ylöjärvi)",502,2.6,40.8,25,13,172,45,83,95,70,234,97,416,73,13
"34140 Mutala  (Ylöjärvi)",271,2.8,42.0,6,3,104,28,58,59,43,95,77,253,6,12
"34150 Kyrönlahti  (Ylöjärvi)",162,2.4,43.8,4,3,42,13,22,19,15,62,62,146,9,7
"34180 Länsi-Teisko  (Ylöjärvi)",77,2.2,45.6,3,0,14,4,6,4,7,34,30,67,6,4
"34240 Kämmenteisko  (Tampere)",647,2.5,42.5,10,12,236,49,110,112,102,228,188,497,132,18
"34260 Terälahti  (Tampere)",417,2.1,46.6,7,9,94,23,47,43,39,186,140,351,51,15
"34270 Velaatta  (Tampere)",148,2.1,45.6,5,1,25,3,7,15,12,61,63,136,4,8
"34300 Kuru Keskus  (Ylöjärvi)",790,2.0,43.6,42,8,147,39,72,67,65,317,335,566,201,23
"34320 Parkkuu  (Ylöjärvi)",107,2.1,53.0,1,1,21,3,9,14,8,39,49,101,0,6
"34330 Poikelus  (Ylöjärvi)",112,2.4,47.5,3,2,31,7,12,17,15,49,35,105,0,7
"34410 Murole  (Ruovesi)",84,2.1,43.5,2,2,16,4,8,12,3,33,36,69,9,6
"34420 Muroleen Kanava  (Ruovesi)",23,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"34430 Kekkonen  (Ruovesi)",64,2.1,52.2,2,1,12,2,4,6,6,26,26,52,3,9
"34450 Jäminkipohja  (Ruovesi)",189,1.9,50.3,10,4,23,3,8,10,14,100,69,139,29,21
"34510 Luode  (Ylöjärvi)",50,2.1,39.5,1,0,8,3,3,7,4,19,23,45,1,4
"34530 Länsi-Aure  (Ylöjärvi)",35,2.1,42.0,0,1,8,1,4,5,4,8,19,33,0,2
"34550 Itä-Aure  (Ylöjärvi)",87,1.9,51.5,3,0,7,1,2,5,3,32,48,80,2,5
"34600 Ruovesi Keskus-Nenonen  (Ruovesi)",1358,1.9,43.7,68,24,226,44,89,112,109,543,593,891,379,88
"34640 Mustajärvi  (Ruovesi)",100,2.3,43.5,0,4,24,6,11,6,12,31,48,92,3,5
"34710 Vaskivesi  (Virrat)",161,2.4,45.8,3,1,36,7,20,15,17,54,76,145,9,7
"34730 Vaskuu  (Virrat)",49,2.2,40.4,1,0,10,1,4,5,4,15,26,48,0,1
"34740 Koro  (Virrat)",43,2.0,51.8,2,0,6,2,2,2,2,12,26,41,0,2
"34770 Kurjenkylä  (Virrat)",107,2.4,43.5,3,0,27,3,10,14,19,42,40,96,7,4
"34800 Virrat Keskus  (Virrat)",2516,1.9,44.8,208,48,418,109,193,186,167,1038,1072,1646,773,97
"34870 Visuvesi  (Ruovesi)",315,2.0,44.4,12,2,52,14,27,21,23,116,150,232,62,21
"34910 Äijänneva  (Virrat)",47,2.5,40.6,1,0,9,2,2,4,6,16,24,41,3,3
"34930 Liedenpohja  (Virrat)",133,2.5,42.7,3,0,37,10,16,15,17,38,62,124,4,5
"34950 Ohtola  (Virrat)",91,2.3,43.2,1,1,24,10,16,10,5,21,48,88,0,3
"34970 Toisvesi  (Virrat)",52,2.2,46.5,2,1,11,0,3,7,4,21,23,50,0,2
"34980 Killinkoski  (Virrat)",201,1.9,45.8,8,4,27,7,14,15,7,87,89,147,42,12
"35100 Orivesi Asemanseutu  (Orivesi)",1314,2.3,41.4,59,43,399,105,195,192,157,551,371,1095,186,33
"35220 Eräjärvi  (Orivesi)",263,2.0,46.7,6,0,45,9,19,22,20,90,131,208,32,23
"35240 Ristakallio  (Orivesi)",90,2.2,45.3,2,3,16,4,8,5,8,37,38,87,1,2
"35260 Leväslahti  (Orivesi)",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"35270 Västilä  (Orivesi)",84,2.0,53.4,1,0,13,2,5,5,7,30,43,78,3,3
"35300 Orivesi Keskus  (Orivesi)",2443,1.9,43.9,171,64,430,105,195,183,180,1001,1025,1716,619,108
"35320 Hirsilä  (Orivesi)",237,2.5,39.3,8,2,72,20,34,33,34,78,90,211,13,13
"35400 Länkipohja  (Jämsä)",509,1.9,48.4,15,2,82,13,32,39,34,198,231,390,94,25
"35420 Talviainen  (Orivesi)",60,1.9,50.8,4,0,11,2,4,3,6,25,24,55,3,2
"35480 Längelmäki  (Orivesi)",36,1.8,62.2,2,1,4,0,2,3,2,14,19,31,0,5
"35500 Korkeakoski  (Juupajoki)",526,2.0,41.8,20,12,110,27,53,52,44,216,202,370,125,31
"35520 Pirttikangas  (Juupajoki)",37,2.1,46.8,1,0,9,1,3,4,3,12,17,35,0,2
"35530 Lyly  (Juupajoki)",144,1.9,46.4,3,1,23,10,12,13,4,62,62,123,17,4
"35540 Juupajoki  (Juupajoki)",184,2.5,45.4,10,6,53,15,24,31,24,73,61,154,21,9
"35550 Salokunta  (Juupajoki)",65,2.6,48.0,3,1,17,4,7,8,9,20,33,59,0,6
"35600 Halli  (Jämsä)",721,1.9,45.8,46,9,110,23,41,48,52,323,292,555,148,18
"35610 Pihlaisto  (Jämsä)",44,2.1,46.2,0,0,9,1,4,6,4,13,23,43,0,1
"35630 Suinula-Valkamanperä  (Jämsä)",81,2.1,46.5,1,0,16,1,4,12,5,22,43,71,6,4
"35700 Vilppula Keskus  (Mänttä-Vilppula)",1726,2.0,42.9,93,30,324,66,129,144,150,766,648,1229,428,69
"35740 Ylä-Vääri  (Ruovesi)",51,2.2,58.5,0,0,7,0,1,4,5,17,28,46,1,4
"35750 Väärinmaja  (Ruovesi)",136,2.3,41.8,4,1,28,6,9,14,17,49,61,122,2,12
"35800 Mänttä  (Mänttä-Vilppula)",2323,1.8,43.4,204,54,356,83,162,152,160,1006,969,1597,648,78
"35820 Asemakulma-Mustalahti  (Jämsä)",1025,2.1,42.8,55,17,228,57,101,112,88,440,357,869,106,50
"35990 Kolho  (Mänttä-Vilppula)",579,2.0,44.4,23,3,97,24,43,49,43,222,268,480,76,23
"36100 Kangasala Asemanseutu  (Kangasala)",409,2.9,40.5,12,5,190,36,82,118,80,163,57,366,35,8
"36110 Ruutana  (Kangasala)",999,2.8,38.9,22,55,459,151,266,189,136,395,146,961,30,8
"36120 Suinula-Haviseva  (Kangasala)",421,2.7,42.6,5,11,145,28,66,78,65,153,130,401,12,8
"36200 Kangasala Keskus  (Kangasala)",4463,2.2,42.9,220,104,1145,283,570,517,454,1738,1602,3351,997,115
"36220 Suorama  (Kangasala)",2248,2.2,37.8,161,110,659,172,348,300,210,1034,564,1474,735,39
"36240 Nattari  (Kangasala)",1972,2.3,38.7,143,73,620,169,307,281,233,899,457,1599,344,29
"36270 Huutijärvi  (Kangasala)",560,2.5,43.6,19,16,178,42,84,104,70,239,148,472,74,14
"36280 Pikonlinna  (Kangasala)",22,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"36340 Tohkala  (Kangasala)",109,2.4,49.1,2,1,34,7,16,15,11,40,36,102,2,5
"36420 Sahalahti Keskus  (Kangasala)",802,2.2,43.2,38,22,211,60,111,98,75,344,249,644,149,9
"36430 Pakkala  (Kangasala)",207,2.4,48.8,6,4,55,11,26,26,28,75,78,195,10,2
"36450 Salmentaka  (Pälkäne)",118,2.0,48.3,2,2,20,5,9,9,9,53,45,106,4,8
"36520 Raikku  (Kangasala)",168,2.3,46.4,4,3,36,10,14,12,17,67,66,161,2,5
"36570 Kaivanto  (Kangasala)",114,2.7,46.4,1,0,34,10,18,20,10,40,47,104,3,7
"36600 Pälkäne Keskus  (Pälkäne)",1560,2.2,42.9,76,29,402,98,187,194,170,623,545,1216,318,26
"36640 Iltasmäki  (Pälkäne)",168,2.4,46.4,3,2,46,10,22,27,19,65,59,160,4,4
"36660 Laitikkala  (Pälkäne)",91,2.4,52.8,4,0,27,5,7,13,16,39,26,86,1,4
"36720 Aitoo  (Pälkäne)",284,2.1,45.8,8,4,63,15,28,30,27,111,113,237,36,11
"36760 Luopioinen Keskus  (Pälkäne)",417,1.9,47.0,15,7,72,11,30,45,27,163,188,313,88,16
"36810 Kuhmalahti Keskus  (Kangasala)",255,2.1,44.4,17,3,55,9,23,31,22,119,85,205,41,9
"36840 Kuhmajärvi  (Kangasala)",181,2.0,47.7,2,1,29,4,9,11,16,73,82,163,14,4
"36880 Vehkajärvi  (Kangasala)",79,1.9,46.8,0,1,8,2,2,3,5,32,40,70,9,0
"36910 Rautajärvi  (Pälkäne)",192,2.0,45.4,6,2,30,4,10,15,15,61,103,162,24,6
"36930 Kyynärö  (Pälkäne)",95,2.1,49.0,3,0,16,4,6,8,8,34,46,87,6,2
"37100 Nokia Keskus  (Nokia)",3808,1.7,39.4,424,108,558,109,239,219,246,1698,1559,2479,1237,92
"37120 Koskenmäki  (Nokia)",4292,2.4,37.8,264,178,1435,394,738,657,538,1924,950,3491,726,75
"37130 Alhoniitty  (Nokia)",1963,2.4,37.2,103,61,664,170,356,324,237,904,402,1497,447,19
"37140 Harjuniitty  (Nokia)",849,2.6,39.4,31,37,335,128,243,155,62,321,194,764,71,14
"37150 Kankaantaka  (Nokia)",1834,2.2,36.7,102,66,537,167,310,238,175,795,507,1207,600,27
"37180 Sarkola  (Nokia)",150,2.5,45.3,1,2,48,12,26,24,19,59,47,143,1,6
"37200 Siuro  (Nokia)",1034,2.4,40.0,34,33,325,93,161,158,128,436,281,952,62,20
"37210 Kulovesi  (Nokia)",11,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"37240 Linnavuori  (Nokia)",360,2.1,35.3,40,9,94,43,61,42,31,203,64,232,123,5
"37310 Tottijärvi  (Nokia)",353,2.5,44.2,4,6,127,29,63,64,47,135,95,328,19,6
"37350 Rämsöö  (Vesilahti)",75,2.2,47.3,0,3,17,6,10,9,2,32,28,71,3,1
"37370 Narva  (Vesilahti)",461,2.3,47.1,12,7,110,30,56,62,41,179,178,399,53,9
"37380 Krääkkiö  (Vesilahti)",82,2.3,44.0,1,1,19,2,7,9,8,28,36,78,2,2
"37420 Valkkinen  (Vesilahti)",326,2.6,46.3,9,10,108,30,56,57,41,132,89,309,11,6
"37470 Vesilahti Keskus  (Vesilahti)",701,2.8,43.5,12,21,318,70,153,160,131,236,148,630,58,13
"37500 Lempäälä Keskus  (Lempäälä)",3481,2.2,40.9,247,117,936,297,527,428,338,1465,1094,2570,815,96
"37530 Säijä  (Lempäälä)",222,2.3,52.1,8,7,67,17,35,28,28,91,65,213,6,3
"37550 Kuivaspää  (Lempäälä)",1749,2.7,38.1,70,68,745,233,413,355,258,660,351,1435,285,29
"37560 Kulju  (Lempäälä)",1521,2.9,38.4,44,67,704,208,373,311,268,585,238,1370,129,22
"37570 Koivuniemi  (Lempäälä)",155,2.7,49.4,3,4,59,22,40,23,15,58,38,146,5,4
"37600 Valkeakoski Keskus  (Valkeakoski)",5889,1.9,40.9,515,187,1124,286,548,507,443,2642,2141,4144,1562,183
"37630 Vääräkoivu  (Valkeakoski)",3347,2.1,40.9,296,138,861,209,435,384,314,1509,991,2467,803,77
"37700 Sääksmäki  (Valkeakoski)",206,2.3,43.3,4,2,54,19,26,23,25,84,69,150,43,13
"37720 Ritvala  (Valkeakoski)",78,2.6,47.3,1,1,25,8,17,10,10,20,33,75,1,2
"37740 Haukila  (Valkeakoski)",127,2.3,43.8,4,7,33,5,14,17,16,51,44,120,5,2
"37770 Tarttila  (Valkeakoski)",200,2.4,46.2,5,6,54,19,29,25,21,84,63,179,13,8
"37800 Toijala keskus  (Akaa)",4410,2.1,41.5,299,148,1073,278,547,504,409,1981,1374,3415,888,107
"37830 Viiala Keskus  (Akaa)",2529,2.3,39.3,110,71,740,210,380,355,281,1028,772,2034,448,47
"37850 Metsäkansa  (Valkeakoski)",162,2.2,48.1,4,5,38,8,18,17,14,72,54,151,1,10
"37860 Kärjenniemi  (Valkeakoski)",302,2.7,40.7,8,6,121,35,66,51,46,108,75,295,4,3
"37900 Kylmäkoski Asemanseutu  (Akaa)",152,2.1,45.2,5,7,28,6,12,15,15,61,64,144,5,3
"37910 Kylmäkoski Keskus  (Akaa)",613,2.2,45.1,30,18,151,49,75,61,63,281,184,476,117,20
"37960 Sotkia  (Akaa)",118,2.3,47.1,1,4,28,5,19,12,12,43,47,107,9,2
"38100 Karkku  (Sastamala)",387,2.3,44.3,16,9,96,29,41,41,49,174,121,344,28,15
"38120 Kutala  (Sastamala)",101,2.2,44.5,4,1,23,4,6,11,12,40,40,90,4,7
"38130 Ellivuori  (Sastamala)",10,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"38140 Kärppälä  (Sastamala)",157,2.3,47.9,3,7,38,11,21,18,17,71,48,149,4,4
"38200 Vammala Keskus  (Sastamala)",3354,1.9,43.2,267,92,582,129,263,267,239,1381,1403,2305,944,105
"38210 Vammala Asemanseutu  (Sastamala)",2144,2.0,42.5,164,59,463,125,215,202,195,944,745,1543,533,68
"38220 Stormi  (Sastamala)",354,2.4,45.3,5,8,96,17,37,51,50,131,129,327,19,8
"38250 Roismala  (Sastamala)",548,2.5,43.5,18,17,172,38,80,89,88,229,149,502,34,12
"38270 Sammaljoki  (Sastamala)",154,2.4,44.9,3,2,39,10,15,13,21,56,66,142,8,4
"38280 Illo  (Sastamala)",194,2.4,46.0,5,2,60,14,27,27,27,69,68,181,3,10
"38300 Kiikka  (Sastamala)",865,2.2,46.3,38,21,204,57,100,106,85,350,316,716,125,24
"38360 Kiikoinen  (Sastamala)",554,2.2,47.5,27,10,119,31,55,54,60,226,215,432,101,21
"38370 Tervahauta  (Sastamala)",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"38420 Häijää  (Sastamala)",433,2.4,45.1,8,17,126,28,60,60,51,182,128,404,19,10
"38460 Mouhijärvi Keskus  (Sastamala)",788,2.2,43.2,39,18,211,56,97,102,82,338,245,622,136,30
"38470 Hyynilä  (Sastamala)",118,2.4,41.3,4,4,29,11,18,14,11,51,40,110,4,4
"38490 Haukijärvi  (Hämeenkyrö)",35,2.1,49.5,2,0,7,2,3,4,2,12,16,32,3,0
"38510 Suodenniemi  (Sastamala)",586,2.1,46.8,20,8,107,28,54,47,49,226,259,480,77,29
"38600 Lavia Keskus  (Lavia)",737,2.0,47.9,29,14,134,30,57,51,57,300,306,600,109,28
"38650 Yli-Putto  (Lavia)",76,2.1,50.1,3,2,12,6,8,5,3,33,32,72,2,2
"38670 Kalliala-Haunia  (Lavia)",89,2.1,50.5,1,0,18,4,8,7,9,25,47,81,1,7
"38680 Tuunajärvi  (Pomarkku)",49,1.9,49.8,1,0,9,1,1,5,4,13,30,48,0,1
"38700 Kankaanpää Keskus  (Kankaanpää)",3084,2.0,44.6,304,96,653,187,309,272,266,1511,935,2009,980,95
"38710 Myllymäki  (Kankaanpää)",1216,1.8,43.7,134,44,192,40,89,76,75,609,417,693,500,23
"38720 Vihteljärvi  (Kankaanpää)",204,2.3,47.8,1,1,47,9,20,20,27,79,81,194,4,6
"38740 Hapuoja  (Kankaanpää)",182,2.3,46.9,6,6,39,11,17,17,18,78,68,176,4,2
"38750 Veneskoski  (Kankaanpää)",115,2.4,44.7,2,5,25,10,11,9,14,49,41,111,1,3
"38760 Venesjärvi  (Kankaanpää)",142,2.7,40.2,1,1,44,18,25,17,19,51,49,133,7,2
"38770 Lohikko  (Kankaanpää)",165,2.7,43.1,1,4,58,16,24,32,26,58,51,162,2,1
