"Postal code area","Aged 18 or over, total, 2012 (HR)","Average income of inhabitants, 2012 (HR)","Median income of inhabitants, 2012 (HR)","Inhabintants belonging to the lowest income category, 2012 (HR)","Inhabitants belonging to the middle income category, 2012 (HR)","Inhabintants belonging to the highest income category, 2012 (HR)","Accumulated purchasing power of inhabitants, 2012 (HR)"
"62720 Sissala  (Alajärvi)",237,18717,17918,69,145,23,4435851
"62730 Haukkala  (Alajärvi)",166,21035,16534,48,99,19,3491817
"62740 Koskenvarsi  (Alajärvi)",160,22346,20937,39,89,32,3575333
"62750 Saukonkylä  (Alajärvi)",176,17237,14466,59,102,15,3033791
"62760 Menkijärvi  (Alajärvi)",189,16761,14288,72,97,20,3167842
"62800 Vimpeli Keskus  (Vimpeli)",1945,20642,18564,403,1272,270,40147919
"62810 Savonjoki  (Vimpeli)",100,16457,15935,32,64,4,1645744
"62830 Luoma-Aho  (Alajärvi)",244,24998,20655,46,158,40,6099528
"62840 Lakaniemi-Pokela  (Vimpeli)",47,19633,18953,14,27,6,922740
"62860 Sahi  (Vimpeli)",174,19612,17038,55,92,27,3412549
"62870 Vinni  (Vimpeli)",54,16830,14268,20,31,3,908839
"62880 Sääksvesi-Vinni  (Vimpeli)",256,19485,16285,76,147,33,4988209
"62900 Alajärvi Keskus  (Alajärvi)",3662,20044,17867,838,2353,471,73401662
"62920 Levijoki  (Alajärvi)",90,17127,13830,32,47,11,1541434
"62940 Hoisko  (Alajärvi)",441,20297,18622,118,270,53,8950951
"62950 Paalijärvi  (Alajärvi)",345,19487,17029,97,203,45,6722878
"62990 Möksy  (Alajärvi)",131,17305,14520,47,70,14,2267020
"63100 Kuortane Keskus  (Kuortane)",1308,20223,17672,276,870,162,26451238
"63120 Leppälänkylä  (Kuortane)",281,18607,15278,97,154,30,5228527
"63130 Mäyry  (Kuortane)",581,20919,19436,141,345,95,12154217
"63150 Ruona  (Kuortane)",349,19455,17506,105,202,42,6789864
"63160 Salmi  (Kuortane)",134,18749,15711,53,63,18,2512332
"63210 Niinimaa  (Alavus)",106,18235,16036,33,66,7,1932898
"63230 Lentilä  (Kuortane)",258,19626,16338,69,154,35,5063533
"63250 Rantala  (Kuortane)",93,17519,15721,31,54,8,1629287
"63300 Alavus Keskus  (Alavus)",3934,20361,17905,868,2595,471,80099938
"63320 Kattelus  (Alavus)",53,17139,13677,21,25,7,908364
"63330 Pahajoki  (Alavus)",143,18047,16222,39,90,14,2580782
"63340 Sapsalampi  (Alavus)",178,19057,16894,55,102,21,3392076
"63350 Sulkavankylä  (Alavus)",172,20774,16287,56,87,29,3573105
"63355 Seinäjärvi  (Alavus)",110,17014,12847,45,51,14,1871593
"63360 Kuivaskylä  (Alavus)",228,17957,15434,83,119,26,4094089
"63370 Taipalus  (Alavus)",432,19474,17333,136,242,54,8412668
"63400 Alavus Asemanseutu  (Alavus)",1077,18732,17574,252,737,88,20174666
"63410 Rantatöysä  (Alavus)",384,18653,16392,104,246,34,7162937
"63430 Kätkänjoki  (Alavus)",129,20316,13495,49,64,16,2620758
"63450 Löyä  (Kuortane)",55,21689,13659,21,26,8,1192875
"63500 Lehtimäki Keskus  (Alajärvi)",830,18593,16039,259,479,92,15432480
"63510 Lehtimäki Kirkonkylä  (Alajärvi)",258,17603,14688,95,138,25,4541578
"63530 Länsikylä  (Alajärvi)",155,18484,15141,54,85,16,2864983
"63540 Hernesmaa  (Alajärvi)",186,17816,16763,66,105,15,3313811
"63600 Töysä Keskus  (Alavus)",1082,17891,15953,294,698,90,19357986
"63610 Tuuri  (Alavus)",827,20572,18514,206,536,85,17012899
"63640 Ritola  (Alavus)",272,19351,17073,90,154,28,5263494
"63660 Ähtärinranta  (Ähtäri)",157,17840,14641,52,89,16,2800874
"63680 Hakojärvi  (Alavus)",240,18452,17316,64,155,21,4428481
"63700 Ähtäri Keskus  (Ähtäri)",3726,19626,17859,884,2462,380,73126274
"63770 Peränne  (Ähtäri)",168,18945,16479,53,89,26,3182821
"63780 Alastaipale  (Ähtäri)",147,18438,15427,56,79,12,2710374
"63800 Soini Keskus  (Soini)",1451,18541,16047,403,905,143,26902585
"63830 Keisala  (Soini)",70,14315,13091,32,36,2,1002078
"63880 Kukonkylä  (Soini)",171,17611,14407,62,93,16,3011462
"63890 Hautakylä  (Soini)",95,18522,14477,36,44,15,1759610
"63900 Myllymäki-Vehunkylä  (Ähtäri)",452,19387,17797,113,294,45,8763072
"63910 Inhan Tehtaat  (Ähtäri)",205,18067,16845,55,140,10,3703706
"63920 Inha  (Ähtäri)",309,21571,17855,81,178,50,6665533
"63950 Vehunkylä  (Ähtäri)",47,16187,14204,17,27,3,760802
"64100 Kristiinankaupunki Keskus  (Kristiinankaupunki)",2579,20542,18919,539,1674,366,52978284
"64140 Tiukka  (Kristiinankaupunki)",439,20600,18159,112,258,69,9043364
"64200 Närpiö Keskus  (Närpiö)",2357,21053,18150,469,1593,295,49621982
"64210 Kalax  (Närpiö)",351,23248,22003,66,221,64,8160121
"64220 Yttermark  (Närpiö)",821,20174,19507,189,527,105,16563250
"64230 Närpiön Asemanseutu  (Närpiö)",738,23369,21031,128,470,140,17246166
"64240 Böle  (Närpiö)",205,21693,20659,46,120,39,4447053
"64250 Pjelax  (Närpiö)",289,22317,18595,75,169,45,6449583
"64260 Kaskinen  (Kaskinen)",1232,21701,19260,209,820,203,26735415
"64300 Lapväärtti  (Kristiinankaupunki)",1532,20124,17592,388,936,208,30830707
"64320 Dagsmark  (Kristiinankaupunki)",415,18573,15943,123,245,47,7707858
"64350 Karijoki Keskus  (Karijoki)",1030,18940,16277,296,615,119,19507721
"64370 Myrkky  (Karijoki)",292,19647,16802,75,176,41,5736860
"64440 Metsälä-Kallträsk  (Kristiinankaupunki)",206,18702,14760,82,99,25,3852567
"64450 Kallträsk  (Kristiinankaupunki)",54,19038,15981,19,27,8,1028049
"64460 Härkmeri  (Kristiinankaupunki)",307,17950,15113,119,154,34,5510582
"64480 Skaftung  (Kristiinankaupunki)",245,17902,15122,85,132,28,4386099
"64490 Siipyy  (Kristiinankaupunki)",176,16773,15047,61,102,13,2952068
"64510 Nämpnäs  (Närpiö)",320,21495,19617,73,202,45,6878497
"64530 Norrnäs  (Närpiö)",238,19323,18168,61,152,25,4598774
"64550 Rangsby  (Närpiö)",230,18709,16218,73,124,33,4303037
"64610 Övermark  (Närpiö)",992,20017,16755,259,596,137,19857314
"64700 Teuva Keskus  (Teuva)",2937,19760,17613,685,1900,352,58034850
"64720 Perälä  (Teuva)",539,19758,18567,140,335,64,10649676
"64740 Horo  (Teuva)",243,20263,14144,85,124,34,4923932
"64760 Peltola  (Teuva)",322,20246,16989,95,182,45,6519295
"64770 Äystö  (Teuva)",396,20051,17873,113,232,51,7940079
"64810 Vanhakylä  (Isojoki)",232,21357,15584,70,125,37,4954935
"64820 Kärjenkoski  (Isojoki)",173,19602,15209,56,94,23,3391159
"64830 Villamo  (Isojoki)",167,17697,13719,63,90,14,2955329
"64840 Heikkilänjoki  (Isojoki)",47,16841,14612,12,29,6,791529
"64850 Möykky  (Isojoki)",111,22512,18736,26,64,21,2498861
"64900 Isojoki Keskus  (Isojoki)",1029,19241,16018,255,659,115,19798870
"64930 Kodesjärvi  (Isojoki)",162,18375,15292,55,90,17,2976794
"65100 Vaasa Keskus  (Vaasa)",15508,20839,17643,3485,9790,2233,323178803
"65130 Hietalahti  (Vaasa)",4,..,..,..,..,..,..
"65170 Vaskiluoto  (Vaasa)",282,30023,23091,51,145,86,8466455
"65200 Palosaari  (Vaasa)",5115,19224,16233,1459,3006,650,98333105
"65230 Vetokannas  (Vaasa)",4266,24262,22219,723,2532,1011,103503537
"65280 Gerby  (Vaasa)",4910,26362,24976,725,2646,1539,129435854
"65300 Asevelikylä  (Vaasa)",2932,26829,24989,384,1593,955,78663426
"65320 Huutoniemi  (Vaasa)",4904,23109,21627,808,3106,990,113325587
"65350 Suvilahti  (Vaasa)",3157,22263,20368,535,2119,503,70282771
"65370 Ristinummi  (Vaasa)",3694,20534,18916,734,2462,498,75853942
"65380 Vanha Vaasa  (Vaasa)",2614,23577,21396,475,1625,514,61629820
"65410 Sundom  (Vaasa)",1731,25871,23733,273,953,505,44782283
"65450 Sulva  (Mustasaari)",1435,24917,23029,210,879,346,35755372
"65460 Tölby-Rimal  (Mustasaari)",229,25832,24376,30,129,70,5915547
"65470 Rimal  (Mustasaari)",36,24101,21378,4,26,6,867622
"65480 Vikby  (Mustasaari)",206,24723,24058,30,119,57,5092960
"65520 Helsingby  (Mustasaari)",1122,24699,23005,176,671,275,27712369
"65610 Mustasaari Keskus  (Mustasaari)",4491,25206,22995,573,2784,1134,113198440
"65630 Karperö  (Mustasaari)",883,25190,23862,118,536,229,22242381
"65650 Koskö  (Mustasaari)",204,24128,23928,33,120,51,4922199
"65710 Singsby  (Mustasaari)",449,23707,22350,80,262,107,10644327
"65730 Jungsund  (Mustasaari)",322,23764,22113,52,204,66,7652004
"65760 Iskmo  (Mustasaari)",253,24633,22540,49,148,56,6232204
"65800 Raippaluoto  (Mustasaari)",659,22811,21778,118,403,138,15032436
"65870 Björköby  (Mustasaari)",314,20376,17392,77,191,46,6398077
"65920 Norra Vallgrund-Söderudden  (Mustasaari)",258,22209,20943,59,161,38,5729900
"65930 Södra Vallgrund  (Mustasaari)",298,22169,21230,61,180,57,6606481
"65970 Söderudden  (Mustasaari)",192,18630,16699,58,110,24,3576922
"66100 Maalahti  (Maalahti)",1567,22816,20603,288,1002,277,35753272
"66140 Övermalax  (Maalahti)",1299,20745,18880,280,832,187,26948071
"66160 Långåminne  (Maalahti)",255,20316,19024,62,160,33,5180551
"66200 Korsnäs Keskus  (Korsnäs)",677,21279,18974,127,445,105,14405983
"66210 Moikipää  (Korsnäs)",483,22873,19360,114,291,78,11047864
"66220 Bergö  (Maalahti)",406,19693,18820,100,243,63,7995543
"66230 Korsbäck  (Korsnäs)",81,19075,17949,22,52,7,1545060
"66240 Petolahti  (Maalahti)",889,20693,18354,180,581,128,18395786
"66260 Svarvar  (Maalahti)",94,20116,18074,19,62,13,1890940
"66270 Pirttikylä-Sorvari  (Närpiö)",784,20399,17324,178,495,111,15992909
"66280 Taklax  (Korsnäs)",320,21834,17990,71,193,56,6986960
"66290 Harrström  (Korsnäs)",286,20838,16331,87,153,46,5959789
"66295 Töjby  (Närpiö)",317,20563,16663,87,179,51,6518376
"66300 Jurva Keskus  (Kurikka)",1887,19745,17583,441,1191,255,37258751
"66320 Niemenkylä  (Kurikka)",294,18873,16587,85,171,38,5548565
"66330 Hakko  (Kurikka)",235,18874,17150,72,131,32,4435290
"66340 Sarvijoki  (Kurikka)",311,20092,17362,85,178,48,6248494
"66350 Tainus  (Kurikka)",128,17421,14485,44,73,11,2229870
"66360 Kesti  (Kurikka)",358,19845,17026,113,199,46,7104373
"66370 Närvijoki  (Kurikka)",279,17966,15162,89,166,24,5012378
"66400 Laihia Keskus  (Laihia)",4562,23336,21910,747,2817,998,106458842
"66420 Ruto  (Laihia)",272,24417,22343,52,150,70,6641327
"66430 Vedenoja  (Laihia)",142,21072,19402,31,84,27,2992247
"66440 Tervajoki  (Isokyrö)",1552,21592,20049,349,938,265,33510304
"66450 Jakkula  (Laihia)",690,21742,20360,144,414,132,15001795
"66460 Haapala  (Laihia)",290,20656,18432,76,163,51,5990191
"66470 Jukaja-Jokisalo  (Laihia)",278,21105,19602,62,169,47,5867304
"66500 Vähäkyrö Keskus  (Vaasa)",1883,21431,19392,381,1175,327,40354329
"66510 Merikaarto  (Vaasa)",911,23682,22783,126,593,192,21574025
"66520 Veikkaala  (Mustasaari)",454,23100,21604,77,279,98,10487394
"66530 Koivulahti  (Mustasaari)",1314,23221,22474,206,843,265,30511820
"66540 Petsmo  (Mustasaari)",446,22581,20659,84,278,84,10070906
"66550 Västerhankmo  (Mustasaari)",260,21669,20524,55,155,50,5634013
"66560 Österhankmo  (Mustasaari)",174,23008,22222,32,105,37,4003324
"66580 Kuni  (Mustasaari)",302,21515,21277,63,187,52,6497637
"66590 Vassor  (Mustasaari)",131,23102,21421,20,87,24,3026416
"66600 Vöyri Keskus  (Vöyri)",2203,22340,20296,378,1437,388,49215700
"66640 Maksamaa  (Vöyri)",860,22485,20508,203,493,164,19336828
"66660 Bertby  (Vöyri)",117,23237,23535,19,74,24,2718774
"66680 Kaurajärvi  (Vöyri)",81,21144,18499,22,41,18,1712648
"66710 Kaitsor  (Vöyri)",203,26257,20372,46,120,37,5330132
"66730 Oxkangar  (Vöyri)",56,20022,16831,18,30,8,1121217
"66800 Oravainen Keskus  (Vöyri)",769,23601,20027,144,510,115,18149435
"66810 Kimo  (Vöyri)",266,23421,18959,62,155,49,6229955
"66820 Komossa  (Vöyri)",182,21478,16482,50,98,34,3909057
"66830 Oravaisten Tehdas  (Vöyri)",399,20875,19809,79,266,54,8329149
"66840 Pensala  (Uusikaarlepyy)",295,23253,19321,69,160,66,6859652
"66850 Jepua  (Uusikaarlepyy)",797,22938,18840,205,463,129,18281254
"66900 Uusikaarlepyy Keskus  (Uusikaarlepyy)",3097,21846,19813,583,2009,505,67657238
"66910 Soklot  (Uusikaarlepyy)",326,26981,23381,56,188,82,8795651
"66930 Kovjoki  (Uusikaarlepyy)",192,23853,20326,34,121,37,4579743
"66950 Munsala  (Uusikaarlepyy)",763,23849,19795,166,446,151,18196586
"66970 Hirvlax  (Uusikaarlepyy)",414,22938,19280,96,235,83,9496493
"66980 Monå  (Uusikaarlepyy)",103,22969,18956,23,60,20,2365852
"66999 Kaukaluoto  (Mustasaari)",58,17921,15587,20,32,6,1039415
"67100 Kokkola Keskus  (Kokkola)",8639,20723,18011,1902,5530,1207,179025407
"67200 Kiviniitty-Tullimäki  (Kokkola)",3510,20785,18831,736,2250,524,72953731
"67300 Halkokari  (Kokkola)",3022,23758,22056,464,1909,649,71795686
"67400 Rytimäki  (Kokkola)",3068,23346,22866,497,1873,698,71624993
"67410 Vitsari  (Kokkola)",606,21557,20302,129,368,109,13063614
"67500 Sokoja  (Kokkola)",815,22636,20890,166,497,152,18448291
"67600 Linnusperä-Kaustari  (Kokkola)",2070,23863,22117,357,1262,451,49397223
"67700 Kirkonmäki-Isokylä  (Kokkola)",3381,23600,22086,510,2126,745,79790007
"67800 Koivuhaka  (Kokkola)",2935,19287,17471,657,1965,313,56606098
"67900 Ykspihjala  (Kokkola)",1059,20700,20047,199,702,158,21921723
"68100 Himanka Keskus  (Kalajoki)",2121,20110,18007,527,1324,270,42653521
"68150 Hillilä  (Kalajoki)",263,20287,17025,73,152,38,5335584
"68210 Marinkainen  (Kokkola)",725,21223,19828,167,445,113,15386465
"68220 Karhi  (Kokkola)",113,20258,18908,28,66,19,2289144
"68230 Lohtaja Keskus  (Kokkola)",923,21291,18654,208,578,137,19651651
"68240 Ala-Viirre  (Kokkola)",281,19881,16112,73,167,41,5586492
"68300 Kälviä Keskus  (Kokkola)",2864,21515,20333,604,1751,509,61617611
"68320 Ruotsalo  (Kokkola)",557,22641,21052,103,342,112,12610812
"68370 Ullava Keskus  (Kokkola)",312,19769,17766,74,200,38,6167891
"68380 Yli-Ullava  (Kokkola)",286,20638,18632,76,164,46,5902478
"68390 Rahkonen  (Kokkola)",112,22458,18647,37,54,21,2515301
"68410 Alaveteli  (Kruunupyy)",1267,22009,20199,273,763,231,27885491
"68500 Kruunupyy Keskus  (Kruunupyy)",2261,20861,19038,503,1410,348,47166347
"68530 Lepplax  (Pedersören kunta)",333,24788,21203,61,204,68,8254549
"68550 Öja  (Kokkola)",615,22002,20954,115,391,109,13531177
"68555 Bosund  (Luoto)",616,22619,21486,104,419,93,13932996
"68560 Eugmo  (Luoto)",578,21549,20424,119,375,84,12455040
"68570 Luoto  (Luoto)",1444,22270,20994,242,935,267,32157169
"68580 Furuholmen  (Luoto)",583,23783,21795,93,364,126,13865687
"68600 Pietarsaari Keskus  (Pietarsaari)",9344,21581,19445,1792,6045,1507,201651525
"68620 Skutnäs-Västermalm  (Pietarsaari)",3787,21869,20126,717,2476,594,82816114
"68630 Kyrkostrand  (Pietarsaari)",1984,22920,21770,309,1302,373,45474069
"68660 Östermalm-Björnholmen  (Pietarsaari)",1861,20319,18738,300,1338,223,37812784
"68690 Sundby  (Pedersören kunta)",283,22985,20948,53,185,45,6504842
"68700 Teerijärvi  (Kruunupyy)",1438,24732,19705,310,874,254,35565205
"68750 Småbönders  (Kruunupyy)",231,20208,17149,75,124,32,4668069
"68800 Kolppi  (Pedersören kunta)",859,22811,21331,160,538,161,19594365
"68810 Ytteresse  (Pedersören kunta)",930,21773,21609,178,602,150,20248748
"68820 Ähtävä  (Pedersören kunta)",838,21615,19931,175,529,134,18113320
"68830 Bäckby  (Pedersören kunta)",114,22424,20101,20,76,18,2556297
"68840 Nederlappfors  (Pedersören kunta)",272,20091,18443,70,165,37,5464877
"68870 Edsevö  (Pedersören kunta)",397,21528,20284,66,276,55,8546612
"68910 Pännäinen  (Pedersören kunta)",936,22310,21125,173,609,154,20882123
"68920 Forsby  (Pedersören kunta)",349,22536,21400,61,236,52,7865068
"68930 Purmo  (Pedersören kunta)",518,21923,20964,110,324,84,11356358
"68940 Lillby  (Pedersören kunta)",384,22083,19417,75,240,69,8479684
"68970 Överpurmo  (Pedersören kunta)",191,19234,15799,55,109,27,3673785
"68999 Rita  (Kokkola)",78,24258,19117,28,34,16,1892158
"69100 Kannus Keskus  (Kannus)",3911,21284,19485,797,2508,606,83240926
"69150 Eskola  (Kannus)",386,19417,17873,101,237,48,7494948
"69170 Yli-Kannus  (Kannus)",216,21225,19312,44,140,32,4584619
"69300 Toholampi Keskus  (Toholampi)",1700,20299,18737,383,1083,234,34508119
"69310 Laitala  (Toholampi)",277,20965,21080,72,151,54,5807423
"69330 Määttälä  (Toholampi)",117,21514,18343,29,67,21,2517119
"69340 Purontaka  (Toholampi)",118,22480,20009,34,56,28,2652633
"69410 Sykäräinen  (Toholampi)",401,19052,16071,126,221,54,7639661
"69420 Syri  (Lestijärvi)",54,19665,16180,19,25,10,1061923
"69440 Lestijärvi Keskus  (Lestijärvi)",430,19031,16482,124,250,56,8183438
"69450 Yli-Lesti  (Lestijärvi)",176,18694,17260,47,111,18,3290128
"69510 Halsua Keskus-Marjusaari  (Halsua)",697,20338,17024,190,417,90,14175645
"69550 Kanala  (Halsua)",81,19765,16126,24,44,13,1600947
"69570 Karvonen  (Halsua)",234,19771,17896,59,143,32,4626464
"69600 Kaustinen Keskus  (Kaustinen)",3137,20938,19476,697,1983,457,65683035
"69660 Köyhäjoki  (Kaustinen)",206,20535,17647,70,105,31,4230236
"69700 Veteli Keskus  (Veteli)",1179,20067,18454,258,784,137,23658902
"69730 Tunkkari  (Veteli)",353,21116,20861,64,240,49,7454094
"69750 Sillanpää  (Veteli)",161,18685,17071,54,88,19,3008274
"69820 Räyrinki  (Veteli)",585,19753,16798,171,343,71,11555634
"69830 Pulkkinen  (Veteli)",225,18653,15811,63,137,25,4196955
"69850 Patana  (Veteli)",184,19231,16982,60,96,28,3538479
"69910 Kivikangas  (Perho)",49,16005,12466,23,23,3,784221
"69920 Oksakoski-Kivikangas  (Perho)",384,19098,16993,103,232,49,7333575
"69950 Perho Keskus-Salamajärvi  (Perho)",981,19081,16499,246,626,109,18718547
"69970 Salamajärvi  (Perho)",31,17971,17968,9,21,1,557095
"69980 Möttönen  (Perho)",602,19952,18095,160,362,80,12010955
"70100 Kuopio Keskus  (Kuopio)",10635,22552,18677,2255,6474,1906,239841280
"70110 Etu-Niirala  (Kuopio)",3365,18618,16157,962,2021,382,62650285
"70150 Neulamäki  (Kuopio)",4680,18698,17243,1377,2728,575,87507220
"70200 Puijonlaakso  (Kuopio)",5779,20415,18387,1320,3637,822,117980619
"70210 Kuopion Keskussairaala-alue  (Kuopio)",104,18258,17283,9,90,5,1898876
"70240 Niuvaniemen Sairaala-alue  (Kuopio)",117,26535,23450,27,76,14,3104580
"70260 Julkula  (Kuopio)",1997,24387,23578,246,1284,467,48700543
"70280 Länsi-Puijo  (Kuopio)",1714,21552,19750,331,1107,276,36939522
"70300 Linnanpelto  (Kuopio)",739,24748,22158,106,449,184,18288560
"70340 Inkilänmäki  (Kuopio)",2632,21484,19157,498,1670,464,56546020
"70400 Kettulanlahti  (Kuopio)",601,25717,22244,95,340,166,15456110
"70420 Päiväranta  (Kuopio)",1988,22515,21315,338,1257,393,44759884
"70460 Saarijärvi  (Kuopio)",3446,19341,18121,656,2466,324,66648147
"70500 Männistö  (Kuopio)",5906,18880,16879,1396,3890,620,111505925
"70600 Niirala-Huuhanmäki  (Kuopio)",2795,21039,17355,756,1568,471,58805086
"70620 Haapaniemi  (Kuopio)",1989,21407,18757,409,1247,333,42579153
"70700 Särkiniemi  (Kuopio)",3093,20432,19198,696,1932,465,63196060
"70780 Jynkkä  (Kuopio)",3980,22110,20611,718,2533,729,87997686
"70800 Pitkälahti  (Kuopio)",2516,25518,23250,425,1431,660,64203569
"70820 Litmanen  (Kuopio)",8699,23003,21489,1534,5426,1739,200103505
"70840 Jynkänmäki  (Kuopio)",2853,29607,27172,275,1501,1077,84469117
"70870 Hiltulanlahti  (Kuopio)",1791,23999,22995,309,1035,447,42982675
"70900 Toivala  (Siilinjärvi)",2046,25997,24831,275,1180,591,53190728
"70910 Vuorela  (Siilinjärvi)",2334,24032,22801,331,1523,480,56090464
"70940 Jännevirta  (Kuopio)",435,26073,24426,63,264,108,11341818
"71130 Kortejoki  (Kuopio)",468,22426,19574,83,300,85,10495384
"71150 Vartiala  (Kuopio)",462,22560,21268,102,267,93,10422896
"71160 Riistavesi  (Kuopio)",1193,21432,20376,254,734,205,25568865
"71170 Laukka-aho  (Tuusniemi)",96,18147,16158,32,53,11,1742074
"71200 Tuusniemi Keskus  (Tuusniemi)",1421,18612,16002,388,893,140,26448304
"71210 Tuusjärvi  (Tuusniemi)",203,19677,18546,50,134,19,3994491
"71240 Paakkila  (Tuusniemi)",191,21807,17488,49,113,29,4165155
"71260 Juurikkamäki  (Tuusniemi)",121,16524,14833,45,66,10,1999451
"71280 Kosula  (Tuusniemi)",220,17602,14418,78,117,25,3872382
"71310 Vehmersalmi Keskus  (Kuopio)",1103,20487,17183,272,665,166,22597036
"71330 Räsälä  (Kuopio)",278,22956,20059,76,146,56,6381633
"71360 Litmaniemi  (Kuopio)",163,18898,16252,54,91,18,3080293
"71380 Mustinlahti  (Kuopio)",153,17728,15270,51,88,14,2712401
"71460 Paukarlahti  (Leppävirta)",351,23915,23254,69,204,78,8394140
"71470 Oravikoski  (Leppävirta)",339,22074,20186,65,212,62,7483123
"71480 Kurkimäki  (Kuopio)",709,25293,24798,103,408,198,17932599
"71490 Airaksela  (Kuopio)",201,21815,21486,43,118,40,4384789
"71520 Kaislastenlahti  (Kuopio)",224,24109,24957,35,128,61,5400506
"71570 Syvänniemi  (Kuopio)",932,24112,23595,153,570,209,22471991
"71610 Salonkulma  (Kuopio)",5,..,..,..,..,..,..
"71640 Talluskylä  (Tervo)",220,17363,14171,76,124,20,3819919
"71650 Hirvilahti-Salonkulma  (Kuopio)",378,22946,20550,80,211,87,8673453
"71660 Leinolanlahti  (Maaninka)",96,18936,16218,31,52,13,1817857
"71670 Kurolanlahti  (Maaninka)",93,21295,14847,26,51,16,1980476
"71680 Pulkonkoski-Saarinen  (Maaninka)",187,20875,19132,45,118,24,3903659
"71690 Varpasmaa  (Maaninka)",14,..,..,..,..,..,..
"71720 Käärmelahti  (Maaninka)",433,26081,23773,71,260,102,11292873
"71730 Kinnulanlahti  (Maaninka)",510,21884,19810,118,305,87,11161058
"71740 Tavinsalmi  (Maaninka)",87,21426,19683,26,50,11,1864035
"71745 Haatala  (Maaninka)",23,..,..,..,..,..,..
"71750 Maaninka Keskus  (Maaninka)",992,19362,16623,227,657,108,19207501
"71760 Ahkionlahti-Vianta  (Maaninka)",234,20984,18079,60,137,37,4910278
"71775 Tuovilanlahti-Haatala  (Maaninka)",333,19741,16399,114,169,50,6573658
"71800 Siilinjärvi Keskus  (Siilinjärvi)",7904,22391,20954,1328,5101,1475,176977106
"71820 Pöljä  (Siilinjärvi)",602,21657,21186,129,367,106,13037737
"71840 Kuuslahti  (Siilinjärvi)",416,21992,21854,81,263,72,9148690
"71850 Leppäkaarre  (Siilinjärvi)",1657,22078,21693,240,1143,274,36583596
"71870 Harjamäki  (Siilinjärvi)",316,23535,21671,49,184,83,7436950
"71890 Hamula  (Siilinjärvi)",646,23082,21885,125,372,149,14910785
"71910 Alapitkä  (Lapinlahti)",656,20687,19701,170,365,121,13570650
"71920 Pajujärvi  (Lapinlahti)",322,20882,18719,78,187,57,6724102
"71950 Lammasaho  (Kuopio)",100,19458,17698,35,53,12,1945755
"71960 Lukkarila  (Lapinlahti)",198,19759,16578,57,116,25,3912204
"72100 Karttula Keskus  (Kuopio)",1450,19786,16854,357,897,196,28689750
"72140 Itä-Karttula-Riuttasenpää  (Kuopio)",21,..,..,..,..,..,..
