"Postal code area","Inhabitants, 2016 (PT)","Employed, 2016 (PT)","Unemployed, 2016 (PT)","Children aged 0 to 14, 2016 (PT)","Students, 2016 (PT)","Pensioners, 2016 (PT)","Others, 2016 (PT)"
"53500 Parkkarila-Harapainen-Reijola   (Lappee",5173,2280,369,1032,444,912,136
"53550 Kourulanmäki   (Lappeenranta )",1195,502,62,259,83,266,23
"53600 Kesämäki   (Lappeenranta )",2436,936,162,255,198,832,53
"53650 Mattila-Kuusela   (Lappeenranta )",2003,777,164,307,143,555,57
"53810 Kuusimäki-Lavola   (Lappeenranta )",3838,1438,299,416,394,1159,132
"53830 Rutola   (Lappeenranta )",704,332,31,173,46,106,16
"53850 Skinnarila   (Lappeenranta )",11274,4274,841,1884,1771,2048,456
"53900 Pallo-Tysterniemi-Leiri   (Lappeenranta )",2923,1385,241,246,259,710,82
"53920 Voisalmi   (Lappeenranta )",3149,1153,347,420,213,885,131
"53950 Kivisalmi   (Lappeenranta )",2128,794,231,323,139,525,116
"54100 Joutseno Keskus   (Lappeenranta )",5353,1945,362,780,284,1844,138
"54110 Lampikangas   (Lappeenranta )",1106,458,82,198,53,286,29
"54120 Pulp   (Lappeenranta )",1778,718,160,314,124,404,58
"54190 Konnunsuo   (Lappeenranta )",74,29,10,7,4,21,3
"54230 Nuijamaa   (Lappeenranta )",662,243,61,89,36,218,15
"54250 Rapattila   (Lappeenranta )",162,63,10,23,5,58,3
"54260 Hanhijärvi   (Lappeenranta )",769,340,21,184,51,162,11
"54270 Vainikkala   (Lappeenranta )",455,158,28,52,36,168,13
"54300 Vilkjärvi   (Lappeenranta )",613,265,27,120,38,152,11
"54310 Hytti   (Lappeenranta )",437,193,30,100,36,69,9
"54330 Simola   (Lappeenranta )",429,175,45,77,22,99,11
"54390 Pulsa   (Lappeenranta )",148,60,5,13,5,59,6
"54410 Ylämaa Keskus   (Lappeenranta )",933,302,72,115,46,380,18
"54430 Hujakkala   (Lappeenranta )",164,55,12,27,3,63,4
"54460 Ylijärvi   (Lappeenranta )",86,36,2,15,2,30,1
"54490 Ahomäki   (Miehikkälä )",167,59,12,7,3,76,10
"54500 Taavetti-Somerharju   (Luumäki )",2766,930,159,306,130,1172,69
"54510 Uro   (Luumäki )",418,176,23,80,29,102,8
"54530 Luumäki   (Luumäki )",1213,535,66,180,74,336,22
"54550 Suo-Anttila   (Luumäki )",78,22,5,7,6,34,4
"54580 Somerharju   (Luumäki )",38,9,4,5,1,17,2
"54590 Kaitjärvi   (Luumäki )",127,38,9,20,5,53,2
"54710 Lemi Keskus   (Lemi )",1322,461,69,195,44,519,34
"54720 Laksiainen   (Lemi )",157,66,8,22,9,47,5
"54750 Välijoki   (Savitaipale )",273,108,22,32,16,91,4
"54770 Heituinlahti   (Savitaipale )",523,205,25,47,29,203,14
"54800 Savitaipale Keskus   (Savitaipale )",2560,861,128,311,118,1092,50
"54820 Kotimäki   (Lemi )",258,100,12,42,17,78,9
"54850 Kuukanniemi   (Lemi )",1132,484,83,239,87,214,25
"54915 Saimaanharju-Kyläniemi   (Taipalsaari )",1809,777,125,325,139,399,44
"54920 Taipalsaari   (Taipalsaari )",1544,627,78,290,108,412,29
"54930 Levänen   (Taipalsaari )",307,113,21,51,14,98,10
"54940 Solkei   (Taipalsaari )",116,46,8,10,8,42,2
"54950 Pettilä   (Savitaipale )",98,36,11,7,5,38,1
"54960 Vehkataipale   (Taipalsaari )",590,238,32,113,26,164,17
"55100 Imatra Keskus   (Imatra )",10052,3815,749,1228,642,3393,225
"55120 Mansikkala-Tuulikallio   (Imatra )",3188,1081,270,364,204,1162,107
"55300 Rauha-Tiuruniemi   (Lappeenranta )",966,372,64,137,55,314,24
"55320 Rauha   (Lappeenranta )",573,253,54,99,32,121,14
"55330 Tiuruniemi   (Lappeenranta )",64,23,13,6,3,14,5
"55400 Tainionkoski-Mustalampi   (Imatra )",1373,564,108,216,80,370,35
"55420 Karhumäki-Karhukallio   (Imatra )",2079,833,112,314,117,658,45
"55510 Sotkulampi-Linnasuo   (Imatra )",1294,331,164,121,81,525,72
"55610 Rajapatsas-Teppanala   (Imatra )",2895,1009,302,397,179,923,85
"55700 Vintteri-Virasoja   (Imatra )",1428,595,135,222,86,348,42
"55800 Vuoksenniska-Saarlampi   (Imatra )",4143,1227,385,475,190,1722,144
"55910 Rautio-Kurkvuori   (Imatra )",1598,569,147,216,85,523,58
"56100 Ruokolahti Keskus   (Ruokolahti )",2082,616,111,255,90,955,55
"56120 Salosaari   (Ruokolahti )",832,367,41,147,43,218,16
"56140 Äitsaari   (Ruokolahti )",239,83,14,22,9,101,10
"56210 Virmutjoki   (Ruokolahti )",412,172,22,56,26,125,11
"56310 Syyspohja   (Ruokolahti )",199,67,14,23,1,92,2
"56330 Utula   (Ruokolahti )",36,15,3,1,2,15,0
"56350 Kyläniemi   (Taipalsaari )",19,..,..,..,..,..,..
"56410 Kaiturinpää   (Ruokolahti )",142,52,6,13,13,55,3
"56440 Pohja-Lankila   (Ruokolahti )",212,66,19,27,8,89,3
"56510 Puntala   (Ruokolahti )",418,154,32,66,21,135,10
"56550 Niska-Pietilä   (Rautjärvi )",135,51,6,26,4,42,6
"56610 Rautjärvi   (Rautjärvi )",592,190,58,57,26,246,15
"56640 Purnujärvi   (Rautjärvi )",102,33,3,12,3,43,8
"56710 Miettilä   (Rautjärvi )",127,45,7,9,2,62,2
"56730 Laikko   (Rautjärvi )",308,116,24,22,9,133,4
"56800 Simpele   (Rautjärvi )",2405,697,203,245,126,1082,52
"57100 Heikinpohja-Piispanmäki   (Savonlinna )",3918,1251,294,213,374,1710,76
"57120 Savonlinna   (Savonlinna )",27,..,..,..,..,..,..
"57130 Savonlinna Keskus   (Savonlinna )",1966,596,138,98,194,893,47
"57170 Sortteerinlahti-Talvisalo   (Savonlinna )",2013,621,120,146,213,865,48
"57200 Miekonniemi-Venäjänniemi   (Savonlinna )",2489,982,235,328,182,711,51
"57210 Nojanmaa   (Savonlinna )",2661,1142,212,464,181,615,47
"57220 Haka-alue-Viuhonmäki   (Savonlinna )",1478,468,165,195,100,494,56
"57230 Inkerinkylä   (Savonlinna )",3263,1156,347,422,200,1018,120
"57310 Rinkilä   (Savonlinna )",704,268,40,116,41,227,12
"57510 Laitaatsilta   (Savonlinna )",481,190,20,81,36,146,8
"57600 Poukkusilta-Pihlajaniemi   (Savonlinna )",1917,821,133,385,126,408,44
"57710 Kellarpelto-Rantakoivikko   (Savonlinna )",2906,1203,204,514,187,727,71
"57810 Aholahti   (Savonlinna )",322,124,35,44,21,90,8
"58130 Oravi   (Savonlinna )",140,40,9,33,5,49,4
"58140 Ahvensalmi   (Savonlinna )",81,23,7,5,4,38,4
"58150 Makkola   (Savonlinna )",218,86,10,38,14,63,7
"58160 Karvila   (Enonkoski )",172,73,9,19,6,59,6
"58170 Simanala   (Enonkoski )",271,116,17,51,18,65,4
"58175 Enonkoski Keskus   (Enonkoski )",862,252,68,94,43,389,16
"58180 Ihamaniemi   (Enonkoski )",155,48,11,19,5,69,3
"58200 Kerimäki Keskus   (Savonlinna )",3265,1079,220,440,142,1323,61
"58220 Louhi   (Savonlinna )",410,179,37,56,20,106,12
"58260 Kumpuranta   (Savonlinna )",179,66,16,16,10,68,3
"58300 Savonranta Keskus   (Savonlinna )",686,203,55,61,34,314,19
"58320 Raikuu   (Savonlinna )",170,70,21,9,5,61,4
"58350 Villala   (Kitee )",208,60,22,16,9,87,14
"58360 Säimen   (Savonlinna )",193,49,23,17,7,91,6
"58390 Rönkönvaara   (Savonlinna )",57,13,5,1,1,35,2
"58410 Haapakallio   (Savonlinna )",625,283,34,128,46,123,11
"58420 Silvola   (Savonlinna )",332,141,21,71,17,74,8
"58430 Kulennoinen   (Savonlinna )",487,211,34,94,22,114,12
"58450 Punkaharju   (Savonlinna )",428,182,23,64,23,132,4
"58500 Punkasalmi   (Savonlinna )",1573,493,82,179,74,715,30
"58520 Hiukkajoki   (Savonlinna )",312,109,23,40,14,120,6
"58550 Putikko   (Savonlinna )",427,167,30,51,20,144,15
"58570 Ruhvana   (Savonlinna )",73,27,4,8,4,29,1
"58580 Vuoriniemi   (Savonlinna )",88,31,6,6,5,37,3
"58610 Telakanava   (Sulkava )",143,51,10,14,7,52,9
"58620 Lohilahti   (Sulkava )",252,72,14,23,12,117,14
"58650 Kiviapaja   (Savonlinna )",101,30,11,7,6,45,2
"58680 Piojärvi   (Savonlinna )",42,13,4,4,2,17,2
"58690 Ala-Särkilahti-Piojärvi   (Savonlinna )",102,37,6,15,4,40,0
"58700 Sulkava Keskus   (Sulkava )",2106,702,137,200,104,920,43
"58720 Kaartilankoski   (Sulkava )",290,111,16,33,20,101,9
"58770 Pihlajalahti   (Savonlinna )",222,71,25,19,8,97,2
"58810 Kallislahti   (Savonlinna )",314,119,17,51,25,95,7
"58830 Parkumäki   (Rantasalmi )",306,111,16,43,23,106,7
"58850 Hiltula   (Rantasalmi )",108,41,12,15,2,33,5
"58900 Rantasalmi Keskus   (Rantasalmi )",2363,765,190,266,107,982,53
"58910 Rantasalmi Asemanseutu   (Rantasalmi )",198,72,16,29,8,68,5
"58920 Kolkontaipale   (Rantasalmi )",324,132,28,37,20,100,7
"58940 Tuusmäki   (Rantasalmi )",231,112,15,27,8,67,2
"59100 Parikkala Keskus   (Parikkala )",2176,744,122,209,89,979,33
"59130 Koitsanlahti   (Parikkala )",188,69,9,26,7,72,5
"59210 Melkoniemi   (Parikkala )",141,47,12,12,9,58,3
"59310 Särkisalmi   (Parikkala )",902,345,60,103,45,331,18
"59320 Haapaoja   (Parikkala )",81,23,5,2,3,47,1
"59410 Kirjavala   (Parikkala )",412,144,21,46,10,179,12
"59510 Maironiemi   (Parikkala )",403,130,36,27,9,192,9
"59520 Saari   (Parikkala )",120,34,9,14,2,59,2
"59530 Mikkolanniemi   (Parikkala )",82,20,8,4,0,45,5
"59610 Tarnala   (Parikkala )",172,59,15,13,14,67,4
"59710 Kummunkylä   (Parikkala )",117,39,12,23,5,33,5
"59720 Niukkala   (Parikkala )",150,45,16,16,8,64,1
"59730 Uukuniemi   (Parikkala )",113,21,3,23,0,61,5
"59800 Kesälahti Keskus   (Kitee )",1567,497,123,169,87,656,35
"59810 Suurikylä   (Kitee )",79,26,7,5,1,38,2
"59820 Purujärvi-Rajavaara   (Kitee )",146,65,8,18,5,48,2
"60100 Seinäjoki Keskus   (Seinäjoki )",9695,3605,724,696,950,3471,249
"60120 Pohja   (Seinäjoki )",2664,1160,207,346,225,658,68
"60150 Kasperi   (Seinäjoki )",4608,1812,407,811,317,1147,114
"60200 Törnävä   (Seinäjoki )",11364,5603,562,2486,939,1533,241
"60220 Huhtala   (Seinäjoki )",1859,760,114,178,160,601,46
"60280 Eskoon Keskuslaitosalue   (Seinäjoki )",54,4,1,0,2,47,0
"60320 Alakylä-Jouppi   (Seinäjoki )",7138,3136,399,1372,690,1355,186
"60420 Impivaara   (Seinäjoki )",1239,573,52,325,113,147,29
"60450 Munakka   (Ilmajoki )",432,190,15,89,31,97,10
"60510 Hyllykallio   (Seinäjoki )",8597,4281,359,1952,592,1224,189
"60550 Nurmo Keskus   (Seinäjoki )",4388,1876,212,974,298,922,106
"60560 Halkosaari   (Seinäjoki )",707,372,18,199,46,54,18
"60640 Kurjenneva   (Seinäjoki )",699,306,26,197,54,104,12
"60720 Tuomikylä   (Ilmajoki )",2133,1012,74,625,126,265,31
"60760 Pohjanluoma   (Ilmajoki )",1017,472,35,232,70,187,21
"60800 Ilmajoki Keskus   (Ilmajoki )",5817,2294,246,1035,397,1715,130
"61100 Peräseinäjoki Keskus   (Seinäjoki )",2004,734,124,299,85,711,51
"61110 Vuolle   (Seinäjoki )",195,78,8,45,6,56,2
"61120 Louko   (Seinäjoki )",688,306,31,159,57,123,12
"61140 Pasto   (Seinäjoki )",134,52,12,25,8,35,2
"61150 Sydänmaa   (Alavus )",71,24,3,17,5,18,4
"61160 Koura   (Seinäjoki )",585,233,28,117,32,158,17
"61170 Sääskiniemi   (Alavus )",283,122,10,37,20,81,13
"61180 Haapaluoma   (Seinäjoki )",226,101,13,37,12,60,3
"61220 Myllysalo   (Kurikka )",225,89,17,37,17,60,5
"61230 Luopa   (Kurikka )",722,288,38,133,60,191,12
"61250 Jalasto   (Kurikka )",293,127,11,58,16,75,6
"61270 Luopajärvi   (Kurikka )",629,297,19,134,46,120,13
"61280 Jokipii   (Kurikka )",538,223,26,74,39,162,14
"61290 Taivalmaa   (Kurikka )",112,53,7,14,3,33,2
"61300 Kurikka Keskus   (Kurikka )",6645,2403,353,1053,403,2236,197
"61310 Panttila   (Kurikka )",731,303,55,124,50,183,16
"61330 Koskenkorva   (Ilmajoki )",2057,817,164,346,138,540,52
"61340 Nopankylä   (Ilmajoki )",269,97,20,47,12,85,8
"61350 Huissi   (Ilmajoki )",375,168,19,61,19,101,7
"61360 Mieto   (Kurikka )",1060,478,53,175,81,249,24
"61370 Lohiluoma   (Kurikka )",345,136,12,52,21,115,9
"61380 Polvenkylä   (Kurikka )",176,68,12,42,12,37,5
"61400 Ylistaro Keskus   (Seinäjoki )",2058,698,114,312,118,771,45
"61410 Ylistaro Asemanseutu   (Seinäjoki )",796,343,47,139,45,208,14
"61430 Isorehto   (Seinäjoki )",392,169,14,70,35,96,8
"61440 Untamala   (Seinäjoki )",185,77,4,33,5,66,0
"61450 Kylänpää   (Seinäjoki )",590,208,39,90,23,217,13
"61460 Hanhikoski   (Seinäjoki )",227,85,11,48,9,70,4
"61470 Kitinoja   (Seinäjoki )",431,199,14,113,28,72,5
"61500 Isokyrö Keskus   (Isokyrö )",2715,1019,131,452,179,877,57
"61520 Lehmäjoki   (Isokyrö )",231,102,6,34,13,73,3
"61550 Orismala   (Isokyrö )",661,264,40,108,37,198,14
"61560 Orisberg   (Isokyrö )",64,20,6,11,8,16,3
"61600 Jalasjärvi Keskus   (Kurikka )",3974,1425,199,596,215,1460,79
"61630 Hirvijärvi   (Kurikka )",296,123,17,46,14,92,4
"61640 Ala-Valli   (Kurikka )",198,81,16,24,6,65,6
"61650 Kalakoski   (Seinäjoki )",362,135,29,53,16,118,11
"61680 Mantila   (Kurikka )",242,101,5,45,13,77,1
"61710 Pentinmäki   (Kurikka )",289,132,10,55,16,71,5
"61720 Koskue   (Kurikka )",550,218,39,60,37,184,12
"61730 Yli-Valli   (Kurikka )",237,88,12,21,16,92,8
"61760 Ilvesjoki   (Kurikka )",348,134,17,52,27,111,7
"61800 Kauhajoki Keskus   (Kauhajoki )",8279,3193,494,1288,512,2520,272
"61810 Luomankylä   (Kauhajoki )",286,117,10,49,20,83,7
"61820 Kainasto   (Kauhajoki )",594,251,27,101,38,162,15
"61840 Norinkylä   (Teuva )",291,109,25,31,10,99,17
"61850 Kauhajoki Asemanseutu   (Kauhajoki )",2234,832,130,403,128,656,85
"61860 Harja   (Kauhajoki )",228,97,8,45,14,60,4
"61880 Ikkeläjärvi   (Kauhajoki )",189,75,8,34,13,56,3
"61910 Nummijärvi   (Kauhajoki )",282,106,12,38,14,104,8
"61920 Nummikoski   (Kauhajoki )",67,28,3,7,4,22,3
"61940 Hyyppä   (Kauhajoki )",306,117,13,45,23,101,7
"61950 Juonikylä   (Kauhajoki )",156,51,11,13,8,65,8
"61960 Kyrönlatva   (Kauhajoki )",136,40,7,15,4,67,3
"61980 Päntäne   (Kauhajoki )",923,350,53,139,54,290,37
"62100 Lapua Keskus   (Lapua )",10902,4309,559,2126,693,2913,302
"62130 Hellanmaa   (Lapua )",573,227,18,107,46,168,7
"62150 Rintakangas   (Kauhava )",142,58,7,31,9,34,3
"62160 Karhunkylä   (Lapua )",611,244,27,125,41,166,8
"62165 Tiisteenjoki   (Lapua )",356,134,13,69,21,111,8
"62170 Lakaluoma   (Lapua )",283,114,13,35,20,97,4
"62175 Ylikylä-Mäenpää   (Lapua )",133,46,1,16,2,64,4
"62185 Mäki-Paavola   (Lapua )",141,61,7,22,10,39,2
"62190 Ruha   (Lapua )",585,266,29,120,40,121,9
"62200 Kauhava Keskus   (Kauhava )",5765,2227,245,993,337,1793,170
"62220 Pernaa   (Kauhava )",459,191,26,83,27,125,7
"62230 Jylhä   (Kauhava )",399,161,13,65,36,117,7
"62240 Huhmarkoski   (Kauhava )",528,198,21,56,24,220,9
"62260 Hirvijoki   (Kauhava )",187,74,10,24,15,62,2
"62280 Mustamaa   (Lapua )",129,54,4,25,5,38,3
"62290 Hirvikylä   (Lapua )",259,106,11,36,12,90,4
"62295 Kauhajärvi   (Lapua )",429,147,27,67,15,170,3
"62300 Härmä   (Kauhava )",2448,965,87,459,127,751,59
"62310 Voltti   (Kauhava )",1142,442,38,185,70,382,25
"62340 Kuoppa-Vakkuri   (Kauhava )",103,44,5,10,6,35,3
"62350 Ekola   (Kauhava )",122,46,2,22,10,38,4
"62370 Kangasto   (Kauhava )",208,73,3,52,9,65,6
"62375 Ylihärmä Keskus-Vesiluoma   (Kauhava )",2617,1025,93,416,184,812,87
"62380 Kosolankylä   (Kauhava )",217,80,10,35,9,80,3
"62395 Petterinmäki   (Vöyri )",120,45,5,10,3,55,2
"62410 Rintala   (Kauhava )",328,133,6,54,23,106,6
"62420 Kortesjärvi Keskus   (Kauhava )",1023,397,32,137,59,377,21
"62430 Peltotupa   (Kauhava )",143,58,5,27,7,42,4
"62435 Pirttinen   (Kauhava )",118,52,2,13,6,43,2
"62440 Perkiömäki   (Kauhava )",105,43,3,6,7,44,2
"62470 Purmojärvi   (Kauhava )",438,170,11,75,32,140,10
"62500 Evijärvi Keskus   (Evijärvi )",1517,605,62,265,71,481,33
"62510 Kuoppa-aho   (Evijärvi )",336,145,15,50,29,91,6
"62520 Kautiainen   (Evijärvi )",144,63,2,18,8,51,2
"62540 Vasikka-aho   (Evijärvi )",289,121,7,41,16,97,7
"62570 Särkilä   (Evijärvi )",213,84,8,37,21,58,5
"62600 Lappajärvi Keskus   (Lappajärvi )",1838,631,87,283,118,668,51
"62610 Tarvola   (Lappajärvi )",129,50,10,6,5,57,1
"62620 Ala-Seppä   (Lappajärvi )",192,63,8,21,22,73,5
"62630 Karvala   (Lappajärvi )",319,118,11,29,15,142,4
"62640 Savonkylä   (Lappajärvi )",134,44,10,23,4,51,2
"62660 Itäkylä   (Lappajärvi )",575,212,25,70,34,223,11
"62710 Kurejoki   (Alajärvi )",763,260,35,170,77,184,37
"62720 Sissala   (Alajärvi )",329,126,12,72,31,76,12
"62730 Haukkala   (Alajärvi )",234,77,14,56,21,54,12
"62740 Koskenvarsi   (Alajärvi )",210,75,10,44,18,59,4
"62750 Saukonkylä   (Alajärvi )",212,69,5,38,15,78,7
"62760 Menkijärvi   (Alajärvi )",230,68,17,42,19,74,10
"62800 Vimpeli Keskus   (Vimpeli )",2353,838,117,380,164,797,57
"62810 Savonjoki   (Vimpeli )",120,43,5,24,2,39,7
"62830 Luoma-Aho   (Alajärvi )",324,132,10,73,19,86,4
"62840 Lakaniemi-Pokela   (Vimpeli )",52,21,3,7,4,16,1
"62860 Sahi   (Vimpeli )",199,75,9,32,18,61,4
"62870 Vinni   (Vimpeli )",56,20,7,8,6,13,2
"62880 Sääksvesi-Vinni   (Vimpeli )",269,116,9,34,10,91,9
"62900 Alajärvi Keskus   (Alajärvi )",4682,1587,283,838,302,1520,152
"62920 Levijoki   (Alajärvi )",88,31,7,13,7,29,1
"62940 Hoisko   (Alajärvi )",573,203,42,104,32,180,12
"62950 Paalijärvi   (Alajärvi )",440,181,22,79,30,118,10
"62990 Möksy   (Alajärvi )",143,49,10,17,6,57,4
"63100 Kuortane Keskus   (Kuortane )",1509,518,47,219,88,615,22
"63120 Leppälänkylä   (Kuortane )",351,135,10,59,30,109,8
"63130 Mäyry   (Kuortane )",717,314,35,121,42,191,14
"63150 Ruona   (Kuortane )",421,152,33,65,27,137,7
"63160 Salmi   (Kuortane )",137,50,4,15,10,57,1
"63210 Niinimaa   (Alavus )",104,34,4,15,5,41,5
"63230 Lentilä   (Kuortane )",304,127,12,43,13,104,5
"63250 Rantala   (Kuortane )",103,50,8,13,7,24,1
"63300 Alavus Keskus   (Alavus )",4857,1751,191,811,311,1670,123
"63320 Kattelus   (Alavus )",64,17,4,12,3,25,3
"63330 Pahajoki   (Alavus )",157,63,8,20,6,58,2
"63340 Sapsalampi   (Alavus )",206,80,5,25,20,75,1
"63350 Sulkavankylä   (Alavus )",223,90,6,43,25,54,5
"63355 Seinäjärvi   (Alavus )",123,54,4,18,12,30,5
"63360 Kuivaskylä   (Alavus )",264,104,12,31,28,82,7
"63370 Taipalus   (Alavus )",539,212,20,99,39,152,17
"63400 Alavus Asemanseutu   (Alavus )",1299,475,80,215,90,394,45
"63410 Rantatöysä   (Alavus )",451,165,28,71,27,141,19
"63430 Kätkänjoki   (Alavus )",150,62,4,22,9,51,2
"63450 Löyä   (Kuortane )",65,24,0,7,6,27,1
"63500 Lehtimäki Keskus   (Alajärvi )",931,324,53,132,57,343,22
"63510 Lehtimäki Kirkonkylä   (Alajärvi )",277,98,7,22,6,141,3
"63530 Länsikylä   (Alajärvi )",165,62,8,25,10,54,6
"63540 Hernesmaa   (Alajärvi )",207,73,16,24,13,76,5
"63600 Töysä Keskus   (Alavus )",1276,424,70,193,83,454,52
"63610 Tuuri   (Alavus )",1118,454,65,270,69,218,42
"63640 Ritola   (Alavus )",335,123,22,57,23,102,8
"63660 Ähtärinranta   (Ähtäri )",187,70,5,31,5,73,3
"63680 Hakojärvi   (Alavus )",338,117,22,73,33,86,7
"63700 Ähtäri Keskus   (Ähtäri )",4326,1566,234,614,245,1550,117
"63770 Peränne   (Ähtäri )",201,91,3,38,7,60,2
"63780 Alastaipale   (Ähtäri )",153,53,7,14,11,64,4
"63800 Soini Keskus   (Soini )",1746,578,115,292,123,590,48
"63830 Keisala   (Soini )",77,23,10,11,2,28,3
"63880 Kukonkylä   (Soini )",172,65,14,20,6,67,0
"63890 Hautakylä   (Soini )",126,42,7,22,12,40,3
"63900 Myllymäki-Vehunkylä   (Ähtäri )",545,216,29,94,32,164,10
"63910 Inhan Tehtaat   (Ähtäri )",203,81,24,22,11,57,8
"63920 Inha   (Ähtäri )",354,127,18,55,24,118,12
"63950 Vehunkylä   (Ähtäri )",54,14,5,6,1,25,3
"64100 Kristiinankaupunki Keskus   (Kristiinankaupunki",2976,1116,116,357,151,1147,89
"64140 Tiukka   (Kristiinankaupunki )",530,229,13,78,37,163,10
"64200 Närpiö Keskus   (Närpiö )",2912,1203,83,420,123,989,94
"64210 Kalax   (Närpiö )",424,197,8,83,21,110,5
"64220 Yttermark   (Närpiö )",943,471,22,140,34,242,34
"64230 Närpiön Asemanseutu   (Närpiö )",972,449,16,175,47,264,21
"64240 Böle   (Närpiö )",256,117,5,40,15,75,4
"64250 Pjelax   (Närpiö )",364,172,11,57,18,99,7
"64260 Kaskinen   (Närpiö )",1361,482,76,156,63,542,42
"64300 Lapväärtti   (Kristiinankaupunki )",1709,701,58,209,78,636,27
"64320 Dagsmark   (Kristiinankaupunki )",462,177,15,45,32,177,16
"64350 Karijoki Keskus   (Karijoki )",1097,446,57,136,48,390,20
"64370 Myrkky   (Karijoki )",284,104,13,25,16,121,5
"64440 Metsälä-Kallträsk   (Kristiinankaupunki )",210,73,9,19,8,91,10
"64450 Kallträsk   (Kristiinankaupunki )",57,23,3,5,2,21,3
"64460 Härkmeri   (Kristiinankaupunki )",342,144,13,37,15,126,7
"64480 Skaftung   (Kristiinankaupunki )",252,99,7,26,13,104,3
"64490 Siipyy   (Kristiinankaupunki )",171,55,10,15,2,87,2
"64510 Nämpnäs   (Närpiö )",418,201,12,66,29,103,7
"64530 Norrnäs   (Närpiö )",278,127,3,32,13,98,5
"64550 Rangsby   (Närpiö )",264,122,9,33,11,85,4
"64610 Övermark   (Närpiö )",1145,505,26,155,52,386,21
"64700 Teuva Keskus   (Teuva )",3355,1144,157,487,172,1293,102
"64720 Perälä   (Teuva )",609,232,34,94,34,201,14
"64740 Horo   (Teuva )",252,72,8,28,15,122,7
"64760 Peltola   (Teuva )",337,140,20,36,17,112,12
"64770 Äystö   (Teuva )",526,216,25,125,25,120,15
"64810 Vanhakylä   (Isojoki )",235,90,5,28,7,99,6
"64820 Kärjenkoski   (Isojoki )",188,68,11,15,14,76,4
"64830 Villamo   (Isojoki )",177,66,6,21,8,69,7
"64840 Heikkilänjoki   (Isojoki )",49,16,2,6,1,23,1
"64850 Möykky   (Isojoki )",126,54,6,14,13,37,2
"64900 Isojoki Keskus   (Isojoki )",1113,424,49,130,62,420,28
"64930 Kodesjärvi   (Isojoki )",194,70,13,39,13,54,5
"65100 Vaasa Keskus   (Vaasa )",17989,7740,1048,1430,2314,4914,543
"65130 Hietalahti   (Vaasa )",0,0,0,0,0,0,0
"65170 Vaskiluoto   (Vaasa )",334,181,18,55,17,53,10
"65200 Palosaari   (Vaasa )",5793,2366,348,436,1060,1370,213
"65230 Vetokannas   (Vaasa )",5788,2405,358,1209,538,1120,158
"65280 Gerby   (Vaasa )",7226,3499,350,1742,513,958,164
"65300 Asevelikylä   (Vaasa )",5038,2444,166,1314,338,690,86
"65320 Huutoniemi   (Vaasa )",6400,2682,439,1180,503,1400,196
"65350 Suvilahti   (Vaasa )",3853,1623,250,612,292,969,107
"65370 Ristinummi   (Vaasa )",4465,1597,390,693,400,1214,171
"65380 Vanha Vaasa   (Vaasa )",3309,1339,235,646,311,662,116
"65410 Sundom   (Vaasa )",2504,1123,107,590,156,487,41
"65450 Sulva   (Mustasaari )",2000,925,65,461,105,410,34
"65460 Tölby-Rimal   (Mustasaari )",351,159,8,95,24,60,5
"65470 Rimal   (Mustasaari )",56,26,0,11,4,15,0
"65480 Vikby   (Mustasaari )",265,111,9,59,18,61,7
"65520 Helsingby   (Mustasaari )",1453,679,73,303,66,312,20
"65610 Mustasaari Keskus   (Mustasaari )",5880,2559,207,1110,404,1486,114
"65630 Karperö   (Mustasaari )",1350,660,45,360,76,186,23
"65650 Koskö   (Mustasaari )",279,143,12,54,14,53,3
"65710 Singsby   (Mustasaari )",606,270,17,141,28,141,9
"65730 Jungsund   (Mustasaari )",428,217,24,75,33,74,5
"65760 Iskmo   (Mustasaari )",295,137,9,51,18,72,8
"65800 Raippaluoto   (Mustasaari )",858,362,31,166,48,236,15
"65870 Björköby   (Mustasaari )",352,159,14,28,24,121,6
"65920 Norra Vallgrund-Söderudden   (Mustasaari )",327,146,23,64,17,70,7
"65930 Södra Vallgrund   (Mustasaari )",365,159,16,49,21,114,6
"65970 Söderudden   (Mustasaari )",196,65,13,19,9,82,8
"66100 Maalahti   (Maalahti )",1973,872,78,326,113,554,30
"66140 Övermalax   (Maalahti )",1556,690,95,236,75,438,22
"66160 Långåminne   (Maalahti )",310,116,16,49,33,93,3
"66200 Korsnäs Keskus   (Korsnäs )",847,355,46,129,50,248,19
"66210 Moikipää   (Korsnäs )",566,253,20,90,34,155,14
"66220 Bergö   (Maalahti )",478,194,14,68,16,178,8
"66230 Korsbäck   (Korsnäs )",80,34,2,6,3,34,1
"66240 Petolahti   (Maalahti )",1061,406,53,149,71,357,25
"66260 Svarvar   (Maalahti )",107,42,5,17,2,38,3
"66270 Pirttikylä-Sorvari   (Närpiö )",880,342,30,109,48,328,23
"66280 Taklax   (Korsnäs )",359,138,14,50,30,112,15
"66290 Harrström   (Korsnäs )",325,147,11,39,17,109,2
"66295 Töjby   (Närpiö )",370,161,7,44,15,134,9
"66300 Jurva Keskus   (Kurikka )",2112,727,127,297,144,783,34
"66320 Niemenkylä   (Kurikka )",327,120,18,40,23,120,6
"66330 Hakko   (Kurikka )",283,91,10,48,15,112,7
"66340 Sarvijoki   (Kurikka )",349,133,20,49,23,117,7
"66350 Tainus   (Kurikka )",146,45,5,21,7,66,2
