"Postal code area","Workplaces, 2014 (TP)","Primary production, 2014 (TP)","Processing, 2014 (TP)","Services, 2014 (TP)","A Agriculture, forestry and fishing, 2014 (TP)","B Mining and quarrying, 2014 (TP)","C Manufacturing, 2014 (TP)","D Electricity, gas, steam and air conditioning supply, 2014 (TP)","E Water supply; sewerage, waste management and remediation activities, 2014 (TP)","F Construction, 2014 (TP)","G Wholesale and retail trade; repair of motor vehicles and motorcycles, 2014 (TP)","H Transportation and storage, 2014 (TP)","I Accommodation and food service activities, 2014 (TP)","J Information and communication, 2014 (TP)","K Financial and insurance activities, 2014 (TP)","L Real estate activities, 2014 (TP)","M Professional, scientific and technical activities, 2014 (TP)","N Administrative and support service activities, 2014 (TP)","O Public administration and defence; compulsory social security, 2014 (TP)","P Education, 2014 (TP)","Q Human health and social work activities, 2014 (TP)","R Arts, entertainment and recreation, 2014 (TP)","S Other service activities, 2014 (TP)","T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use, 2014 (TP)","U Activities of extraterritorial organisations and bodies, 2014 (TP)","X Industry unknown, 2014 (TP)"
"79885 Etelä-Petruma   (Heinävesi )",10,6,1,3,6,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79895 Sarvikumpu   (Heinävesi )",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"79910 Kerma   (Heinävesi )",20,18,1,1,18,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"79940 Vihtari-Poikiinaho   (Heinävesi )",16,8,4,4,8,0,3,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
"80100 Joensuu Keskus, Pohjoinen   (Joensuu )",14861,77,3349,11435,77,0,2254,97,106,892,2404,329,824,580,282,202,821,765,1518,1244,1348,523,562,0,33,0
"80110 Joensuu Keskus Eteläinen   (Joensuu )",1177,28,30,1119,28,4,5,0,0,21,81,11,39,283,66,30,106,81,27,124,112,82,77,0,0,0
"80130 Kanervala   (Kontiolahti )",2886,7,545,2334,7,0,168,7,8,362,460,355,49,42,3,0,45,232,0,546,524,31,47,0,0,0
"80140 Noljakka   (Joensuu )",1406,8,519,879,8,0,330,0,0,189,253,45,33,97,26,23,20,62,1,52,207,3,57,0,0,0
"80160 Rantakylä-Latola   (Joensuu )",1367,3,147,1217,3,0,51,0,0,96,117,221,15,4,2,12,14,17,276,143,305,29,62,0,0,0
"80170 Utra   (Joensuu )",176,3,36,137,3,0,12,0,0,24,16,23,6,4,2,3,8,5,0,43,14,1,12,0,0,0
"80200 Niinivaara   (Joensuu )",1184,1,65,1118,1,0,2,0,0,63,73,168,31,16,0,1,20,5,0,539,197,11,57,0,0,0
"80210 Sairaala-alue   (Joensuu )",2441,0,0,2441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2440,0,1,0,0,0
"80220 Penttilä   (Joensuu )",1043,5,584,454,5,0,478,0,12,94,28,35,2,14,0,0,105,0,1,3,176,6,84,0,0,0
"80230 Hukanhauta   (Joensuu )",493,6,52,435,6,0,11,0,0,41,41,11,39,3,1,1,13,46,0,46,200,2,32,0,0,0
"80260 Kettuvaara   (Joensuu )",431,2,170,259,2,0,20,71,19,60,35,7,3,2,3,3,13,31,0,74,71,0,17,0,0,0
"80330 Reijola   (Joensuu )",292,9,93,190,9,0,44,0,2,47,46,19,10,0,3,1,23,1,0,15,63,0,9,0,0,0
"80400 Ylämylly   (Liperi )",1221,52,360,809,52,0,225,1,0,134,78,78,17,6,9,10,28,11,18,35,496,5,18,0,0,0
"80510 Onttola-Kunnasniemi   (Kontiolahti )",157,11,36,110,11,0,20,0,2,14,9,4,11,0,0,0,2,3,53,7,19,1,1,0,0,0
"80710 Lehmo   (Kontiolahti )",1323,52,780,491,52,0,548,1,0,231,54,97,11,1,0,1,13,13,19,82,170,13,17,0,0,0
"80770 Kontiolahti as   (Kontiolahti )",130,3,70,57,3,0,53,0,0,17,37,13,1,0,0,0,1,4,0,0,0,0,1,0,0,0
"80780 Kontioniemi   (Kontiolahti )",91,0,1,90,0,0,0,0,1,0,1,4,16,0,0,0,0,0,0,0,55,3,11,0,0,0
"80790 Kontioranta-Kontioniemi   (Kontiolahti )",177,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,147,0,0,29,0,0,0,0
"80850 Paihola   (Kontiolahti )",289,7,3,279,7,0,1,0,0,2,0,3,0,0,0,0,1,0,0,5,269,0,1,0,0,0
"80910 Kulho   (Kontiolahti )",123,24,20,79,24,0,10,0,0,10,7,16,3,0,0,0,1,10,0,14,17,9,2,0,0,0
"81100 Kontiolahti   (Kontiolahti )",849,16,65,768,16,0,38,0,4,23,37,10,8,0,10,1,27,9,138,142,306,17,63,0,0,0
"81120 Katajaranta   (Kontiolahti )",49,5,2,42,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,7,34,0,0,0,0,0
"81160 Romppala-Riihikangas   (Kontiolahti )",15,9,3,3,9,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"81200 Eno Keskus   (Joensuu )",622,46,116,460,46,0,44,7,0,65,59,34,5,5,13,0,4,8,37,43,207,8,37,0,0,0
"81210 Louhioja   (Joensuu )",82,32,34,16,32,0,25,0,0,9,1,5,0,0,0,0,0,0,0,8,0,0,2,0,0,0
"81220 Jakokoski   (Kontiolahti )",32,10,8,14,10,0,0,0,0,8,2,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0
"81230 Mönni   (Kontiolahti )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81235 Lehtoi   (Kontiolahti )",20,5,1,14,5,0,0,0,0,1,1,1,0,0,0,0,3,0,0,5,0,0,4,0,0,0
"81260 Ahveninen   (Joensuu )",22,15,3,4,15,0,2,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
"81270 Paukkaja   (Joensuu )",17,4,13,0,4,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81280 Uimaharju   (Joensuu )",541,15,372,154,15,0,355,0,0,17,35,51,8,0,2,0,1,8,0,23,23,1,2,0,0,0
"81290 Ukkola   (Joensuu )",10,2,2,6,2,0,0,0,1,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"81295 Haapalahti   (Joensuu )",31,2,6,23,2,0,0,0,0,6,0,0,1,0,0,0,3,1,0,0,17,1,0,0,0,0
"81320 Kuismavaara   (Joensuu )",2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81330 Luhtapohja   (Joensuu )",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81350 Tokrajärvi   (Ilomantsi )",21,9,4,8,9,0,1,0,0,3,3,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0
"81360 Sarvinki   (Joensuu )",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81390 Revonkylä   (Joensuu )",7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81420 Tyrjänsaari   (Ilomantsi )",11,6,3,2,6,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81430 Kivilahti   (Ilomantsi )",15,4,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"81450 Huhus-Käenkoski   (Ilomantsi )",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81460 Käenkoski   (Ilomantsi )",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81470 Naarva   (Ilomantsi )",4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81560 Vuonisjärvi   (Lieksa )",18,11,3,4,11,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"81570 Kelvä   (Lieksa )",12,2,7,3,2,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"81590 Vuonislahti   (Lieksa )",24,13,0,11,13,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,6,1,1,0,0,0
"81650 Hattuvaara   (Lieksa )",14,6,0,8,6,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,3,1,0,0,0
"81660 Lehmikylä   (Lieksa )",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81700 Lieksa Keskus   (Lieksa )",1861,84,221,1556,84,4,105,14,17,81,290,117,44,9,36,17,65,88,108,126,548,30,78,0,0,0
"81720 Mähkö-Timitra   (Lieksa )",1014,41,368,605,41,0,319,0,6,43,43,25,37,8,1,17,7,23,197,78,139,17,13,0,0,0
"81750 Pankakoski   (Lieksa )",254,1,232,21,1,0,228,0,0,4,5,2,5,0,0,0,6,0,1,0,0,0,2,0,0,0
"81810 Jamali   (Lieksa )",27,15,0,12,15,0,0,0,0,0,3,2,0,0,0,0,0,2,0,4,1,0,0,0,0,0
"81820 Kylänlahti   (Lieksa )",104,28,7,69,28,0,3,0,0,4,0,9,0,0,0,0,0,4,0,49,7,0,0,0,0,0
"81850 Mätäsvaara   (Lieksa )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81860 Viekijärvi   (Lieksa )",55,43,1,11,43,0,0,0,0,1,3,1,0,0,0,0,0,3,0,0,0,0,4,0,0,0
"81950 Pankajärvi   (Lieksa )",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81970 Jongunjoki-Pankajärvi   (Lieksa )",15,4,0,11,4,0,0,0,0,0,0,2,3,0,0,0,0,6,0,0,0,0,0,0,0,0
"82110 Heinävaara   (Joensuu )",296,15,207,74,15,0,203,0,1,3,18,9,2,2,1,1,9,2,0,15,7,2,6,0,0,0
"82120 Keskijärvi   (Joensuu )",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82140 Kiihtelysvaara Keskus   (Joensuu )",357,49,55,253,49,4,20,0,9,22,10,13,11,1,4,0,0,5,6,24,165,0,14,0,0,0
"82160 Oskola   (Joensuu )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"82170 Uskali   (Joensuu )",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82180 Huhtilampi   (Joensuu )",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82200 Hammaslahti   (Joensuu )",826,81,150,595,81,0,65,0,10,75,39,81,30,2,10,0,37,5,80,77,184,8,42,0,0,0
"82210 Suhmura   (Joensuu )",102,14,18,70,14,0,11,0,1,6,3,5,0,0,0,1,5,0,0,12,44,0,0,0,0,0
"82220 Niittylahti   (Joensuu )",186,44,67,75,44,9,13,0,0,45,5,19,0,0,0,0,9,2,0,28,9,0,3,0,0,0
"82290 Nieminen   (Rääkkylä )",37,22,8,7,22,0,0,0,1,7,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"82300 Rääkkylä Keskus   (Rääkkylä )",345,41,38,266,41,0,25,1,0,12,19,7,2,1,10,3,5,17,23,29,122,6,22,0,0,0
"82310 Oravisalo-Varpasalo   (Rääkkylä )",26,10,3,13,10,0,1,0,0,2,2,3,0,0,0,0,1,0,0,0,1,0,6,0,0,0
"82335 Rasivaara   (Rääkkylä )",96,58,25,13,58,3,11,0,0,11,4,3,0,0,0,0,1,1,0,0,2,0,2,0,0,0
"82350 Tikkala   (Tohmajärvi )",37,11,4,22,11,0,1,0,0,3,1,8,0,1,0,0,1,0,0,6,5,0,0,0,0,0
"82360 Onkamo   (Tohmajärvi )",23,3,7,13,3,4,0,0,0,3,2,5,0,0,0,0,1,0,0,1,3,0,1,0,0,0
"82380 Tolosenmäki   (Kitee )",164,35,50,79,35,0,49,0,0,1,32,34,8,0,0,0,0,1,0,0,1,0,3,0,0,0
"82395 Haarajärvi   (Kitee )",21,14,1,6,14,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"82430 Puhos-Leinovaara   (Kitee )",334,37,209,88,37,0,187,0,3,19,4,33,9,0,0,1,1,6,0,8,17,8,1,0,0,0
"82460 Hummovaara   (Kitee )",18,10,6,2,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"82490 Heinoniemi   (Kitee )",13,6,0,7,6,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"82500 Kitee Keskus   (Kitee )",2134,121,384,1629,121,9,215,7,28,125,298,79,65,16,34,23,45,87,130,196,503,37,111,5,0,0
"82510 Kiteenlahti   (Kitee )",37,25,0,12,25,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,7,0,0
"82580 Juurikka   (Kitee )",43,34,5,4,34,0,1,0,0,4,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"82590 Närsäkkälä   (Kitee )",11,8,3,0,8,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82600 Tohmajärvi Keskus   (Tohmajärvi )",893,103,104,686,103,1,53,0,7,43,89,47,20,0,6,10,38,13,47,96,253,5,62,0,0,0
"82655 Värtsilä Keskus   (Tohmajärvi )",50,25,4,21,25,0,2,0,1,1,0,1,3,0,0,0,0,1,0,5,1,0,10,0,0,0
"82660 Uusi-Värtsilä   (Tohmajärvi )",17,5,10,2,5,0,9,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"82670 Kaurila   (Tohmajärvi )",7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82675 Niirala-Jänisjoki   (Tohmajärvi )",205,9,0,196,9,0,0,0,0,0,0,26,2,0,0,0,0,0,168,0,0,0,0,0,0,0
"82685 Littilä   (Tohmajärvi )",50,41,6,3,41,0,1,0,0,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"82710 Kovero   (Joensuu )",146,9,106,31,9,0,93,0,0,13,7,2,0,0,0,0,3,0,0,0,18,1,0,0,0,0
"82730 Tuupovaara Keskus-Pirttiaho   (Joensuu )",332,15,157,160,15,0,156,0,0,1,17,10,11,0,8,0,0,4,6,20,77,0,7,0,0,0
"82750 Öllölä   (Joensuu )",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82760 Hoilola   (Joensuu )",11,4,0,7,4,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,2,0,0,0
"82770 Kaustajärvi   (Tohmajärvi )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82815 Marjovaara   (Joensuu )",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82820 Maukkula   (Ilomantsi )",34,11,20,3,11,0,2,0,0,18,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
"82830 Haukivaara   (Ilomantsi )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82840 Pirttiaho   (Joensuu )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"82850 Kinnasniemi   (Joensuu )",2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82865 Kokinvaara-Mannervaara   (Joensuu )",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82870 Luutalahti   (Joensuu )",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82880 Mannervaara   (Joensuu )",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82900 Ilomantsi Keskus   (Ilomantsi )",1412,126,171,1115,126,2,87,3,4,75,169,77,47,9,19,13,49,22,97,88,456,23,46,0,0,0
"82915 Sonkaja   (Ilomantsi )",25,16,6,3,16,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"82960 Lehtovaara-Kuikkalampi   (Ilomantsi )",11,6,4,1,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"82967 Hattu   (Ilomantsi )",95,3,62,30,3,62,0,0,0,0,2,21,4,0,0,0,0,0,0,3,0,0,0,0,0,0
"82980 Möhkö   (Ilomantsi )",11,0,0,11,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,7,0,0,0,0,0
"83100 Liperi Keskus   (Liperi )",1093,92,157,844,92,0,52,1,6,98,53,43,44,11,14,6,52,12,40,174,352,26,17,0,0,0
"83130 Salokylä   (Liperi )",29,17,8,4,17,0,2,0,0,6,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"83140 Puromäki   (Liperi )",22,13,6,3,13,0,4,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"83150 Roukalahti   (Liperi )",32,25,2,5,25,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"83160 Tutjunniemi   (Liperi )",28,6,2,20,6,0,2,0,0,0,1,4,0,0,0,14,1,0,0,0,0,0,0,0,0,0
"83320 Risti-Juojärvi   (Liperi )",11,6,5,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83330 Kaatamo   (Liperi )",25,15,0,10,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"83340 Kaarnalampi   (Liperi )",10,9,1,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83400 Viinijärvi   (Liperi )",170,57,59,54,57,5,5,0,0,49,5,19,3,0,3,0,0,0,0,0,9,3,12,0,0,0
"83430 Käsämä   (Liperi )",169,10,10,149,10,1,3,0,1,5,12,6,0,17,2,4,3,2,0,82,15,0,6,0,0,0
"83450 Vaivio   (Liperi )",46,16,8,22,16,0,0,0,3,5,17,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0
"83460 Harinjärvi   (Liperi )",20,2,7,11,2,1,0,0,0,6,2,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0
"83480 Ahonkylä   (Liperi )",17,12,4,1,12,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"83500 Outokumpu Keskus   (Outokumpu )",2246,55,1010,1181,55,47,847,28,13,75,162,60,56,13,17,11,135,49,83,161,375,11,48,0,0,0
"83550 Kokonvaara   (Outokumpu )",12,9,1,2,9,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"83630 Kuusjärvi   (Outokumpu )",33,4,12,17,4,0,7,0,0,5,11,2,1,0,0,0,0,0,0,0,1,0,2,0,0,0
"83660 Varislahti   (Outokumpu )",17,9,7,1,9,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"83700 Polvijärvi Keskus   (Polvijärvi )",813,91,213,509,91,73,100,2,2,36,78,29,9,0,15,6,40,25,56,45,180,4,22,0,0,0
"83720 Kuorevaara   (Polvijärvi )",51,9,1,41,9,0,0,0,0,1,0,0,35,0,0,0,1,1,0,4,0,0,0,0,0,0
"83750 Sotkuma   (Polvijärvi )",63,10,18,35,10,0,10,0,0,8,1,2,0,0,0,0,3,1,0,14,13,0,1,0,0,0
"83760 Sola   (Polvijärvi )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"83780 Horsmanaho   (Polvijärvi )",40,11,29,0,11,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83825 Kinahmo   (Polvijärvi )",37,22,7,8,22,0,2,0,1,4,0,0,0,2,0,0,0,0,0,4,1,0,1,0,0,0
"83830 Hukkala   (Polvijärvi )",16,8,4,4,8,0,2,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"83835 Ruvaslahti   (Polvijärvi )",62,34,3,25,34,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0
"83840 Saarivaara   (Polvijärvi )",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"83855 Martonvaara-Sammakkovaara   (Polvijärvi )",10,7,2,1,7,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83870 Polvela-Timovaara   (Juuka )",17,10,0,7,10,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83880 Kajoo   (Juuka )",29,17,7,5,17,0,6,0,0,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0
"83900 Juuka Keskus   (Juuka )",1114,88,207,819,88,4,125,2,8,68,122,50,24,6,13,18,12,46,91,81,312,5,39,0,0,0
"83910 Paalasmaa   (Juuka )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"83915 Vihtasuo   (Juuka )",2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"83940 Nunnanlahti   (Juuka )",210,14,185,11,14,7,177,0,0,1,2,1,2,0,0,0,0,0,0,4,0,1,1,0,0,0
"83950 Ahmovaara   (Juuka )",57,16,11,30,16,0,5,0,1,5,15,1,3,0,0,0,0,4,0,4,0,0,3,0,0,0
"83960 Koli   (Lieksa )",124,16,17,91,16,0,0,0,0,17,4,3,37,2,0,0,1,20,0,3,1,20,0,0,0,0
"83985 Tuopanjoki   (Juuka )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"84100 Ylivieska Keskus   (Ylivieska )",5615,72,1235,4308,72,0,800,17,54,364,1152,327,171,75,88,33,235,252,370,452,966,50,137,0,0,0
"84460 Tuomiperä   (Ylivieska )",17,11,1,5,11,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84540 Vähäkangas   (Ylivieska )",30,14,6,10,14,0,1,0,0,5,1,2,0,0,0,0,0,0,0,6,1,0,0,0,0,0
"84650 Kantokylä   (Ylivieska )",47,8,1,38,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0
"84770 Isokoski   (Ylivieska )",26,2,22,2,2,0,22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84880 Raudaskylä   (Ylivieska )",186,36,15,135,36,1,0,0,0,14,8,5,0,1,0,0,13,0,0,64,39,1,4,0,0,0
"85100 Kalajoki Keskus   (Kalajoki )",2774,195,838,1741,195,9,527,0,23,279,273,112,167,14,39,16,106,46,129,239,476,41,83,0,0,0
"85120 Metsä   (Kalajoki )",46,38,1,7,38,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"85140 Tynkä   (Kalajoki )",204,75,73,56,75,2,48,0,0,23,5,28,1,0,0,0,1,5,0,12,2,0,2,0,0,0
"85150 Typpö   (Kalajoki )",48,44,2,2,44,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85160 Rautio   (Kalajoki )",212,37,122,53,37,96,4,0,0,22,6,9,0,0,0,0,1,5,0,14,6,1,11,0,0,0
"85180 Rahja   (Kalajoki )",174,32,41,101,32,0,26,0,7,8,6,59,1,0,0,1,10,9,7,7,0,0,1,0,0,0
"85200 Alavieska Keskus   (Alavieska )",595,104,162,329,104,12,89,0,1,60,58,35,6,0,7,3,18,15,11,44,104,6,22,0,0,0
"85210 Kähtävä   (Alavieska )",27,21,0,6,21,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"85230 Talus   (Alavieska )",39,20,5,14,20,0,0,0,0,5,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85310 Sievi Asemanseutu   (Sievi )",373,18,311,44,18,0,300,0,0,11,8,25,2,0,0,0,2,0,0,7,0,0,0,0,0,0
"85320 Markkula   (Sievi )",38,27,8,3,27,0,2,0,0,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"85340 Jyrinki   (Sievi )",73,26,7,40,26,0,0,0,0,7,4,17,0,0,0,0,0,0,0,17,0,1,1,0,0,0
"85410 Sievi Keskus   (Sievi )",1287,28,778,481,28,0,647,0,6,125,57,7,9,4,12,5,8,9,45,98,191,6,30,0,0,0
"85430 Koivisto   (Sievi )",72,33,7,32,33,0,0,0,0,7,12,3,0,0,0,0,0,0,0,7,10,0,0,0,0,0
"85450 Joenkylä   (Sievi )",28,17,9,2,17,0,2,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"85470 Kiiskilampi   (Sievi )",75,37,15,23,37,11,1,0,0,3,0,6,0,0,0,0,1,9,0,5,1,0,1,0,0,0
"85500 Nivala Keskus   (Nivala )",2784,150,820,1813,150,29,513,8,51,219,310,118,50,17,37,23,109,27,89,351,559,42,81,0,0,1
"85540 Mönkö   (Nivala )",69,58,8,3,58,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"85560 Ainastalo   (Nivala )",60,18,27,15,18,13,1,0,0,13,1,3,0,0,0,0,0,3,0,5,1,1,1,0,0,0
"85580 Karvoskylä   (Nivala )",64,32,5,27,32,0,2,0,0,3,4,9,0,0,0,1,1,0,0,4,8,0,0,0,0,0
"85620 Sarja   (Nivala )",30,24,4,2,24,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"85630 Sarjanahde   (Nivala )",68,25,26,17,25,0,2,0,0,24,0,3,0,0,0,0,0,0,0,12,0,0,2,0,0,0
"85640 Maliskylä   (Nivala )",53,40,1,12,40,0,0,0,0,1,2,2,0,0,0,0,0,0,0,7,0,1,0,0,0,0
"85660 Ruuskankylä   (Nivala )",33,27,3,3,27,0,1,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"85710 Parkkila   (Haapajärvi )",46,32,0,14,32,0,0,0,0,0,6,1,0,0,0,0,1,0,0,5,0,0,1,0,0,0
"85730 Tulppo   (Haapajärvi )",28,6,1,21,6,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,11,0,5,0,0,0
"85800 Haapajärvi Keskus   (Haapajärvi )",2317,107,538,1672,107,0,359,7,6,166,247,103,51,12,45,24,60,69,311,204,447,18,81,0,0,0
"85820 Oksava   (Haapajärvi )",116,64,10,42,64,0,1,0,0,9,2,7,0,0,0,0,2,2,0,4,23,0,2,0,0,0
"85840 Kuona   (Haapajärvi )",40,22,8,10,22,0,1,0,0,7,4,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0
"85900 Reisjärvi Keskus   (Reisjärvi )",657,99,127,431,99,3,84,0,3,37,53,32,0,3,12,1,63,3,8,57,168,6,25,0,0,0
"85930 Kangaskylä-Tolpankangas   (Reisjärvi )",20,8,0,12,8,0,0,0,0,0,0,2,8,0,0,1,1,0,0,0,0,0,0,0,0,0
"85940 Räisälänmäki   (Reisjärvi )",113,39,1,73,39,0,0,0,0,1,0,1,0,0,0,0,0,1,0,70,1,0,0,0,0,0
"85980 Köyhänperä   (Reisjärvi )",54,33,13,8,33,0,1,0,0,12,2,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0
