"Postal code area","Households, total, 2014 (TE)","Average size of households, 2014 (TE)","Occupancy rate, 2014 (TE)","Young single persons, 2014 (TE)","Young couples without children, 2014 (TE)","Households with children, 2014 (TE)","Households with small children, 2014 (TE)","Households with children under school age, 2014 (TE)","Households with school-age children, 2014 (TE)","Households with teenagers, 2014 (TE)","Adult households, 2014 (TE)","Pensioner households, 2014 (TE)","Households living in owner-occupied dwellings, 2014 (TE)","Households living in rented dwellings, 2014 (TE)","Households living in other dwellings, 2014 (TE)"
"25830 Västanfjärd Keskus   (Kemiönsaari )",245,1.9,53.9,13,2,45,10,21,20,19,101,101,207,33,5
"25840 Nivelax   (Kemiönsaari )",121,2.4,41.4,4,3,29,10,14,17,11,44,49,117,1,3
"25860 Björkboda   (Kemiönsaari )",177,1.9,48.5,11,4,33,8,11,15,18,80,66,125,49,3
"25870 Dragsfjärd   (Kemiönsaari )",452,2.0,48.6,11,8,77,10,29,31,39,165,212,379,64,9
"25900 Taalintehdas   (Kemiönsaari )",767,1.8,42.4,37,11,102,16,34,51,47,285,393,478,263,26
"25910 Vänoxa   (Kemiönsaari )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"25930 Kasnäs   (Kemiönsaari )",33,2.2,48.3,1,0,6,1,3,4,3,13,17,24,7,2
"25940 Hiittinen   (Kemiönsaari )",38,1.9,52.7,1,0,3,1,3,1,0,12,24,28,6,4
"25950 Rosala-Kasnäs-Hitis   (Kemiönsaari )",57,2.0,46.5,0,1,10,1,2,6,5,20,29,53,2,2
"25960 Högsåra   (Kemiönsaari )",23,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"26100 Rauma Keskus   (Rauma )",9014,1.7,42.2,1364,467,1336,377,688,541,467,4566,3122,5051,3784,179
"26200 Merirauma-Kappelinluhta   (Rauma )",2403,2.1,45.9,153,98,588,141,276,233,230,1137,687,1990,387,26
"26410 Kaaro   (Rauma )",585,2.7,41.4,14,18,239,62,127,138,82,228,119,569,12,4
"26510 Uotila   (Rauma )",1197,2.3,44.1,40,38,319,73,140,139,142,485,396,988,196,13
"26560 Kolla   (Rauma )",284,2.6,46.1,4,10,79,26,43,38,30,122,84,281,1,2
"26660 Paroalho   (Rauma )",2534,1.9,42.6,234,110,482,126,225,196,196,1243,814,1870,643,21
"26720 Monnanummi   (Rauma )",136,2.6,44.5,3,2,56,10,26,30,24,53,27,123,11,2
"26740 Vasarainen   (Rauma )",226,2.4,46.6,9,13,62,13,25,27,29,104,61,224,1,1
"26820 Sampaanala   (Rauma )",817,1.9,40.7,80,41,151,40,70,65,63,429,237,595,215,7
"26840 Kortela   (Rauma )",349,2.3,44.1,9,10,104,23,41,50,51,137,108,313,36,0
"26910 Unaja   (Rauma )",265,2.6,43.1,7,8,89,16,45,39,40,95,83,257,3,5
"26930 Vermuntila   (Rauma )",259,2.4,44.5,5,6,72,18,36,34,30,105,88,251,3,5
"26950 Voiluoto   (Rauma )",170,2.3,47.2,3,4,46,9,16,22,25,74,50,168,0,2
"27100 Eurajoki Keskus   (Eurajoki )",1458,2.2,45.7,68,46,394,99,188,190,163,545,523,1218,219,21
"27110 Irjanne   (Eurajoki )",257,2.3,43.4,18,8,63,12,36,36,13,121,74,241,13,3
"27130 Eurajoki asemanseutu   (Eurajoki )",146,2.3,46.3,4,2,32,10,19,17,10,68,46,138,6,2
"27150 Lapijoki   (Eurajoki )",544,2.3,46.1,24,26,148,39,75,60,58,235,166,514,22,8
"27160 Olkiluoto   (Eurajoki )",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"27170 Kuivalahti   (Eurajoki )",172,2.2,44.9,3,0,34,9,15,17,15,71,69,160,7,5
"27220 Ala-Kieri   (Rauma )",254,2.5,44.1,5,4,78,23,46,33,30,93,85,249,1,4
"27230 Lappi   (Rauma )",935,2.2,46.8,48,21,231,60,111,118,90,355,354,796,127,12
"27250 Kodiksami   (Rauma )",64,2.3,46.4,3,1,20,4,5,11,13,18,27,62,1,1
"27260 Kuolimaa   (Rauma )",93,2.2,48.4,0,1,21,2,7,13,11,32,42,89,0,4
"27310 Kodisjoki   (Rauma )",232,2.3,45.7,10,4,63,14,30,30,24,89,81,211,18,3
"27320 Ihode   (Pyhäranta )",334,2.3,46.0,13,10,96,23,38,40,46,129,109,306,23,5
"27340 Reila   (Pyhäranta )",218,2.2,49.0,7,1,46,11,26,21,10,101,75,211,3,4
"27400 Kiukainen Keskus   (Eura )",614,2.1,46.4,28,11,142,35,68,63,62,244,232,500,105,9
"27420 Panelia Asemanseutu   (Eura )",118,2.2,50.9,2,2,20,9,13,11,6,56,44,115,0,3
"27430 Panelia   (Eura )",592,2.1,46.9,25,14,127,32,62,59,51,221,247,495,85,12
"27450 Harola   (Eura )",97,2.2,49.3,3,1,21,7,12,9,9,36,41,91,3,3
"27500 Kauttua   (Eura )",1571,2.1,44.4,154,47,388,111,194,184,139,726,459,1193,354,24
"27510 Eura Keskus   (Eura )",2026,2.1,45.8,105,61,418,99,186,193,198,804,809,1636,357,33
"27600 Hinnerjoki   (Eura )",349,2.1,46.7,20,7,68,20,35,39,22,137,146,314,30,5
"27640 Honkilahti kk   (Eura )",145,2.2,46.8,7,6,27,9,16,16,9,59,59,141,2,2
"27650 Honkilahti   (Eura )",164,1.9,50.8,7,6,23,4,9,12,14,65,77,146,16,2
"27670 Mannila   (Eura )",86,2.1,52.8,2,1,17,5,7,8,7,28,41,83,0,3
"27710 Köyliö Keskus   (Säkylä )",527,2.0,46.1,30,7,105,19,39,53,45,211,213,424,91,12
"27730 Tuiskula   (Säkylä )",84,2.3,47.1,2,4,17,3,8,7,8,34,36,77,6,1
"27740 Voitoinen   (Säkylä )",82,2.2,42.7,3,0,18,5,11,5,7,30,34,76,4,2
"27750 Yttilä   (Säkylä )",174,2.0,50.0,2,1,33,8,15,15,14,71,70,166,5,3
"27800 Säkylä Keskus   (Säkylä )",1563,2.1,48.7,90,25,316,79,156,150,138,604,653,1205,313,45
"27820 Iso-Vimma   (Säkylä )",371,2.0,48.7,25,11,66,22,39,22,28,173,133,321,41,9
"27840 Kakkuri   (Säkylä )",218,2.1,50.6,15,4,40,11,18,15,18,95,85,187,30,1
"27860 Vuori   (Säkylä )",154,2.3,46.8,8,3,35,7,17,19,19,66,55,148,2,4
"27910 Huovinrinne   (Säkylä )",119,1.5,41.6,33,10,16,7,10,6,5,89,14,44,72,3
"27920 Otajoki   (Säkylä )",131,2.1,51.1,8,3,25,5,11,12,14,56,51,126,1,4
"28100 Pori Keskus   (Pori )",8433,1.5,40.9,1847,493,629,162,303,208,215,4659,3151,3843,4409,181
"28120 Käppärä-Isomäki   (Pori )",2073,1.7,38.1,407,109,329,54,122,166,140,1190,557,1164,858,51
"28130 Impola   (Pori )",3620,1.7,39.0,701,240,524,147,261,196,196,2131,974,1814,1726,80
"28190 Pormestarinluoto   (Pori )",2175,1.7,40.9,252,75,348,107,188,140,114,1028,804,1173,976,26
"28200 Toejoki   (Pori )",2110,2.3,43.3,83,85,615,162,309,280,221,885,620,1810,239,61
"28220 Ruosniemi   (Pori )",2005,2.4,40.6,106,101,680,183,335,334,247,854,481,1784,183,38
"28240 Isojoenranta   (Pori )",309,2.3,46.6,11,10,87,23,48,38,25,111,112,294,9,6
"28260 Harjunpää   (Ulvila )",410,2.4,44.6,12,8,123,40,61,53,53,173,117,381,26,3
"28300 Kalaholma-Väinölä   (Pori )",1064,2.5,44.0,29,56,357,76,155,165,154,458,252,995,43,26
"28330 Koivistonluoto   (Pori )",1444,1.9,40.6,176,69,313,96,145,133,134,744,389,914,517,13
"28360 Vanhakoivisto   (Pori )",2220,1.9,42.6,198,80,449,115,208,181,165,942,836,1666,506,48
"28370 Sampola   (Pori )",1958,1.6,41.9,188,61,250,67,121,97,98,869,844,1039,882,37
"28400 Ulvila Keskus   (Ulvila )",2657,2.1,44.8,144,69,654,156,303,288,288,1074,941,2193,426,38
"28430 Kartano-Harmaalinna   (Pori )",706,2.4,41.3,40,36,217,73,126,94,75,326,165,598,89,19
"28450 Vanha-Ulvila   (Ulvila )",1914,2.2,45.2,104,57,518,114,233,263,195,772,627,1531,365,18
"28500 Keskussairaala-alue-Tiilimäki   (Pori )",541,1.3,35.3,153,21,38,9,22,6,12,318,186,169,365,7
"28540 Pinomäki   (Pori )",268,2.4,43.6,12,19,85,10,29,39,46,126,57,240,24,4
"28560 Lattomeri   (Pori )",206,2.5,43.6,5,8,63,14,33,30,21,81,63,198,4,4
"28580 Niittymaa   (Pori )",241,2.4,46.5,8,9,63,14,30,29,25,104,75,221,12,8
"28600 Vähärauma   (Pori )",2139,2.2,42.9,242,129,652,190,356,314,200,978,513,1657,450,32
"28610 Musa-Tiiliruukki   (Pori )",1942,2.1,41.6,214,92,442,108,192,182,188,1001,503,1431,473,38
"28660 Pietniemi-Leppäkorpi   (Pori )",1680,2.3,43.7,88,86,500,128,251,210,201,742,449,1412,238,30
"28760 Kyläsaari   (Pori )",983,2.3,43.9,31,33,290,59,127,149,123,381,317,897,51,35
"28800 Pihlava   (Pori )",2164,2.0,42.2,116,49,458,97,224,222,182,961,750,1674,453,37
"28840 Yyteri-Kaanaa   (Pori )",447,2.1,42.5,22,11,99,22,46,49,39,190,161,380,61,6
"28880 Mäntyluoto   (Pori )",239,1.7,43.6,12,1,29,7,10,12,15,112,100,152,80,7
"28900 Tahkoluoto-Reposaari   (Pori )",531,1.9,46.3,13,8,71,5,26,43,36,189,273,390,122,19
"29100 Luvia Keskus   (Luvia )",1335,2.3,46.8,34,26,360,86,178,180,140,478,505,1162,138,35
"29180 Peränkylä   (Luvia )",110,2.1,50.6,2,1,21,4,9,12,6,40,50,107,2,1
"29200 Harjavalta Keskus   (Harjavalta )",3806,1.9,47.0,302,91,733,177,326,339,287,1642,1441,2837,859,110
"29250 Nakkila Keskus   (Nakkila )",2269,2.1,46.2,164,64,529,118,235,241,219,918,833,1861,376,32
"29270 Hormisto   (Nakkila )",214,2.2,47.8,4,3,48,12,24,20,24,68,99,202,4,8
"29280 Järvimaa   (Nakkila )",132,2.2,49.7,3,3,33,10,18,10,12,50,49,126,1,5
"29310 Kaasmarkku   (Ulvila )",251,2.3,45.8,11,7,65,27,36,24,29,98,91,233,11,7
"29320 Leineperi   (Ulvila )",98,2.4,41.5,3,2,30,3,9,16,19,41,27,91,5,2
"29340 Kullaa Keskus   (Ulvila )",441,2.1,47.0,18,9,89,22,45,34,34,192,160,380,53,8
"29350 Palus   (Ulvila )",145,2.1,48.5,1,8,33,13,19,13,15,54,58,144,1,0
"29570 Söörmarkku   (Pori )",375,2.6,46.5,5,9,134,41,81,62,50,125,117,361,10,4
"29600 Noormarkku Keskus   (Pori )",2138,2.3,45.8,74,58,590,129,276,283,248,823,734,1783,311,44
"29630 Pomarkku Keskus   (Pomarkku )",896,2.1,45.3,30,16,195,51,88,105,91,343,362,709,163,24
"29640 Honkakoski   (Pomarkku )",144,2.0,50.1,7,2,25,6,8,9,16,58,63,132,7,5
"29680 Kairila   (Pori )",149,2.1,45.7,1,0,24,7,14,13,9,57,70,137,7,5
"29700 Ahlainen   (Pori )",398,2.0,45.6,8,5,66,16,24,36,32,142,193,357,28,13
"29720 Lamppi   (Pori )",92,2.1,44.7,2,4,16,5,8,6,8,26,50,89,1,2
"29740 Etelämaa   (Merikarvia )",46,2.4,44.0,0,0,10,2,3,7,3,16,21,44,0,2
"29750 Pohjansaha   (Merikarvia )",51,2.3,40.1,1,0,9,2,3,6,5,15,29,49,1,1
"29760 Köörtilä   (Merikarvia )",44,2.1,45.2,2,1,6,2,2,3,4,17,21,42,1,1
"29790 Tuorila   (Merikarvia )",144,2.3,47.3,3,3,24,11,13,10,12,59,65,133,8,3
"29810 Siikainen Keskus   (Siikainen )",451,2.0,45.2,15,5,65,15,25,31,33,182,208,332,109,10
"29830 Sammi   (Siikainen )",89,2.3,46.1,2,1,17,5,8,11,5,37,36,86,2,1
"29860 Otamo   (Siikainen )",62,2.2,44.0,2,1,13,2,5,5,9,21,30,57,3,2
"29880 Leväsjoki-Saarineva   (Siikainen )",98,2.3,42.5,1,3,20,4,8,10,10,36,46,86,10,2
"29900 Merikarvia Keskus-Rannikko   (Merikarvia )",1137,2.0,45.5,48,10,203,59,90,90,89,444,498,801,305,31
"29940 Kuvaskangas   (Merikarvia )",124,2.1,53.6,4,1,18,4,8,7,9,45,62,116,3,5
"30100 Forssa Keskus   (Tammela )",5428,1.9,43.8,480,162,966,207,433,435,421,2426,2058,3909,1396,123
"30300 Viksberg   (Forssa )",1574,1.6,39.1,238,50,215,44,97,93,77,869,493,765,773,36
"30420 Tölö   (Forssa )",2471,1.9,41.5,232,70,482,109,230,202,200,1166,826,1766,657,48
"31110 Matku   (Forssa )",281,2.1,46.8,15,7,64,15,29,26,24,127,92,250,20,11
"31130 Koijärvi   (Forssa )",119,2.2,46.4,3,3,28,6,12,13,15,43,50,108,9,2
"31140 Menonen   (Urjala )",88,2.2,49.9,3,0,20,5,10,8,8,32,38,82,2,4
"31160 Nuutajärvi   (Urjala )",160,1.8,49.6,16,4,17,2,5,6,6,84,61,109,44,7
"31170 Savijoki   (Forssa )",96,2.1,51.3,3,1,16,3,6,9,7,40,41,89,3,4
"31230 Susikas   (Tammela )",95,2.2,45.4,2,0,19,6,6,10,9,43,34,92,2,1
"31250 Teuro   (Tammela )",101,2.1,52.5,4,3,16,8,11,4,4,45,42,98,1,2
"31300 Tammela Keskus   (Tammela )",1485,2.1,45.0,71,46,353,68,166,172,147,577,559,1132,317,36
"31310 Mustiala   (Tammela )",44,2.2,47.3,6,1,7,2,3,2,3,24,14,31,13,0
"31340 Porras   (Tammela )",250,2.3,46.3,3,5,62,6,27,34,32,97,94,237,8,5
"31350 Vistinkoski   (Tammela )",115,2.1,43.9,2,1,23,4,12,12,8,40,53,106,6,3
"31370 Eerikkilän Urheiluopisto   (Tammela )",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"31380 Letku-Torro   (Tammela )",141,2.5,44.2,3,2,37,15,19,19,12,63,44,131,7,3
"31400 Somero Keskus   (Somero )",3210,1.9,45.3,207,67,583,148,265,287,240,1245,1393,2455,661,94
"31410 Ylöpirtti   (Somero )",177,2.2,50.5,5,3,40,6,18,16,18,77,62,171,4,2
"31450 Häntälä   (Somero )",154,2.2,50.3,6,3,32,5,16,15,18,78,46,146,2,6
"31460 Hirsjärvi   (Somero )",122,2.1,53.2,3,4,22,3,7,10,9,53,50,114,6,2
"31470 Somerniemi   (Somero )",319,2.2,46.7,4,2,66,10,20,37,38,117,140,287,21,11
"31490 Terttilä   (Somero )",109,2.3,48.1,1,1,24,2,8,15,15,44,42,108,1,0
"31500 Koski Tl   (Koski Tl )",1193,2.1,48.3,50,24,245,68,113,104,112,428,526,983,171,39
"31520 Pitkäjärvi   (Somero )",223,2.3,49.8,4,4,55,14,25,29,30,95,77,208,5,10
"31530 Pyöli   (Somero )",154,2.3,46.5,3,3,29,5,13,18,11,62,65,148,4,2
"31600 Jokioinen Keskus   (Jokioinen )",1758,2.2,42.6,82,42,451,108,198,204,199,704,614,1358,372,28
"31610 Vaulammi   (Jokioinen )",201,2.3,46.0,7,3,47,9,16,24,25,90,65,189,10,2
"31620 Latovainio   (Jokioinen )",180,2.4,44.3,7,6,45,7,19,22,23,77,59,169,7,4
"31630 Minkiö   (Jokioinen )",245,2.4,47.9,8,4,67,13,33,36,30,105,75,226,11,8
"31640 Humppila Keskus   (Humppila )",1047,2.1,45.4,46,27,230,48,104,108,111,447,378,859,166,22
"31650 Venäjänkangas   (Humppila )",92,2.3,50.1,2,2,26,7,14,11,10,47,20,84,6,2
"31700 Urjala Asemanseutu-Hanhisuo   (Urjala )",669,2.2,45.6,21,10,145,43,64,68,76,277,250,569,83,17
"31720 Urjalankylä-Kehro   (Urjala )",185,2.1,46.2,2,3,35,11,17,15,15,68,84,175,7,3
"31730 Honkola   (Urjala )",66,2.0,57.1,5,1,10,2,4,4,4,37,20,57,7,2
"31750 Kehro   (Urjala )",34,1.7,52.7,0,1,2,0,0,1,2,13,19,32,2,0
"31760 Urjala Keskus   (Urjala )",1032,1.8,45.9,66,22,168,40,76,82,67,414,455,649,363,20
"31810 Oriniemi   (Punkalaidun )",178,2.3,52.5,4,2,39,8,18,21,15,67,76,168,3,7
"31830 Halkivaha   (Urjala )",128,2.4,43.6,1,4,28,3,16,16,11,42,59,126,1,1
"31850 Koskioinen   (Punkalaidun )",66,2.4,46.9,1,1,18,3,7,10,10,26,25,62,1,3
"31860 Tursa   (Urjala )",143,2.2,47.0,3,2,26,6,10,8,16,59,60,136,2,5
"31900 Punkalaidun Keskus   (Punkalaidun )",1013,1.9,47.6,48,12,146,32,64,68,75,395,478,724,260,29
"31930 Vanttila   (Punkalaidun )",51,2.4,52.3,1,0,14,3,5,4,9,21,18,50,1,0
"31950 Sadonmaa   (Punkalaidun )",75,2.4,47.0,0,2,14,4,8,8,9,26,36,69,2,4
"31960 Orisuo   (Loimaa )",36,2.1,53.6,2,0,7,0,1,6,3,13,19,35,0,1
"31970 Kanteenmaa   (Punkalaidun )",75,2.3,50.9,2,1,16,2,7,8,9,33,29,61,11,3
"32100 Ypäjä Keskus   (Ypäjä )",1013,2.0,45.9,65,33,193,41,77,93,81,458,364,797,194,22
"32140 Ypäjä Asemanseutu   (Ypäjä )",136,2.4,44.5,0,2,34,2,11,20,19,62,41,129,3,4
"32200 Loimaa Keskus   (Loimaa )",4362,1.9,44.2,420,147,790,205,376,347,310,1951,1636,3116,1093,153
"32210 Loimaa kk   (Loimaa )",1202,2.0,46.3,85,26,219,54,109,102,95,499,487,909,262,31
"32250 Kojonkulma   (Loimaa )",128,2.5,47.4,4,3,40,8,18,21,20,37,51,121,4,3
"32260 Kojonperä   (Loimaa )",74,2.3,53.8,3,1,13,2,2,8,4,28,35,70,1,3
"32270 Metsämaa-Murto   (Loimaa )",237,2.0,50.0,8,6,38,10,18,22,16,98,102,211,15,11
"32280 Metsäkorpi   (Loimaa )",77,2.1,46.7,2,2,14,6,8,2,5,35,28,71,2,4
"32300 Mellilä   (Loimaa )",641,2.0,46.9,27,10,117,30,47,49,53,283,246,529,88,24
"32410 Niinijoki   (Loimaa )",251,2.4,49.1,4,4,73,16,26,31,42,100,82,236,4,11
"32430 Ylhäinen   (Loimaa )",45,2.0,61.1,0,1,7,2,3,3,2,20,19,43,1,1
"32440 Alastaro Keskus   (Loimaa )",887,2.0,47.6,35,22,171,40,76,76,69,364,359,685,176,26
"32450 Tammiainen   (Loimaa )",121,2.3,45.9,2,1,28,6,14,12,13,42,52,116,3,2
"32500 Oripää Keskus   (Oripää )",553,2.2,43.9,26,7,135,38,75,67,55,180,240,438,96,19
"32520 Latva   (Oripää )",61,2.7,47.5,4,1,20,6,11,12,10,30,12,55,5,1
"32560 Virttaa   (Loimaa )",206,2.2,46.0,8,7,48,7,18,25,22,92,68,179,20,7
"32610 Vampula Keskus   (Huittinen )",510,2.0,48.9,21,13,102,22,44,50,46,194,216,419,80,11
"32620 Rutava   (Huittinen )",187,2.2,47.1,3,2,38,7,14,21,19,70,81,177,5,5
"32700 Huittinen Keskus   (Huittinen )",4037,1.9,46.7,405,120,776,196,371,328,295,1803,1471,2947,1003,87
"32710 Sampu   (Huittinen )",260,2.3,50.8,7,5,74,12,29,38,34,109,78,247,9,4
"32730 Keikyä   (Sastamala )",349,2.1,48.1,10,8,66,14,27,31,29,144,143,321,12,16
"32740 Äetsä Keskus   (Sastamala )",963,1.9,46.2,63,25,162,39,78,76,60,435,371,716,220,27
"32760 Suttila   (Huittinen )",82,2.2,48.4,2,1,18,2,7,6,11,39,26,79,2,1
"32770 Huhtamo   (Huittinen )",99,2.3,46.7,3,4,19,8,11,6,6,46,35,95,3,1
"32800 Kokemäki Keskus   (Kokemäki )",2121,1.9,48.6,170,45,368,81,157,165,158,918,846,1615,460,46
"32810 Peipohja   (Kokemäki )",904,2.1,47.1,59,39,188,52,92,84,72,406,314,750,133,21
"32830 Riste   (Kokemäki )",233,2.1,49.7,9,5,49,4,16,22,29,92,93,215,13,5
"32860 Korkeaoja   (Kokemäki )",71,2.4,47.4,2,2,20,3,8,10,9,27,24,67,4,0
"32910 Kauvatsa Asemanseutu   (Kokemäki )",147,2.1,46.9,2,1,37,9,18,14,14,54,57,138,4,5
"32920 Kauvatsa   (Kokemäki )",298,1.9,49.2,11,5,46,12,18,23,23,106,149,258,31,9
"33100 Tampere Keskus   (Tampere )",10273,1.6,36.6,2605,1147,933,330,533,302,265,7025,2329,4567,5470,236
"33180 Lapinniemi-Käpylä   (Tampere )",945,1.9,38.0,125,87,147,49,79,54,42,550,249,504,432,9
"33200 Tampere Keskus Läntinen   (Tampere )",4230,1.5,39.2,1066,395,297,82,143,112,83,2777,1165,1918,2215,97
"33210 Itä-Amuri-Tammerkoski   (Tampere )",3852,1.5,38.7,877,346,278,86,150,76,84,2409,1169,1524,2259,69
"33230 Länsi-Amuri   (Tampere )",3525,1.6,39.1,609,253,415,112,219,169,117,1925,1188,2133,1282,110
"33240 Tahmela   (Tampere )",838,2.0,41.0,124,30,188,37,73,84,76,464,189,579,233,26
"33250 Pispala   (Tampere )",1228,1.9,35.8,251,78,244,56,106,104,93,794,195,648,531,49
"33270 Epilä   (Tampere )",3846,1.9,37.2,506,262,858,272,495,323,269,2079,918,2048,1728,70
"33300 Rahola   (Tampere )",2472,2.0,38.2,295,168,564,156,283,252,199,1281,633,1534,884,54
"33310 Tesoma   (Tampere )",3939,1.9,35.9,402,150,859,253,462,345,304,1815,1278,1995,1856,88
"33330 Myllypuro-Kalkku   (Tampere )",1701,2.0,34.6,261,111,451,152,263,178,133,932,324,816,865,20
"33340 Haukiluoma-Ikuri   (Tampere )",2255,2.3,39.0,128,96,632,175,321,247,239,1007,620,1721,495,39
"33380 Pitkäniemi   (Nokia )",2,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"33400 Luoteis-Tampere   (Tampere )",3512,2.2,38.3,284,202,1040,266,489,425,437,1588,900,2163,1297,52
"33410 Lentävänniemi   (Tampere )",2468,1.8,39.6,306,108,408,132,223,135,135,1261,805,1763,638,67
"33420 Lamminpää   (Tampere )",923,2.3,40.2,63,21,261,75,122,94,113,395,275,681,214,28
"33430 Vuorentausta   (Ylöjärvi )",1267,2.3,38.2,72,56,376,103,189,150,153,538,361,1187,62,18
"33450 Siivikkala   (Ylöjärvi )",1089,2.6,42.4,37,45,387,85,194,188,146,461,246,1028,48,13
"33470 Ylöjärvi Keskus   (Ylöjärvi )",3011,2.0,39.2,238,141,696,204,348,287,257,1365,965,1881,1082,48
"33480 Manninmäki-Haavisto   (Ylöjärvi )",2846,2.5,37.5,167,102,1115,290,567,527,420,1107,634,2215,604,27
"33500 Osmonmäki-Petsamo   (Tampere )",6999,1.6,35.6,1567,671,697,222,374,273,190,4272,2039,3157,3655,187
"33520 Keskussairaala-alue-Kauppi   (Tampere )",554,1.8,34.9,120,39,93,29,52,42,23,347,116,238,304,12
"33530 Kissanmaa   (Tampere )",2715,1.7,37.4,528,186,329,95,168,115,120,1676,719,1360,1316,39
"33540 Kaleva   (Tampere )",5540,1.5,34.3,1561,588,553,175,322,167,145,3763,1228,2136,3307,97
"33560 Takahuhti   (Tampere )",5058,1.9,38.1,588,302,1029,269,502,435,397,2461,1585,2923,2039,96
"33580 Atala-Linnainmaa   (Tampere )",6914,2.2,37.2,661,410,1960,617,1064,782,665,3453,1513,4109,2727,78
"33610 Olkahinen-Tasanne   (Tampere )",1620,2.4,38.4,73,71,546,150,239,233,225,725,353,1428,180,12
"33680 Aitolahti   (Tampere )",687,2.5,47.9,8,16,196,40,84,95,93,242,255,635,28,24
"33700 Messukylä   (Tampere )",822,2.1,37.4,131,78,201,58,96,86,74,454,170,538,263,21
"33710 Kaukajärvi   (Tampere )",8739,2.0,36.1,1046,617,2155,677,1166,866,729,4586,2018,4467,4174,98
"33720 Hervanta   (Tampere )",13648,1.7,34.2,3339,1267,2066,711,1231,789,582,8841,2768,4600,8875,173
"33730 Leinola-Vehmainen   (Tampere )",764,2.4,40.8,37,26,225,54,99,88,91,324,219,688,66,10
"33800 Nekala   (Tampere )",3001,1.7,32.6,772,172,525,174,297,201,155,1892,591,1355,1599,47
"33820 Koivistonkylä   (Tampere )",4254,2.1,38.0,466,257,1099,282,528,460,421,2203,964,2667,1512,75
"33840 Peltolammi   (Tampere )",1946,1.8,36.5,340,144,309,110,159,111,101,1127,514,1133,747,66
"33850 Multisilta   (Pirkkala )",1359,1.8,36.8,203,78,274,95,167,88,89,756,331,718,622,19
"33870 Vuores   (Lempäälä )",696,2.1,36.3,152,102,191,80,129,68,35,446,59,295,394,7
"33880 Höytämö   (Lempäälä )",1693,2.3,40.4,126,54,509,118,243,235,192,759,433,1248,421,24
"33900 Härmälä-Rantaperkiö   (Tampere )",5923,1.7,34.7,1082,625,969,332,547,329,298,3793,1171,2194,3645,84
"33920 Toivio   (Pirkkala )",430,2.9,36.4,10,11,204,60,106,98,65,138,91,397,28,5
"33950 Killo   (Pirkkala )",2523,2.1,39.8,215,127,684,205,376,293,206,1233,615,1697,803,23
"33960 Suuppa   (Pirkkala )",4440,2.3,37.9,276,187,1450,386,725,667,544,1833,1173,3321,1062,57
"33980 Pirkkala kk   (Pirkkala )",513,2.8,44.7,8,7,196,47,100,98,76,178,139,478,25,10
"34110 Lakiala   (Ylöjärvi )",414,3.2,40.1,7,10,197,57,107,122,85,141,76,402,8,4
"34130 Ylinen   (Ylöjärvi )",494,2.6,41.6,21,16,159,32,67,83,80,240,96,408,77,9
"34140 Mutala   (Ylöjärvi )",278,2.8,42.0,5,2,107,26,56,61,48,95,82,254,11,13
"34150 Kyrönlahti   (Ylöjärvi )",169,2.5,42.7,3,3,44,17,27,19,14,64,65,148,9,12
"34180 Länsi-Teisko   (Ylöjärvi )",73,2.2,47.1,2,2,10,4,6,4,3,35,29,64,4,5
"34240 Kämmenteisko   (Tampere )",648,2.6,42.2,11,6,237,52,111,114,108,228,187,504,125,19
"34260 Terälahti   (Tampere )",427,2.1,46.4,12,4,95,25,48,43,39,191,145,354,58,15
"34270 Velaatta   (Tampere )",147,2.1,45.7,3,2,25,4,9,14,11,64,59,136,4,7
"34300 Kuru Keskus   (Ylöjärvi )",788,1.9,44.6,43,9,138,39,67,64,61,327,331,571,197,20
"34320 Parkkuu   (Ylöjärvi )",110,2.1,52.7,1,1,22,3,8,14,10,43,47,103,0,7
"34330 Poikelus   (Ylöjärvi )",111,2.6,45.5,3,2,32,11,15,18,15,45,37,106,0,5
"34410 Murole   (Ruovesi )",86,2.0,43.6,2,1,17,5,7,11,3,32,38,71,9,6
"34420 Muroleen Kanava   (Ruovesi )",22,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"34430 Kekkonen   (Ruovesi )",65,2.0,53.0,4,2,11,2,3,5,6,29,25,51,3,11
"34450 Jäminkipohja   (Ruovesi )",185,1.9,51.7,6,1,24,4,8,8,13,96,68,137,32,16
"34510 Luode   (Ylöjärvi )",50,2.1,40.8,1,0,9,4,6,6,2,20,21,44,1,5
"34530 Länsi-Aure   (Ylöjärvi )",36,2.1,41.4,0,0,9,1,5,4,5,5,22,34,0,2
"34550 Itä-Aure   (Ylöjärvi )",88,1.9,51.8,1,0,7,2,3,3,5,33,48,82,2,4
"34600 Ruovesi Keskus-Nenonen   (Ruovesi )",1356,1.9,44.3,72,18,229,41,90,112,112,528,604,884,398,74
"34640 Mustajärvi   (Ruovesi )",100,2.2,44.7,0,5,24,7,10,8,11,30,50,90,3,7
"34710 Vaskivesi   (Virrat )",161,2.4,46.1,3,1,34,7,18,15,16,55,76,145,10,6
