"Postal code area","Workplaces, 2015 (TP)","Primary production, 2015 (TP)","Processing, 2015 (TP)","Services, 2015 (TP)","A Agriculture, forestry and fishing, 2015 (TP)","B Mining and quarrying, 2015 (TP)","C Manufacturing, 2015 (TP)","D Electricity, gas, steam and air conditioning supply, 2015 (TP)","E Water supply; sewerage, waste management and remediation activities, 2015 (TP)","F Construction, 2015 (TP)","G Wholesale and retail trade; repair of motor vehicles and motorcycles, 2015 (TP)","H Transportation and storage, 2015 (TP)","I Accommodation and food service activities, 2015 (TP)","J Information and communication, 2015 (TP)","K Financial and insurance activities, 2015 (TP)","L Real estate activities, 2015 (TP)","M Professional, scientific and technical activities, 2015 (TP)","N Administrative and support service activities, 2015 (TP)","O Public administration and defence; compulsory social security, 2015 (TP)","P Education, 2015 (TP)","Q Human health and social work activities, 2015 (TP)","R Arts, entertainment and recreation, 2015 (TP)","S Other service activities, 2015 (TP)","T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use, 2015 (TP)","U Activities of extraterritorial organisations and bodies, 2015 (TP)","X Industry unknown, 2015 (TP)"
"88490 Pohjavaara   (Sotkamo )",31,23,2,6,23,0,0,0,0,2,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0
"88530 Paakki   (Sotkamo )",13,3,9,1,3,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88600 Sotkamo Keskus   (Sotkamo )",1770,157,149,1464,157,5,21,8,8,107,267,101,97,12,19,20,80,71,99,133,456,22,87,0,0,0
"88610 Vuokatti   (Sotkamo )",673,47,149,477,47,33,41,0,7,68,55,7,162,1,0,35,32,24,0,21,56,49,35,0,0,0
"88615 Vuokatin Urheiluopisto   (Sotkamo )",117,0,0,117,0,0,0,0,0,0,0,0,16,0,0,0,0,22,0,50,0,29,0,0,0,0
"88620 Korholanmäki   (Sotkamo )",163,26,104,33,26,75,7,0,0,22,11,0,0,2,0,0,0,0,0,2,17,1,0,0,0,0
"88640 Ontojoki   (Sotkamo )",11,3,7,1,3,3,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88670 Juurikkalahti-Maanselkä   (Sotkamo )",14,12,1,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"88690 Maanselkä   (Sotkamo )",10,3,0,7,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88730 Ylä-Vieksi   (Kuhmo )",7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"88740 Härmänkylä-Iivantiira   (Kuhmo )",17,4,0,13,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"88760 Iivantiira   (Kuhmo )",20,17,0,3,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88820 Katerma   (Kuhmo )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"88900 Kuhmo Keskus   (Kuhmo )",2335,295,425,1615,295,10,297,18,7,93,199,143,88,6,24,18,71,128,188,126,518,14,92,0,0,0
"88930 Lentiira-Kuumu   (Kuhmo )",128,13,4,111,13,1,0,0,0,3,0,14,7,0,0,0,0,1,87,0,0,0,2,0,0,0
"88940 Kuumu   (Kuhmo )",2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89110 Törmänmäki   (Puolanka )",4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89140 Kotila-Törmänmäki   (Puolanka )",21,5,2,14,5,0,2,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"89200 Puolanka Keskus   (Puolanka )",622,110,35,477,110,0,6,0,6,23,68,49,8,8,12,5,12,23,35,55,180,5,17,0,0,0
"89210 Puokiovaara   (Puolanka )",12,11,0,1,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89320 Joukokylä   (Puolanka )",16,14,2,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89330 Suolijärvi   (Puolanka )",11,10,0,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89400 Hyrynsalmi Keskus   (Hyrynsalmi )",486,61,42,383,61,2,9,0,4,27,58,70,24,0,6,8,11,9,31,4,131,14,17,0,0,0
"89430 Hoikka   (Hyrynsalmi )",2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89440 Sakara   (Suomussalmi )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"89540 Moisiovaara   (Hyrynsalmi )",19,8,6,5,8,0,1,0,0,5,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"89560 Karhuvaara   (Hyrynsalmi )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89600 Ämmänsaari   (Suomussalmi )",1940,153,429,1358,153,1,331,6,11,80,203,79,84,8,25,8,23,114,153,97,459,26,79,0,0,0
"89610 Jumaliskylä   (Suomussalmi )",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89640 Pesiökylä   (Suomussalmi )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89660 Takalo   (Suomussalmi )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89670 Näljänkä   (Suomussalmi )",18,9,3,6,9,0,0,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89680 Vaaranniva   (Suomussalmi )",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89730 Ahjola   (Suomussalmi )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"89740 Kianta   (Suomussalmi )",4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89760 Piispajärvi-Peranka-Kaikkoinen   (Suomus",4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89770 Peranka   (Suomussalmi )",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89780 Kaikkonen   (Suomussalmi )",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89800 Suomussalmi Keskus   (Suomussalmi )",118,31,16,71,31,0,3,0,0,13,6,18,6,0,0,0,0,4,0,16,10,5,6,0,0,0
"89830 Ala-Vuokki   (Suomussalmi )",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89840 Ylä-Vuokki   (Suomussalmi )",2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89920 Ruhtinansalmi   (Suomussalmi )",84,24,40,20,24,0,40,0,0,0,0,1,5,0,0,0,0,1,0,0,0,8,5,0,0,0
"90100 Oulu Keskus   (Oulu )",13435,4,670,12761,4,3,134,15,0,518,1571,179,1083,881,734,243,1136,727,1720,910,2294,436,847,0,0,0
"90120 Heinäpää   (Oulu )",2058,5,1151,902,5,1,1064,0,0,86,57,39,37,43,19,23,76,20,38,159,248,82,61,0,0,0
"90130 Raksila   (Oulu )",4276,75,368,3833,75,0,11,170,90,97,288,61,87,219,12,70,564,294,1302,431,305,153,47,0,0,0
"90140 Karjasilta   (Oulu )",3155,2,332,2821,2,0,104,0,0,228,299,95,69,376,34,4,279,157,822,254,231,144,57,0,0,0
"90150 Höyhtyä   (Oulu )",719,2,19,698,2,1,4,0,0,14,34,18,41,4,1,9,14,80,0,40,375,21,61,0,0,0
"90220 Kontinkangas   (Oulu )",9152,0,48,9104,0,0,45,0,3,0,91,4,41,216,0,24,467,21,35,807,7201,45,152,0,0,0
"90230 Värttö-Maikkula   (Oulu )",1412,2,398,1012,2,1,366,0,0,31,70,50,20,479,20,26,64,85,0,19,140,8,30,1,0,0
"90240 Iinatti   (Oulu )",1462,5,614,843,5,1,443,0,0,170,156,74,38,6,0,6,42,329,0,82,80,4,26,0,0,0
"90250 Kaukovainio   (Oulu )",1829,10,107,1712,10,1,29,4,1,72,144,9,75,45,11,0,195,139,8,657,408,2,19,0,0,0
"90310 Madekoski   (Oulu )",182,14,41,127,14,0,5,0,0,36,14,10,1,2,0,5,21,11,0,27,11,6,19,0,0,0
"90400 Äimärautio   (Oulu )",5927,37,1599,4291,37,0,490,0,0,1109,1977,987,123,74,35,134,518,182,31,5,135,60,30,0,0,0
"90410 Kaakkuri   (Oulu )",1557,14,551,992,14,0,348,0,0,203,675,77,9,1,2,8,49,44,0,32,50,22,23,0,0,0
"90420 Metsokangas   (Oulu )",1088,10,80,998,10,4,4,0,2,70,232,127,15,9,24,3,46,43,0,159,286,15,39,0,0,0
"90440 Kempele Keskus   (Kempele )",3571,21,1550,2000,21,0,890,40,49,571,338,222,98,38,31,25,107,98,17,353,591,18,64,0,0,0
"90450 Honkanen   (Kempele )",1268,15,94,1159,15,0,6,7,0,81,486,51,97,1,10,14,30,12,0,107,204,100,47,0,0,0
"90460 Oulunsalo Keskus   (Oulu )",1849,9,496,1344,9,4,240,15,0,237,155,219,42,151,6,19,132,28,3,189,346,14,40,0,0,0
"90470 Varjakka   (Oulu )",158,7,23,128,7,0,1,0,0,22,2,25,4,0,2,0,3,0,0,76,12,2,2,0,0,0
"90480 Hailuoto   (Hailuoto )",196,41,13,142,41,0,4,0,0,9,11,1,7,1,6,0,4,10,12,14,60,8,8,0,0,0
"90500 Tuira   (Oulu )",1744,5,124,1615,5,0,3,0,0,121,193,58,113,31,0,9,54,40,36,271,701,8,101,0,0,0
"90510 Hietasaari   (Oulu )",489,5,23,461,5,0,8,0,0,15,10,9,81,13,3,0,12,1,0,18,275,31,8,0,0,0
"90520 Taskila-Toppila   (Oulu )",875,20,303,552,20,22,103,100,9,69,142,40,11,6,0,2,36,177,0,46,44,20,28,0,0,0
"90530 Välivainio   (Oulu )",1737,13,358,1366,13,0,165,2,0,191,303,319,25,53,196,6,128,197,0,22,49,15,53,0,0,0
"90540 Kuivasjärvi   (Oulu )",923,3,71,849,3,2,9,0,25,35,232,131,59,15,4,9,34,7,0,133,185,20,20,0,0,0
"90550 Pyykösjärvi-Puolivälikangas   (Oulu )",254,2,16,236,2,0,1,0,0,15,28,18,23,2,2,1,5,6,0,28,113,2,8,0,0,0
"90560 Koskela-Oulu   (Oulu )",281,0,31,250,0,0,4,0,0,27,15,16,5,6,0,0,9,2,0,62,132,0,3,0,0,0
"90570 Kaijonharju-Linnanmaa   (Oulu )",3314,2,37,3275,2,0,24,0,0,13,270,12,41,16,20,0,498,19,0,2028,264,89,18,0,0,0
"90580 Rajakylä   (Oulu )",582,1,148,433,1,0,79,0,0,69,33,38,44,2,1,1,35,2,15,66,187,1,8,0,0,0
"90590 Teknologiakylä   (Oulu )",3475,0,945,2530,0,28,656,0,0,261,122,0,28,909,185,20,1051,20,66,17,41,13,58,0,0,0
"90620 Rusko-Heikinharju   (Oulu )",7198,1,4663,2534,1,0,3807,32,135,689,483,767,46,133,3,10,275,525,0,22,141,0,129,0,0,0
"90630 Korvensuora   (Oulu )",490,5,110,375,5,2,67,0,0,41,72,33,11,6,3,7,11,41,21,45,104,2,19,0,0,0
"90650 Haapalehto   (Oulu )",1329,10,224,1095,10,0,20,0,11,193,146,92,37,51,2,2,55,106,0,125,362,41,76,0,0,0
"90660 Sanginsuu   (Oulu )",171,26,113,32,26,0,101,0,0,12,9,1,1,0,0,0,13,1,0,0,0,6,1,0,0,0
"90670 Hiukkavaara   (Oulu )",35,0,12,23,0,0,4,0,0,8,0,7,0,2,1,0,8,0,0,0,0,2,3,0,0,0
"90800 Pateniemi   (Oulu )",600,11,114,475,11,0,36,0,0,78,107,45,31,3,5,6,17,15,0,14,204,5,23,0,0,0
"90810 Kiviniemi   (Oulu )",223,12,16,195,12,0,5,0,0,11,11,15,25,6,0,3,23,4,17,40,38,8,5,0,0,0
"90820 Kello   (Oulu )",644,7,255,382,7,0,105,0,9,141,51,67,25,0,1,1,53,14,0,68,70,10,22,0,0,0
"90830 Haukipudas Keskus   (Oulu )",1766,12,474,1280,12,0,331,20,0,123,273,75,73,21,17,21,37,47,57,194,382,18,65,0,0,0
"90840 Haukipudas Asemanseutu   (Oulu )",322,11,55,256,11,0,14,0,2,39,8,27,5,0,1,0,4,1,0,149,60,1,0,0,0,0
"90850 Martinniemi   (Oulu )",262,16,90,156,16,0,57,0,17,16,11,17,1,0,0,0,3,28,0,26,61,0,9,0,0,0
"90860 Halosenniemi   (Oulu )",18,0,7,11,0,0,1,0,0,6,1,0,0,0,0,0,5,2,0,0,2,0,1,0,0,0
"90900 Kiiminki Keskus   (Oulu )",1092,29,131,932,29,15,31,0,7,78,114,106,68,2,11,2,38,21,7,117,370,8,68,0,0,0
"90910 Kontio   (Oulu )",144,14,55,75,14,1,6,0,0,48,6,7,4,0,0,1,5,3,0,29,14,1,5,0,0,0
"90940 Jääli   (Oulu )",925,10,355,560,10,0,156,0,16,183,79,57,29,9,1,3,31,43,0,102,175,12,19,0,0,0
"91100 Ii Keskus   (Ii )",1764,37,432,1295,37,0,260,21,4,147,212,48,66,5,7,13,61,57,154,135,481,14,41,1,0,0
"91110 Ii Asemanseutu   (Ii )",138,46,61,31,46,0,6,0,9,46,3,5,0,0,0,0,1,11,0,8,1,1,1,0,0,0
"91140 Olhava   (Ii )",34,4,4,26,4,0,0,0,0,4,0,6,0,0,0,0,0,0,0,7,11,0,2,0,0,0
"91150 Yli-Olhava   (Ii )",10,6,0,4,6,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"91200 Yli-Ii Keskus   (Oulu )",228,54,20,154,54,8,1,0,0,11,21,5,19,0,0,0,3,12,20,29,34,0,11,0,0,0
"91210 Jakkukylä   (Oulu )",64,19,29,16,19,1,9,1,2,16,2,0,1,0,0,0,0,1,0,6,3,0,3,0,0,0
"91240 Tannila   (Oulu )",21,12,9,0,12,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91260 Pahkakoski-Räinä   (Oulu )",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"91300 Ylikiiminki Keskus   (Oulu )",518,66,208,244,66,4,163,0,0,41,41,48,3,1,4,0,3,15,2,51,58,1,17,0,0,0
"91310 Arkala   (Oulu )",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"91410 Jokirinne   (Muhos )",146,5,17,124,5,0,0,0,0,17,9,4,0,0,0,0,2,0,0,14,95,0,0,0,0,0
"91430 Leppiniemi   (Muhos )",60,0,51,9,0,0,27,13,0,11,0,6,0,2,0,0,0,0,0,0,0,0,1,0,0,0
"91500 Muhos Keskus   (Muhos )",1905,142,173,1590,142,2,76,0,15,80,190,92,51,19,16,4,41,38,65,332,667,19,56,0,0,0
"91510 Rova   (Muhos )",107,31,12,64,31,0,0,0,0,12,1,24,0,0,0,0,7,0,0,6,26,0,0,0,0,0
"91560 Kylmälänkylä   (Muhos )",25,11,2,12,11,0,0,0,0,2,3,4,0,0,0,0,1,0,0,3,0,0,1,0,0,0
"91600 Utajärvi Keskus   (Utajärvi )",706,71,140,495,71,0,102,1,2,35,54,56,19,1,18,0,6,29,28,49,199,6,30,0,0,0
"91620 Sanginkylä   (Utajärvi )",19,6,9,4,6,0,3,0,0,6,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
"91630 Juorkuna   (Utajärvi )",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"91640 Särkijärvi   (Utajärvi )",11,5,1,5,5,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"91660 Ahmas   (Utajärvi )",130,29,12,89,29,4,1,1,4,2,0,8,26,0,2,0,0,3,0,0,50,0,0,0,0,0
"91670 Rokua   (Muhos )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"91700 Vaala Keskus-Oterma   (Vaala )",554,7,105,442,7,0,52,0,5,48,85,17,21,2,4,3,14,28,23,49,168,4,24,0,0,0
"91710 Jylhämä   (Vaala )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"91720 Oterma   (Vaala )",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"91730 Kankari   (Vaala )",16,11,2,3,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"91740 Jaalanka-Liminpuro   (Vaala )",7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"91750 Liminpuro   (Vaala )",2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"91760 Säräisniemi   (Vaala )",15,3,4,8,3,2,0,0,0,2,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"91780 Neittävä   (Vaala )",7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"91790 Nuojua   (Vaala )",24,7,1,16,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
"91800 Tyrnävä   (Tyrnävä )",1152,151,204,797,151,18,99,0,6,81,80,56,31,2,21,3,20,40,70,125,308,9,32,0,0,0
"91900 Liminka Keskus   (Liminka )",1532,106,230,1196,106,6,92,0,7,125,152,80,44,7,11,14,31,70,74,187,447,22,57,0,0,0
"91910 Tupos   (Liminka )",366,10,41,315,10,0,5,0,0,36,36,43,40,0,0,1,13,8,0,78,87,6,3,0,0,0
"91930 Ala-Temmes   (Liminka )",89,27,7,55,27,1,4,0,0,2,5,0,3,0,0,0,0,0,0,5,41,1,0,0,0,0
"91950 Temmes   (Liminka )",74,15,8,51,15,0,1,0,0,7,9,26,0,0,0,0,0,0,0,5,6,1,4,0,0,0
"91980 Lumijoki   (Lumijoki )",400,65,93,242,65,7,8,0,0,78,13,49,6,0,1,0,6,12,22,45,70,4,14,0,0,0
"92100 Raahe Keskus   (Raahe )",3506,9,488,3009,9,0,270,30,7,181,297,271,155,98,72,24,101,296,191,237,1129,21,117,0,0,0
"92120 Ollinsaari-Mestauskallio   (Raahe )",870,1,546,323,1,0,332,0,4,210,82,19,8,1,0,34,14,72,0,31,36,0,26,0,0,0
"92130 Isoholmi-Antinkangas   (Raahe )",491,3,43,445,3,0,6,0,0,37,153,100,13,7,1,3,9,38,20,48,39,4,10,0,0,0
"92140 Pattijoki Keskus   (Raahe )",873,45,242,586,45,0,93,0,18,131,120,17,26,10,0,2,51,25,81,124,76,10,44,0,0,0
"92150 Kummatti-Junnilanmäki   (Raahe )",433,0,121,312,0,0,98,0,0,23,67,15,13,0,1,16,5,5,72,69,39,9,1,0,0,0
"92160 Saloinen   (Raahe )",3129,0,2815,314,0,0,2755,43,0,17,59,6,37,28,1,0,68,46,0,51,14,0,4,0,0,0
"92180 Lapaluoto   (Raahe )",131,0,117,14,0,0,117,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"92210 Arkkukari   (Raahe )",65,7,30,28,7,0,5,0,0,25,3,2,0,0,0,1,3,2,0,13,1,1,1,1,0,0
"92220 Piehinki   (Raahe )",32,5,14,13,5,0,9,0,0,5,1,5,0,0,0,0,1,0,0,0,1,1,4,0,0,0
"92230 Mattilanperä   (Raahe )",51,3,18,30,3,16,0,0,0,2,0,10,0,0,0,0,8,0,0,11,0,0,1,0,0,0
"92240 Lasikangas   (Raahe )",25,3,6,16,3,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
"92260 Kopsa   (Raahe )",52,36,0,16,36,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"92320 Siikajoki Keskus   (Siikajoki )",268,39,44,185,39,0,33,0,0,11,7,2,4,0,8,0,4,2,2,29,116,3,8,0,0,0
"92330 Karinkanta   (Siikajoki )",83,44,7,32,44,0,7,0,0,0,9,3,2,0,0,0,0,0,0,0,18,0,0,0,0,0
"92350 Revonlahti   (Siikajoki )",135,32,35,68,32,0,13,0,0,22,7,26,8,0,0,1,4,0,0,12,7,1,2,0,0,0
"92400 Ruukki Keskus   (Siikajoki )",653,69,91,493,69,1,47,3,8,32,52,24,6,7,14,6,54,28,35,114,117,6,30,0,0,0
"92430 Paavola-Huumola   (Siikajoki )",176,65,22,89,65,6,2,0,0,14,7,16,3,0,6,0,4,0,0,15,28,6,4,0,0,0
"92440 Saarikoski   (Siikajoki )",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"92450 Luohua   (Siikajoki )",77,30,26,21,30,0,7,0,0,19,1,0,0,0,0,1,1,7,0,7,1,0,3,0,0,0
"92470 Tuomioja   (Siikajoki )",50,24,17,9,24,0,13,0,0,4,0,4,0,0,0,1,1,0,0,0,0,0,3,0,0,0
"92500 Rantsila Keskus   (Siikalatva )",490,104,99,287,104,21,57,0,8,13,34,46,12,4,7,2,14,21,21,31,76,9,10,0,0,0
"92520 Sipola   (Siikalatva )",10,4,0,6,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92530 Mankila   (Siikalatva )",24,14,9,1,14,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92600 Pulkkila Keskus   (Siikalatva )",576,50,127,399,50,17,105,0,0,5,63,29,4,0,5,1,5,31,39,46,159,1,16,0,0,0
"92610 Vorna   (Siikalatva )",19,9,10,0,9,2,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92620 Piippola Keskus   (Siikalatva )",289,21,48,220,21,11,12,0,1,24,18,33,7,0,0,0,1,8,15,64,57,0,17,0,0,0
"92640 Leskelä   (Siikalatva )",26,12,6,8,12,4,0,0,0,2,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"92650 Laakkola   (Siikalatva )",26,22,4,0,22,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92700 Kestilä   (Siikalatva )",338,95,13,230,95,0,4,0,0,9,26,13,5,3,4,2,1,18,51,22,78,1,6,0,0,0
"92810 Pelsonsuo   (Vaala )",27,18,7,2,18,1,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"92830 Veneheitto   (Vaala )",60,53,0,7,53,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"92910 Tavastkenkä   (Pyhäntä )",35,33,1,1,33,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92920 Ahokylä   (Pyhäntä )",10,0,9,1,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"92930 Pyhäntä   (Pyhäntä )",687,9,503,175,9,0,494,0,1,8,19,20,3,0,4,1,3,11,13,38,48,5,10,0,0,0
"93100 Pudasjärvi Keskus   (Pudasjärvi )",1884,139,352,1393,139,4,257,8,16,67,213,104,53,20,22,6,43,78,110,182,478,16,68,0,0,0
"93140 Kipinä   (Pudasjärvi )",44,15,13,16,15,0,6,0,0,7,0,2,5,0,0,0,0,8,0,0,0,0,1,0,0,0
"93160 Hetejärvi   (Pudasjärvi )",23,13,10,0,13,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93170 Yli-Kollaja   (Pudasjärvi )",27,2,21,4,2,1,0,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93180 Ikosenniemi   (Pudasjärvi )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"93187 Ala-Siurua   (Pudasjärvi )",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"93190 Yli-Siurua-Ikosenniemi   (Pudasjärvi )",16,10,3,3,10,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93195 Kokkokylä   (Pudasjärvi )",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"93220 Livo   (Pudasjärvi )",14,5,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"93225 Pärjänsuo   (Pudasjärvi )",15,13,1,1,13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93240 Rytinki   (Pudasjärvi )",16,10,0,6,10,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93250 Sarajärvi   (Pudasjärvi )",21,13,4,4,13,0,0,0,0,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"93270 Sotkajärvi   (Pudasjärvi )",51,22,4,25,22,0,0,2,0,2,3,12,6,0,0,0,2,0,0,1,0,1,0,0,0,0
"93277 Iinattijärvi   (Pudasjärvi )",21,9,0,12,9,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93280 Syöte   (Pudasjärvi )",115,7,19,89,7,0,0,0,2,17,7,4,37,0,0,1,0,5,0,0,0,35,0,0,0,0
"93290 Pintamo   (Pudasjärvi )",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"93350 Jaurakkajärvi   (Pudasjärvi )",12,8,3,1,8,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"93390 Puhoskylä   (Pudasjärvi )",27,16,1,10,16,0,0,0,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93400 Taivalkoski Keskus   (Taivalkoski )",1107,74,239,794,74,0,175,4,2,58,88,51,49,3,7,1,23,123,61,115,198,23,52,0,0,0
"93420 Jurmu   (Taivalkoski )",20,3,3,14,3,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,2,4,7,0,0,0
"93440 Loukusa   (Taivalkoski )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"93470 Inget   (Taivalkoski )",10,9,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"93540 Tyrövaara   (Taivalkoski )",63,28,5,30,28,0,1,0,2,2,2,2,12,0,0,0,2,3,0,6,0,2,1,0,0,0
"93590 Vanhala   (Taivalkoski )",25,11,11,3,11,0,0,0,0,11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"93600 Kuusamo   (Kuusamo )",4229,99,747,3383,99,8,405,17,34,283,588,321,182,44,49,97,182,289,282,280,859,65,145,0,0,0
"93700 Kurkijärvi - Oijusluoma   (Kuusamo )",185,49,51,85,49,0,11,0,4,36,10,8,0,0,0,0,4,7,44,6,2,4,0,0,0,0
"93800 Muojärvi   (Kuusamo )",235,109,33,93,109,0,2,0,1,30,5,26,22,0,1,2,4,9,0,20,4,0,0,0,0,0
"93830 Rukatunturi   (Kuusamo )",539,16,81,442,16,0,1,0,3,77,55,39,107,2,0,9,2,70,0,29,0,122,7,0,0,0
