"Year","Quarter","Building type","Postal code","Year of construction","Mean"
"2006","Whole year","Building types total","21570","Year of construction, total",974
"2006","Whole year","Building types total","21590","Year of construction, total",.
"2006","Whole year","Building types total","21600","Year of construction, total",1128
"2006","Whole year","Building types total","21610","Year of construction, total",.
"2006","Whole year","Building types total","21620","Year of construction, total",1746
"2006","Whole year","Building types total","21630","Year of construction, total",.
"2006","Whole year","Building types total","21650","Year of construction, total",.
"2006","Whole year","Building types total","21660","Year of construction, total",.
"2006","Whole year","Building types total","21710","Year of construction, total",.
"2006","Whole year","Building types total","21750","Year of construction, total",.
"2006","Whole year","Building types total","21760","Year of construction, total",.
"2006","Whole year","Building types total","21770","Year of construction, total",.
"2006","Whole year","Building types total","21800","Year of construction, total",951
"2006","Whole year","Building types total","21820","Year of construction, total",.
"2006","Whole year","Building types total","21860","Year of construction, total",.
"2006","Whole year","Building types total","21870","Year of construction, total",1098
"2006","Whole year","Building types total","21880","Year of construction, total",.
"2006","Whole year","Building types total","21900","Year of construction, total",782
"2006","Whole year","Building types total","21930","Year of construction, total",.
